version,submission,episode,won,opp_family,opp_deck_hash,turn,attack_id,attack_name,attacker_id,attacker_name,our_active_id,our_active_name,our_active_hp,our_active_maxhp,our_active_energy,our_hand,our_bench,their_active_energy,their_grass_energy,hp_after,damage,ko
v22_a,55479857,92641973,0,Alakazam,cc38cb450b86770a,7,1072,Powerful Hand,743,Alakazam,648,Marnie's Grimmsnarl ex,320,320,2,3,5,1,0,320,0,0
v22_a,55479857,92641973,0,Alakazam,cc38cb450b86770a,11,1072,Powerful Hand,743,Alakazam,104,Froslass,90,90,0,4,5,1,0,,,1
v22_a,55479857,92641973,0,Alakazam,cc38cb450b86770a,13,1072,Powerful Hand,743,Alakazam,647,Marnie's Morgrem,100,100,0,3,5,1,0,100,0,0
v22_a,55479857,92642829,1,Alakazam,cc38cb450b86770a,6,1070,Teleportation Attack,741,Abra,646,Marnie's Impidimp,70,70,1,5,4,1,0,70,0,0
v22_a,55479857,92642829,1,Alakazam,cc38cb450b86770a,8,1072,Powerful Hand,743,Alakazam,648,Marnie's Grimmsnarl ex,300,320,2,7,4,1,0,300,0,0
v22_a,55479857,92642829,1,Alakazam,cc38cb450b86770a,10,1072,Powerful Hand,743,Alakazam,648,Marnie's Grimmsnarl ex,300,320,2,4,4,1,0,320,-20,0
v22_a,55479857,92643843,1,Dragapult,e5c9f2b28c879f69,4,323,Itchy Pollen,235,Budew,646,Marnie's Impidimp,70,70,0,4,3,0,0,50,20,0
v22_a,55479857,92643843,1,Dragapult,e5c9f2b28c879f69,4,323,Itchy Pollen,235,Budew,646,Marnie's Impidimp,70,70,0,4,3,0,0,50,20,0
v22_a,55479857,92643843,1,Dragapult,e5c9f2b28c879f69,6,153,Jet Headbutt,121,Dragapult ex,648,Marnie's Grimmsnarl ex,320,320,1,2,3,1,0,320,0,0
v22_a,55479857,92643843,1,Dragapult,e5c9f2b28c879f69,8,153,Jet Headbutt,121,Dragapult ex,112,Munkidori,110,110,1,1,5,1,0,40,70,0
v22_a,55479857,92643843,1,Dragapult,e5c9f2b28c879f69,8,153,Jet Headbutt,121,Dragapult ex,112,Munkidori,110,110,1,1,5,1,0,40,70,0
v22_a,55479857,92643843,1,Dragapult,e5c9f2b28c879f69,10,153,Jet Headbutt,121,Dragapult ex,648,Marnie's Grimmsnarl ex,320,320,2,4,4,2,0,250,70,0
v22_a,55479857,92643843,1,Dragapult,e5c9f2b28c879f69,10,153,Jet Headbutt,121,Dragapult ex,648,Marnie's Grimmsnarl ex,320,320,2,4,4,2,0,250,70,0
v22_a,55479857,92643843,1,Dragapult,e5c9f2b28c879f69,12,153,Jet Headbutt,121,Dragapult ex,648,Marnie's Grimmsnarl ex,250,320,2,4,5,2,0,250,0,0
v22_a,55479857,92644773,0,Grimmsnarl (mirror),9714ab5c3996f6cc,6,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,310,320,2,7,4,2,0,320,-10,0
v22_a,55479857,92644773,0,Grimmsnarl (mirror),9714ab5c3996f6cc,6,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,310,320,2,7,4,2,0,320,-10,0
v22_a,55479857,92644773,0,Grimmsnarl (mirror),9714ab5c3996f6cc,8,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,310,320,2,3,3,2,0,320,-10,0
