trajectory_id,zip_path,zip_name,replay_path,path_variant,rank,submission_id,episode_id,target_seat,seat_method,seat_confidence,exclusion_reason,target_team,observed_target_team,opponent_team,team_names_json,target_reward,target_win,target_loss,deck_hash,opponent_deck_hash,deck_type,majkel_distance,major_card_differences_json,initial_deck_json,alakazam_line,deck_size,usable_manifest,source_zip,source_member,team,deck_60,is_alakazam,usable,outcome,replay_available,normal_end,timeout,error,duplicate,decision_count,legal_candidate_count,deck_evidence
54589656:85498985:1,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85498985.json,replays,4,54589656,85498985,1,team_name_exact,0.995,,bono,bono,e-toppo,"[""e-toppo"", ""bono""]",-1.0,False,True,a665414222aea434,0152632da09b7c7d,majkel_near,1.0,"[{""card_id"": 1081, ""count"": 3, ""majkel_count"": 4, ""delta"": -1}, {""card_id"": 1266, ""count"": 3, ""majkel_count"": 2, ""delta"": 1}]","[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,60,True,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85498985.json,bono,"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,True,loss,True,True,False,False,False,0,0,replay_initial_deck
54589656:85499521:1,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85499521.json,replays,4,54589656,85499521,1,team_name_exact,0.995,,bono,bono,Shota Hirao,"[""Shota Hirao"", ""bono""]",1.0,True,False,a665414222aea434,21c3f20980827cb2,majkel_near,1.0,"[{""card_id"": 1081, ""count"": 3, ""majkel_count"": 4, ""delta"": -1}, {""card_id"": 1266, ""count"": 3, ""majkel_count"": 2, ""delta"": 1}]","[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,60,True,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85499521.json,bono,"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,True,win,True,True,False,False,False,0,0,replay_initial_deck
54589656:85500579:0,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85500579.json,replays,4,54589656,85500579,0,team_name_exact,0.995,,bono,bono,ktr,"[""bono"", ""ktr""]",-1.0,False,True,a665414222aea434,7fad986267efc755,majkel_near,1.0,"[{""card_id"": 1081, ""count"": 3, ""majkel_count"": 4, ""delta"": -1}, {""card_id"": 1266, ""count"": 3, ""majkel_count"": 2, ""delta"": 1}]","[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,60,True,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85500579.json,bono,"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,True,loss,True,True,False,False,False,0,0,replay_initial_deck
54589656:85501062:0,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85501062.json,replays,4,54589656,85501062,0,team_name_exact,0.995,,bono,bono,Eduardo Rocha de Andrade,"[""bono"", ""Eduardo Rocha de Andrade""]",-1.0,False,True,a665414222aea434,e72d424665befa84,majkel_near,1.0,"[{""card_id"": 1081, ""count"": 3, ""majkel_count"": 4, ""delta"": -1}, {""card_id"": 1266, ""count"": 3, ""majkel_count"": 2, ""delta"": 1}]","[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,60,True,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85501062.json,bono,"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,True,loss,True,True,False,False,False,0,0,replay_initial_deck
54589656:85502049:0,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85502049.json,replays,4,54589656,85502049,0,team_name_exact,0.995,,bono,bono,THIRD PTCG Club,"[""bono"", ""THIRD PTCG Club""]",1.0,True,False,a665414222aea434,c3405f57eefaf899,majkel_near,1.0,"[{""card_id"": 1081, ""count"": 3, ""majkel_count"": 4, ""delta"": -1}, {""card_id"": 1266, ""count"": 3, ""majkel_count"": 2, ""delta"": 1}]","[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,60,True,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85502049.json,bono,"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,True,win,True,True,False,False,False,0,0,replay_initial_deck
54589656:85502622:1,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85502622.json,replays,4,54589656,85502622,1,team_name_exact,0.995,,bono,bono,Jaisal K Jain,"[""Jaisal K Jain"", ""bono""]",1.0,True,False,a665414222aea434,53ada9d42d3e30a9,majkel_near,1.0,"[{""card_id"": 1081, ""count"": 3, ""majkel_count"": 4, ""delta"": -1}, {""card_id"": 1266, ""count"": 3, ""majkel_count"": 2, ""delta"": 1}]","[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,60,True,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85502622.json,bono,"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,True,win,True,True,False,False,False,0,0,replay_initial_deck
54589656:85503020:0,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85503020.json,replays,4,54589656,85503020,0,team_name_exact,0.995,,bono,bono,Melvin Low,"[""bono"", ""Melvin Low""]",-1.0,False,True,a665414222aea434,4e0fa9bf7e26fbe5,majkel_near,1.0,"[{""card_id"": 1081, ""count"": 3, ""majkel_count"": 4, ""delta"": -1}, {""card_id"": 1266, ""count"": 3, ""majkel_count"": 2, ""delta"": 1}]","[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,60,True,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85503020.json,bono,"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,True,loss,True,True,False,False,False,0,0,replay_initial_deck
54589656:85503120:0,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85503120.json,replays,4,54589656,85503120,0,team_name_exact,0.995,,bono,bono,digimagi,"[""bono"", ""digimagi""]",1.0,True,False,a665414222aea434,541ef54c9160b543,majkel_near,1.0,"[{""card_id"": 1081, ""count"": 3, ""majkel_count"": 4, ""delta"": -1}, {""card_id"": 1266, ""count"": 3, ""majkel_count"": 2, ""delta"": 1}]","[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,60,True,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85503120.json,bono,"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,True,win,True,True,False,False,False,0,0,replay_initial_deck
54589656:85503683:1,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85503683.json,replays,4,54589656,85503683,1,team_name_exact,0.995,,bono,bono,Melvin Low,"[""Melvin Low"", ""bono""]",-1.0,False,True,a665414222aea434,4e0fa9bf7e26fbe5,majkel_near,1.0,"[{""card_id"": 1081, ""count"": 3, ""majkel_count"": 4, ""delta"": -1}, {""card_id"": 1266, ""count"": 3, ""majkel_count"": 2, ""delta"": 1}]","[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,60,True,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85503683.json,bono,"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,True,loss,True,True,False,False,False,0,0,replay_initial_deck
54589656:85504193:0,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85504193.json,replays,4,54589656,85504193,0,team_name_exact,0.995,,bono,bono,e-toppo,"[""bono"", ""e-toppo""]",-1.0,False,True,a665414222aea434,0152632da09b7c7d,majkel_near,1.0,"[{""card_id"": 1081, ""count"": 3, ""majkel_count"": 4, ""delta"": -1}, {""card_id"": 1266, ""count"": 3, ""majkel_count"": 2, ""delta"": 1}]","[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,60,True,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85504193.json,bono,"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,True,loss,True,True,False,False,False,0,0,replay_initial_deck
54589656:85504689:0,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85504689.json,replays,4,54589656,85504689,0,team_name_exact,0.995,,bono,bono,ShumpeiNomura,"[""bono"", ""ShumpeiNomura""]",-1.0,False,True,a665414222aea434,c860f500e408f8db,majkel_near,1.0,"[{""card_id"": 1081, ""count"": 3, ""majkel_count"": 4, ""delta"": -1}, {""card_id"": 1266, ""count"": 3, ""majkel_count"": 2, ""delta"": 1}]","[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,60,True,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85504689.json,bono,"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,True,loss,True,True,False,False,False,0,0,replay_initial_deck
54589656:85505212:0,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85505212.json,replays,4,54589656,85505212,0,team_name_exact,0.995,,bono,bono,tsuzuk1,"[""bono"", ""tsuzuk1""]",1.0,True,False,a665414222aea434,3d4bf76817e2892c,majkel_near,1.0,"[{""card_id"": 1081, ""count"": 3, ""majkel_count"": 4, ""delta"": -1}, {""card_id"": 1266, ""count"": 3, ""majkel_count"": 2, ""delta"": 1}]","[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,60,True,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85505212.json,bono,"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,True,win,True,True,False,False,False,0,0,replay_initial_deck
54589656:85505268:1,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85505268.json,replays,4,54589656,85505268,1,team_name_exact,0.995,,bono,bono,junlee789,"[""junlee789"", ""bono""]",1.0,True,False,a665414222aea434,a8ad34f41e6e68e6,majkel_near,1.0,"[{""card_id"": 1081, ""count"": 3, ""majkel_count"": 4, ""delta"": -1}, {""card_id"": 1266, ""count"": 3, ""majkel_count"": 2, ""delta"": 1}]","[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,60,True,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85505268.json,bono,"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,True,win,True,True,False,False,False,0,0,replay_initial_deck
54589656:85505728:0,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85505728.json,replays,4,54589656,85505728,0,team_name_exact,0.995,,bono,bono,Melvin Low,"[""bono"", ""Melvin Low""]",-1.0,False,True,a665414222aea434,4e0fa9bf7e26fbe5,majkel_near,1.0,"[{""card_id"": 1081, ""count"": 3, ""majkel_count"": 4, ""delta"": -1}, {""card_id"": 1266, ""count"": 3, ""majkel_count"": 2, ""delta"": 1}]","[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,60,True,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85505728.json,bono,"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,True,loss,True,True,False,False,False,0,0,replay_initial_deck
54589656:85506273:1,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85506273.json,replays,4,54589656,85506273,1,team_name_exact,0.995,,bono,bono,213tubo,"[""213tubo"", ""bono""]",1.0,True,False,a665414222aea434,a665414222aea434,majkel_near,1.0,"[{""card_id"": 1081, ""count"": 3, ""majkel_count"": 4, ""delta"": -1}, {""card_id"": 1266, ""count"": 3, ""majkel_count"": 2, ""delta"": 1}]","[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,60,True,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85506273.json,bono,"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,True,win,True,True,False,False,False,0,0,replay_initial_deck
54589656:85507160:0,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85507160.json,replays,4,54589656,85507160,0,team_name_exact,0.995,,bono,bono,nasuo445,"[""bono"", ""nasuo445""]",-1.0,False,True,a665414222aea434,c4cf6025f4554a69,majkel_near,1.0,"[{""card_id"": 1081, ""count"": 3, ""majkel_count"": 4, ""delta"": -1}, {""card_id"": 1266, ""count"": 3, ""majkel_count"": 2, ""delta"": 1}]","[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,60,True,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85507160.json,bono,"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,True,loss,True,True,False,False,False,0,0,replay_initial_deck
54589656:85507263:1,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85507263.json,replays,4,54589656,85507263,1,team_name_exact,0.995,,bono,bono,Kotaro OKUYAMA,"[""Kotaro OKUYAMA"", ""bono""]",-1.0,False,True,a665414222aea434,a665414222aea434,majkel_near,1.0,"[{""card_id"": 1081, ""count"": 3, ""majkel_count"": 4, ""delta"": -1}, {""card_id"": 1266, ""count"": 3, ""majkel_count"": 2, ""delta"": 1}]","[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,60,True,data/runs/kaggle_top50/rank04_bono_sub54589656.zip,rank04_bono_sub54589656/replays/episode_85507263.json,bono,"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266, 1266]",True,True,loss,True,True,False,False,False,0,0,replay_initial_deck
