episode_id,team,rank,rating,submission_id,log_acquired_at,deck_60,deck_hash,is_alakazam,deck_type,opponent,go_first,outcome,normal_end,timeout,error,total_steps,decision_count,legal_candidate_count,duplicate,usable,exclusion_reason,source_zip,source_member,source_sha256,target_seat,replay_available,deck_evidence
85177391,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85178357,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85178898,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85179353,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85179852,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85180328,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85180776,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85181301,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85182206,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85183175,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85190031,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85191863,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85191874,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85193293,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85193896,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85195334,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85195724,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85197164,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85197656,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85198145,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85198621,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85199099,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85199585,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85200094,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85200506,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85200531,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85200533,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85201020,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85201548,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85202031,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85202492,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85203903,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85204329,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85204907,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85205417,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85205427,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85205912,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85206365,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85206373,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85206395,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85207835,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85208335,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85208811,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85209370,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85209848,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85210235,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85211287,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85214852,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85215557,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85216517,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85226621,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85228013,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85231459,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85233437,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85233831,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85235008,Legend Brothers,14,,54534612,1784014044.702898,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank14_Legend_Brothers_sub54534612.zip,,3f0cc23c8f9ca15c2d8e99b5ac35d299d775cf9a1579402e14b786a13bfd1c83,,False,none
85235562,Legend Brothers,14,,54534612,1784014044.702898,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank14_Legend_Brothers_sub54534612.zip,,3f0cc23c8f9ca15c2d8e99b5ac35d299d775cf9a1579402e14b786a13bfd1c83,,False,none
85236037,Legend Brothers,14,,54534612,1784014044.702898,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank14_Legend_Brothers_sub54534612.zip,,3f0cc23c8f9ca15c2d8e99b5ac35d299d775cf9a1579402e14b786a13bfd1c83,,False,none
85236507,Legend Brothers,14,,54534612,1784014044.702898,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank14_Legend_Brothers_sub54534612.zip,,3f0cc23c8f9ca15c2d8e99b5ac35d299d775cf9a1579402e14b786a13bfd1c83,,False,none
85237319,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85237495,Legend Brothers,14,,54534612,1784014044.702898,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank14_Legend_Brothers_sub54534612.zip,,3f0cc23c8f9ca15c2d8e99b5ac35d299d775cf9a1579402e14b786a13bfd1c83,,False,none
85237978,Legend Brothers,14,,54534612,1784014044.702898,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank14_Legend_Brothers_sub54534612.zip,,3f0cc23c8f9ca15c2d8e99b5ac35d299d775cf9a1579402e14b786a13bfd1c83,,False,none
85238137,Legend Brothers,14,,54534612,1784014044.702898,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank14_Legend_Brothers_sub54534612.zip,,3f0cc23c8f9ca15c2d8e99b5ac35d299d775cf9a1579402e14b786a13bfd1c83,,False,none
85238346,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85238469,Legend Brothers,14,,54534612,1784014044.702898,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank14_Legend_Brothers_sub54534612.zip,,3f0cc23c8f9ca15c2d8e99b5ac35d299d775cf9a1579402e14b786a13bfd1c83,,False,none
85238791,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85239005,Legend Brothers,14,,54534612,1784014044.702898,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank14_Legend_Brothers_sub54534612.zip,,3f0cc23c8f9ca15c2d8e99b5ac35d299d775cf9a1579402e14b786a13bfd1c83,,False,none
85239554,Legend Brothers,14,,54534612,1784014044.702898,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank14_Legend_Brothers_sub54534612.zip,,3f0cc23c8f9ca15c2d8e99b5ac35d299d775cf9a1579402e14b786a13bfd1c83,,False,none
85240088,Legend Brothers,14,,54534612,1784014044.702898,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank14_Legend_Brothers_sub54534612.zip,,3f0cc23c8f9ca15c2d8e99b5ac35d299d775cf9a1579402e14b786a13bfd1c83,,False,none
85240429,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85241517,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85242031,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85242288,Legend Brothers,14,,54534612,1784014044.702898,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank14_Legend_Brothers_sub54534612.zip,,3f0cc23c8f9ca15c2d8e99b5ac35d299d775cf9a1579402e14b786a13bfd1c83,,False,none
85242521,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85242793,Legend Brothers,14,,54534612,1784014044.702898,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank14_Legend_Brothers_sub54534612.zip,,3f0cc23c8f9ca15c2d8e99b5ac35d299d775cf9a1579402e14b786a13bfd1c83,,False,none
85243083,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85243349,Legend Brothers,14,,54534612,1784014044.702898,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank14_Legend_Brothers_sub54534612.zip,,3f0cc23c8f9ca15c2d8e99b5ac35d299d775cf9a1579402e14b786a13bfd1c83,,False,none
85243562,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85244060,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85244107,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85244364,Legend Brothers,14,,54534612,1784014044.702898,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank14_Legend_Brothers_sub54534612.zip,,3f0cc23c8f9ca15c2d8e99b5ac35d299d775cf9a1579402e14b786a13bfd1c83,,False,none
85244512,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85244903,Legend Brothers,14,,54534612,1784014044.702898,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank14_Legend_Brothers_sub54534612.zip,,3f0cc23c8f9ca15c2d8e99b5ac35d299d775cf9a1579402e14b786a13bfd1c83,,False,none
85245088,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85245424,Legend Brothers,14,,54534612,1784014044.702898,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank14_Legend_Brothers_sub54534612.zip,,3f0cc23c8f9ca15c2d8e99b5ac35d299d775cf9a1579402e14b786a13bfd1c83,,False,none
85245601,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85245607,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
85246125,WinDecks,12,,54378321,1784014015.5222647,,,False,unknown,,,,,,,,,,False,False,replay_missing_observation_action,data\runs\kaggle_top50\rank12_WinDecks_sub54378321.zip,,fcda8071a6ffd176b7a22c164fde2153725b0acda1ecdb9abe64c682693ed461,,False,none
