leaderboard_rank,team_id,team_name,submission_id,submission_score,leaderboard_submission_id,episode_id,episode_state,episode_type,created_at,ended_at,seat_index,opponent_submission_id,opponent_team_name,agent_0_submission_id,agent_1_submission_id,deck_hash,matched_deck_card_ids,replay_path,log_paths,download_status,error,downloaded_at
4,16536318,李秉叡（ntumlnoob）,55184021,1148.2,55184021,90065870,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:04:55.170394300Z,2026-08-05T02:06:18.041279Z,1,55253878,Ketchum Alt,55253878,55184021,,,replays\episode_90065870.json,logs\90065870\agent_0_observation_logs.json;logs\90065870\agent_1_observation_logs.json,success,,2026-08-05T03:04:57.194469Z
12,16452116,Sixth Sense,55138264,1113.7,55138264,90066539,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:08:54.596275600Z,2026-08-05T02:09:53.821814100Z,1,55254018,szlachetny snieg,55254018,55138264,,,replays\episode_90066539.json,logs\90066539\agent_0_observation_logs.json;logs\90066539\agent_1_observation_logs.json,success,,2026-08-05T03:05:26.986005Z
5,16385817,M Sato,55198468,1147.4,55198468,90067472,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:12:55.112598100Z,2026-08-05T02:13:50.731486600Z,0,55186239,Majkel1337,55198468,55186239,,,replays\episode_90067472.json,logs\90067472\agent_0_observation_logs.json;logs\90067472\agent_1_observation_logs.json,success,,2026-08-05T03:05:00.871191Z
25,16372307,Team KASA.,55098365,1065.5,55098365,90068656,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:20:53.674758400Z,2026-08-05T02:22:48.015435200Z,1,55252638,Vermillion City Pikachu,55252638,55098365,,,replays\episode_90068656.json,logs\90068656\agent_0_observation_logs.json;logs\90068656\agent_1_observation_logs.json,success,,2026-08-05T03:06:07.598533Z
16,16461850,MissingNo.,55221290,1082.6,55221290,90068749,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:20:53.787230400Z,2026-08-05T02:21:51.055437300Z,0,55251919,vvs,55221290,55251919,,,replays\episode_90068749.json,logs\90068749\agent_0_observation_logs.json;logs\90068749\agent_1_observation_logs.json,success,,2026-08-05T03:05:37.415815Z
42,16431331,insuperabilehart,55243043,1049.3,55243043,90069142,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:24:57.698976700Z,2026-08-05T02:25:56.253797300Z,1,55255070,"Pikachu, I choose you!",55255070,55243043,,,replays\episode_90069142.json,logs\90069142\agent_0_observation_logs.json;logs\90069142\agent_1_observation_logs.json,success,,2026-08-05T03:07:15.111157Z
10,16381624,LumenLiquidity,55229706,1116.3,55229706,90069475,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:24:58.153909900Z,2026-08-05T02:25:52.042497Z,0,55202823,Raihan Ramadistra,55229706,55202823,,,replays\episode_90069475.json,logs\90069475\agent_0_observation_logs.json;logs\90069475\agent_1_observation_logs.json,success,,2026-08-05T03:05:16.451173Z
32,16373946,KawattaTaido,55245964,1053.3,55245964,90070040,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:28:54.084936200Z,2026-08-05T02:30:06.639734300Z,1,55252346,shyjin,55252346,55245964,,,replays\episode_90070040.json,logs\90070040\agent_0_observation_logs.json;logs\90070040\agent_1_observation_logs.json,success,,2026-08-05T03:06:26.339439Z
7,16381823,AlphaStarmie,54773249,1127.5,54773249,90070640,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:32:53.903542100Z,2026-08-05T02:33:58.598299600Z,1,55253275,PP kawada,55253275,54773249,,,replays\episode_90070640.json,logs\90070640\agent_0_observation_logs.json;logs\90070640\agent_1_observation_logs.json,success,,2026-08-05T03:05:08.732441Z
17,16380946,flg,55033309,1081.5,55033309,90070706,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:32:53.990401400Z,2026-08-05T02:33:48.613180600Z,0,55251826,Rmy,55033309,55251826,,,replays\episode_90070706.json,logs\90070706\agent_0_observation_logs.json;logs\90070706\agent_1_observation_logs.json,success,,2026-08-05T03:05:40.821390Z
26,16374632,cyrus,55245607,1065.0,55245607,90070816,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:32:54.156820500Z,2026-08-05T02:40:51.012144300Z,1,55251764,ANDPAD kaggler team,55251764,55245607,,,replays\episode_90070816.json,logs\90070816\agent_0_observation_logs.json;logs\90070816\agent_1_observation_logs.json,success,,2026-08-05T03:06:10.439360Z
29,16454068,Where is my orbit,54959248,1058.3,54959248,90071320,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:36:55.128770200Z,2026-08-05T02:40:19.912674300Z,1,55252619,Lunariz,55252619,54959248,,,replays\episode_90071320.json,logs\90071320\agent_0_observation_logs.json;logs\90071320\agent_1_observation_logs.json,success,,2026-08-05T03:06:20.186891Z
50,16371723,RtoABC,55239385,1040.0,55239385,90071395,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:36:55.251480100Z,2026-08-05T02:41:19.231158600Z,0,55243949,Thai,55239385,55243949,,,replays\episode_90071395.json,logs\90071395\agent_0_observation_logs.json;logs\90071395\agent_1_observation_logs.json,success,,2026-08-05T03:07:49.273584Z
47,16397982,NorthStar,55130199,1043.2,55130199,90071999,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:40:53.667383Z,2026-08-05T02:41:27.849818400Z,1,55253878,Ketchum Alt,55253878,55130199,,,replays\episode_90071999.json,logs\90071999\agent_0_observation_logs.json;logs\90071999\agent_1_observation_logs.json,success,,2026-08-05T03:07:39.718337Z
21,16442659,cununn,55230940,1073.2,55230940,90072074,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:40:53.885692600Z,2026-08-05T02:41:42.595560500Z,0,55251826,Rmy,55230940,55251826,,,replays\episode_90072074.json,logs\90072074\agent_0_observation_logs.json;logs\90072074\agent_1_observation_logs.json,success,,2026-08-05T03:05:53.566187Z
38,16371653,213tubo,55234094,1051.6,55234094,90072097,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:40:53.951310500Z,2026-08-05T02:42:50.483786100Z,0,55086910,Pokér-man,55234094,55086910,,,replays\episode_90072097.json,logs\90072097\agent_0_observation_logs.json;logs\90072097\agent_1_observation_logs.json,success,,2026-08-05T03:06:56.552761Z
44,16371427,bono,55184624,1047.2,55184624,90072535,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:44:54.267843700Z,2026-08-05T02:45:48.897874400Z,1,55254018,szlachetny snieg,55254018,55184624,,,replays\episode_90072535.json,logs\90072535\agent_0_observation_logs.json;logs\90072535\agent_1_observation_logs.json,success,,2026-08-05T03:07:27.656615Z
41,16375635,palsystem,55107167,1049.7,55107167,90072589,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:44:54.362235100Z,2026-08-05T02:45:29.396188600Z,0,55255070,"Pikachu, I choose you!",55107167,55255070,,,replays\episode_90072589.json,logs\90072589\agent_0_observation_logs.json;logs\90072589\agent_1_observation_logs.json,success,,2026-08-05T03:07:12.841492Z
49,16381725,llkarill,55217790,1041.1,55217790,90072672,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:44:54.461791200Z,2026-08-05T02:46:35.245841400Z,0,55253275,PP kawada,55217790,55253275,,,replays\episode_90072672.json,logs\90072672\agent_0_observation_logs.json;logs\90072672\agent_1_observation_logs.json,success,,2026-08-05T03:07:46.226943Z
46,16549721,Mearyl,55231083,1044.5,55231083,90072735,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:44:54.569479800Z,2026-08-05T02:49:19.793280600Z,1,55252171,flxwld,55252171,55231083,,,replays\episode_90072735.json,logs\90072735\agent_0_observation_logs.json;logs\90072735\agent_1_observation_logs.json,success,,2026-08-05T03:07:35.906473Z
23,16420537,tonakaiiii,55185728,1071.7,55185728,90072737,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:44:54.576846900Z,2026-08-05T02:45:41.183464600Z,1,55251826,Rmy,55251826,55185728,,,replays\episode_90072737.json,logs\90072737\agent_0_observation_logs.json;logs\90072737\agent_1_observation_logs.json,success,,2026-08-05T03:06:00.205973Z
48,16376582,Arthurs Torres24,55227232,1042.8,55227232,90073269,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:48:53.898229800Z,2026-08-05T02:50:04.587591400Z,0,55254018,szlachetny snieg,55227232,55254018,,,replays\episode_90073269.json,logs\90073269\agent_0_observation_logs.json;logs\90073269\agent_1_observation_logs.json,success,,2026-08-05T03:07:41.703515Z
35,16422150,junlee789,55229754,1052.6,55229754,90073333,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:48:53.980341200Z,2026-08-05T02:51:15.011615800Z,0,55253275,PP kawada,55229754,55253275,,,replays\episode_90073333.json,logs\90073333\agent_0_observation_logs.json;logs\90073333\agent_1_observation_logs.json,success,,2026-08-05T03:06:42.933666Z
43,16426595,Xiangyu Liu,55238859,1048.9,55238859,90073454,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:48:54.168264200Z,2026-08-05T02:49:40.778675400Z,0,55249834,poppy457,55238859,55249834,,,replays\episode_90073454.json,logs\90073454\agent_0_observation_logs.json;logs\90073454\agent_1_observation_logs.json,success,,2026-08-05T03:07:22.095242Z
15,16499803,Team Rot-Weiß,55231831,1085.7,55231831,90074086,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:53:04.068165700Z,2026-08-05T02:58:46.190295Z,0,55251826,Rmy,55231831,55251826,,,replays\episode_90074086.json,logs\90074086\agent_0_observation_logs.json;logs\90074086\agent_1_observation_logs.json,success,,2026-08-05T03:05:34.249698Z
13,16393745,ShumpeiNomura,55214482,1108.7,55214482,90074119,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:53:04.109418500Z,2026-08-05T02:54:03.141680500Z,0,55157066,Iolzpo + emonga,55214482,55157066,,,replays\episode_90074119.json,logs\90074119\agent_0_observation_logs.json;logs\90074119\agent_1_observation_logs.json,success,,2026-08-05T03:05:31.008306Z
8,16375647,James Cox & Henry Chao,55188658,1123.6,55188658,90074120,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:53:04.109375Z,2026-08-05T02:53:35.303311400Z,0,54378250,STS1106,55188658,54378250,,,replays\episode_90074120.json,logs\90074120\agent_0_observation_logs.json;logs\90074120\agent_1_observation_logs.json,success,,2026-08-05T03:05:11.494516Z
1,16374395,Majkel1337,55186239,1300.3,55186239,90074145,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:53:04.189040900Z,2026-08-05T02:54:38.485448500Z,0,55248965,LiamK,55186239,55248965,,,replays\episode_90074145.json,logs\90074145\agent_0_observation_logs.json;logs\90074145\agent_1_observation_logs.json,success,,2026-08-05T03:04:48.844866Z
2,16463316,LiamK,55248965,1177.1,55248965,90074145,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:53:04.189040900Z,2026-08-05T02:54:38.485448500Z,1,55186239,Majkel1337,55186239,55248965,,,replays\episode_90074145.json,logs\90074145\agent_0_observation_logs.json;logs\90074145\agent_1_observation_logs.json,skipped_existing,,2026-08-05T03:04:52.232896Z
27,16582540,Ayanokoji Fan Club,55247656,1058.7,55247656,90074521,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:56:53.425456400Z,2026-08-05T02:57:38.068901300Z,0,55255260,Pokemon001,55247656,55255260,,,replays\episode_90074521.json,logs\90074521\agent_0_observation_logs.json;logs\90074521\agent_1_observation_logs.json,success,,2026-08-05T03:06:13.898077Z
9,16425135,Rmy,55251826,1119.6,55251826,90074723,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:56:53.774844400Z,2026-08-05T02:57:37.049826900Z,0,55167921,tonakaiiii,55251826,55167921,,,replays\episode_90074723.json,logs\90074723\agent_0_observation_logs.json;logs\90074723\agent_1_observation_logs.json,success,,2026-08-05T03:05:13.298120Z
31,16408505,JZ,55094113,1055.3,55094113,90074796,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:56:53.882033300Z,2026-08-05T02:57:55.894641Z,1,55251919,vvs,55251919,55094113,,,replays\episode_90074796.json,logs\90074796\agent_0_observation_logs.json;logs\90074796\agent_1_observation_logs.json,skipped_existing,,2026-08-05T03:06:25.511544Z
20,16388654,vvs,55251919,1074.7,55251919,90074796,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T02:56:53.882033300Z,2026-08-05T02:57:55.894641Z,0,55094113,JZ,55251919,55094113,,,replays\episode_90074796.json,logs\90074796\agent_0_observation_logs.json;logs\90074796\agent_1_observation_logs.json,success,,2026-08-05T03:05:50.471397Z
39,16514878,Hancang Mi,55254078,1050.3,55254078,90075319,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T03:00:53.560700600Z,2026-08-05T03:02:07.162672900Z,0,55221323,Pika-Zard,55254078,55221323,,,replays\episode_90075319.json,logs\90075319\agent_0_observation_logs.json;logs\90075319\agent_1_observation_logs.json,success,,2026-08-05T03:07:01.377020Z
36,16405152,Ketchum Alt,55253878,1052.5,55253878,90075335,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T03:00:53.580918Z,2026-08-05T03:01:51.924672700Z,1,55179762,Pokemon Siuuuu,55179762,55253878,,,replays\episode_90075335.json,logs\90075335\agent_0_observation_logs.json;logs\90075335\agent_1_observation_logs.json,success,,2026-08-05T03:06:47.105251Z
30,16416261,Petit Canard,55251179,1056.9,55251179,90075382,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T03:00:53.656398200Z,2026-08-05T03:03:28.340527500Z,0,55252808,GuerillaMoon,55251179,55252808,,,replays\episode_90075382.json,logs\90075382\agent_0_observation_logs.json;logs\90075382\agent_1_observation_logs.json,skipped_existing,,2026-08-05T03:06:24.128207Z
28,16602856,GuerillaMoon,55252808,1058.6,55252808,90075382,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T03:00:53.656398200Z,2026-08-05T03:03:28.340527500Z,1,55251179,Petit Canard,55251179,55252808,,,replays\episode_90075382.json,logs\90075382\agent_0_observation_logs.json;logs\90075382\agent_1_observation_logs.json,success,,2026-08-05T03:06:16.845594Z
19,16411029,ANDPAD kaggler team,55251764,1083.1,55251764,90075423,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T03:00:53.701902700Z,2026-08-05T03:01:56.172853400Z,1,55252151,カントー地方マスター(KantoRegionMaster),55252151,55251764,,,replays\episode_90075423.json,logs\90075423\agent_0_observation_logs.json;logs\90075423\agent_1_observation_logs.json,success,,2026-08-05T03:05:47.213374Z
45,16372064,Vermillion City Pikachu,55252638,1044.7,55252638,90075468,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T03:00:53.775908200Z,2026-08-05T03:02:01.554786Z,1,55249892,HCRL,55249892,55252638,,,replays\episode_90075468.json,logs\90075468\agent_0_observation_logs.json;logs\90075468\agent_1_observation_logs.json,success,,2026-08-05T03:07:31.585199Z
40,16376653,szlachetny snieg,55254018,1049.8,55254018,90076070,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-05T03:04:54.591130100Z,2026-08-05T03:06:05.663135300Z,1,55253296,yoshitaka agent,55253296,55254018,,,replays\episode_90076070.json,logs\90076070\agent_0_observation_logs.json;logs\90076070\agent_1_observation_logs.json,success,,2026-08-05T03:07:05.453265Z
