submission_id,episode_id,seat_index
54773249,88406968,0
54773249,88406972,1
54773249,88407494,0
54773249,88408019,0
54773249,88408541,0
54773249,88409070,1
54773249,88409591,0
54773249,88410106,1
54773249,88410634,1
54773249,88410927,1
54773249,88411160,0
54773249,88411671,1
54773249,88412181,1
54773249,88412714,1
54773249,88413246,0
54773249,88413357,1
54773249,88413769,1
54773249,88413772,0
54773249,88414301,1
54773249,88414897,1
54773249,88415419,0
54773249,88415939,0
54773249,88416452,0
54773249,88416975,0
54773249,88416979,0
54773249,88417483,0
54773249,88418006,0
54773249,88418511,0
54773249,88419038,1
54773249,88419572,0
54773249,88420074,0
54773249,88420603,0
54773249,88421121,0
54773249,88421132,1
54773249,88421656,1
54773249,88422163,1
54773249,88422173,1
54773249,88422705,1
54773249,88422708,1
54773249,88423223,0
54773249,88423754,1
54773249,88423767,0
54773249,88424284,1
54773249,88424802,1
54773249,88425323,0
54773249,88425836,1
54773249,88425852,0
54773249,88426415,0
54773249,88428452,0
54773249,88428957,0
54773249,88431110,1
54773249,88435228,0
54773249,88435321,0
54773249,88437838,1
54773249,88439726,1
54773249,88444782,1
54773249,88445208,1
54773249,88446265,0
54773249,88446271,0
54773249,88451061,0
54773249,88460962,0
54773249,88461254,1
54773249,88462123,1
54773249,88475020,0
54773249,88477100,1
54773249,88477440,1
54773249,88485067,0
54773249,88486866,1
54773249,88489655,0
54773249,88491895,1
54773249,88493455,0
54773249,88493885,1
54773249,88494289,0
54773249,88494743,1
54773249,88495155,0
54773249,88495620,1
54773249,88496063,0
54773249,88496464,1
54773249,88496485,1
54773249,88496922,0
54773249,88497355,1
54773249,88497360,1
54773249,88497812,0
54773249,88498261,0
54773249,88498715,0
54773249,88498775,1
54773249,88499138,0
54773249,88499146,0
54773249,88499664,0
54773249,88499679,0
54773249,88500056,1
54773249,88500493,0
54773249,88500938,1
54773249,88501383,0
54773249,88501919,1
54773249,88502465,0
54773249,88502501,0
54773249,88502969,0
54773249,88503090,0
54773249,88503695,0
54773249,88504218,1
54773249,88504226,1
54773249,88504762,1
54773249,88505281,1
54773249,88505821,1
54773249,88506359,0
54773249,88506908,1
54773249,88507438,1
54773249,88507957,1
54773249,88507973,1
54773249,88508501,0
54773249,88509034,0
54773249,88509563,0
54773249,88509564,0
54773249,88510086,1
54773249,88510518,0
54773249,88510616,0
54773249,88511120,1
54773249,88511142,0
54773249,88511652,1
54773249,88511670,1
54773249,88512195,1
54773249,88512716,1
54773249,88512722,0
54773249,88513226,0
54773249,88513268,0
54773249,88513782,0
54773249,88514315,0
54773249,88514316,1
54773249,88514806,0
54773249,88514844,0
54773249,88515391,0
54773249,88515923,0
54773249,88516455,1
54773249,88516993,0
54773249,88517546,0
54773249,88518108,1
54773249,88518290,1
54773249,88518653,0
54773249,88519187,1
54773249,88519708,0
54773249,88519717,0
54773249,88520250,1
54773249,88520778,0
54773249,88520861,0
54773249,88521277,1
54773249,88521304,0
54773249,88521833,0
54773249,88522236,1
54773249,88522377,1
54773249,88522901,1
54773249,88523445,1
54773249,88523987,1
54773249,88524005,0
54773249,88524529,1
54773249,88525152,0
54773249,88525753,1
54773249,88526332,1
54773249,88526353,1
54773249,88526952,1
54773249,88526970,0
54773249,88527585,1
54773249,88528161,1
54773249,88528176,0
54773249,88528789,1
54773249,88529437,1
54773249,88530066,0
54773249,88530677,0
54773249,88531259,1
54773249,88531270,0
54773249,88531274,0
54773249,88531838,1
54773249,88531840,0
54773249,88532427,1
54773249,88532428,0
54773249,88533008,0
54773249,88533583,0
54773249,88534158,1
54773249,88534168,1
54773249,88534769,1
54773249,88534787,1
54773249,88544338,0
54773249,88547077,0
54773249,88556087,0
54773249,88559540,0
54773249,88561589,0
54773249,88562555,1
54773249,88568563,0
54773249,88572564,1
54773249,88577639,0
54773249,88578575,1
54773249,88580926,0
54773249,88581897,1
54773249,88583708,1
54773249,88584897,0
54773249,88590973,0
54773249,88592182,0
54773249,88593351,0
54773249,88597144,1
54773249,88599979,0
54773249,88601440,1
54773249,88601880,1
54773249,88602325,0
54773249,88602828,0
54773249,88603287,0
54773249,88603727,0
54773249,88604191,0
54773249,88604660,1
54773249,88605121,0
54773249,88605597,0
54773249,88605608,1
54773249,88606091,0
54773249,88606633,0
54773249,88607083,1
54773249,88608054,1
54773249,88608518,0
54773249,88608978,1
54773249,88609430,1
54773249,88610405,1
54773249,88612300,1
54773249,88613276,1
54773249,88615085,1
54773249,88615678,0
54773249,88617548,1
54773249,88620211,1
54773249,88625596,1
54773249,88628635,1
54773249,88636039,1
54773249,88647984,0
54773249,88651997,1
54773249,88653023,1
54773249,88657821,1
54773249,88665755,0
54773249,88669459,1
54773249,88672378,0
54773249,88674164,1
54773249,88674233,0
54773249,88674705,1
54773249,88675036,1
54773249,88675455,1
54773249,88675906,0
54773249,88675907,1
54773249,88676363,0
54773249,88676369,1
54773249,88676841,1
54773249,88676916,0
54773249,88677304,0
54773249,88677763,0
54773249,88677945,0
54773249,88678223,0
54773249,88678675,0
54773249,88678688,1
54773249,88678693,0
54773249,88679128,0
54773249,88679147,1
54773249,88679607,1
54773249,88679991,1
54773249,88680091,1
54773249,88680293,1
54773249,88680528,1
54773249,88680533,0
54773249,88680536,0
54773249,88680556,1
54773249,88681014,0
54773249,88681185,1
54773249,88681456,1
54773249,88681473,1
54773249,88681936,0
54773249,88682410,0
54773249,88682460,0
54773249,88682873,1
54773249,88683337,1
54773249,88683805,0
54773249,88683810,0
54773249,88684272,0
54773249,88684722,0
54773249,88685177,1
54773249,88685194,0
54773249,88685628,1
54773249,88685640,1
54773249,88686111,0
54773249,88686580,0
54773249,88687043,1
54773249,88687500,1
54773249,88687956,0
54773249,88688413,1
54773249,88688423,1
54773249,88688891,1
54773249,88689355,1
54773249,88689818,0
54773249,88690276,1
54773249,88690749,0
54773249,88691219,0
54773249,88691227,0
54773249,88691696,0
54773249,88692165,1
54773249,88692635,0
54773249,88692636,1
54773249,88693108,1
54773249,88693588,0
54773249,88694063,1
54773249,88694533,0
54773249,88694544,1
54773249,88695014,1
54773249,88695465,1
54773249,88695479,0
54773249,88695955,0
54773249,88696436,1
54773249,88696455,0
54773249,88696914,1
54773249,88697386,1
54773249,88697404,1
54773249,88697855,1
54773249,88698350,0
54773249,88698819,0
54773249,88699300,0
54773249,88699777,0
54773249,88700244,1
54773249,88700725,0
54773249,88701192,0
54773249,88701197,1
54773249,88701676,1
54773249,88702173,1
54773249,88702676,0
54773249,88703185,1
54773249,88705139,1
54773249,88718268,0
54773249,88719132,0
54773249,88724019,0
54773249,88733638,1
54773249,88737136,0
54773249,88740392,1
54773249,88744689,1
54773249,88748905,1
54773249,88749491,1
54773249,88759005,1
54773249,88759488,0
54773249,88760103,1
54773249,88763581,0
54773249,88764162,0
54773249,88764644,0
54773249,88774686,0
54773249,88774876,0
54773249,88784316,0
54773249,88786414,1
54773249,88790436,1
54773249,88799055,0
54773249,88801630,1
54773249,88802656,1
54773249,88811190,0
54773249,88812053,1
54773249,88815847,0
54773249,88820773,1
54773249,88821215,1
54773249,88821334,1
54773249,88825966,1
54773249,88835097,0
54773249,88836640,1
54773249,88837927,0
54773249,88839966,0
54773249,88846784,1
54773249,88854484,0
54773249,88854673,0
54773249,88855191,1
54773249,88858240,0
54773249,88860772,0
54773249,88861814,0
54773249,88862462,1
54773249,88862906,0
54773249,88863063,0
54773249,88863374,1
54773249,88863884,0
54773249,88864280,1
54773249,88864401,1
54773249,88864925,0
54773249,88865444,0
54773249,88865446,1
54773249,88865447,1
54773249,88865496,1
54773249,88865959,1
54773249,88865981,1
54773249,88866505,0
54773249,88867037,0
54773249,88867559,1
54773249,88868068,1
54773249,88868581,1
54773249,88869067,0
54773249,88869071,1
54773249,88869585,0
54773249,88870094,0
54773249,88870616,0
54773249,88871129,0
54773249,88871281,1
54773249,88871640,1
54773249,88871747,1
54773249,88872154,0
54773249,88872671,1
54773249,88873157,1
54773249,88873178,1
54773249,88873228,1
54773249,88873707,0
54773249,88874202,1
54773249,88874224,0
54773249,88874295,1
54773249,88874744,0
54773249,88875247,1
54773249,88875253,0
54773249,88875777,1
54773249,88876295,1
54773249,88876901,0
54773249,88877331,1
54773249,88877840,1
54773249,88878328,1
54773249,88878784,1
54773249,88879224,1
54773249,88879241,1
54773249,88879256,1
54773249,88879279,0
54773249,88879685,0
54773249,88879691,0
54773249,88880127,1
54773249,88880134,1
54773249,88880570,1
54773249,88880580,1
54773249,88881073,0
54773249,88881506,0
54773249,88881526,1
54773249,88881999,1
54773249,88882468,1
54773249,88882918,1
54773249,88883371,1
54773249,88883824,1
54773249,88884287,0
54773249,88884733,1
54773249,88884734,0
54773249,88885178,1
54773249,88885630,0
54773249,88886090,0
54773249,88886100,0
54773249,88886128,1
54773249,88886540,0
54773249,88886999,0
54773249,88887467,1
54773249,88887936,1
54773249,88888439,1
54773249,88888928,1
54773249,88889384,1
54773249,88889923,0
54773249,88890355,1
54773249,88890771,0
54773249,88890791,0
54773249,88891293,1
54773249,88891719,1
54773249,88891747,0
54773249,88892154,1
54773249,88892184,1
54773249,88892702,1
54773249,88893111,0
54773249,88893567,0
54773249,88894041,1
54773249,88894382,0
54773249,88894428,1
54773249,88894913,0
54773249,88895395,0
54773249,88895892,1
54773249,88901983,1
54773249,88909814,1
54773249,88917395,0
54773249,88919217,1
54773249,88922693,1
54773249,88929943,1
54773249,88931267,0
54773249,88932010,1
54773249,88933868,1
54773249,88934830,1
54773249,88936298,0
54773249,88938542,1
54773249,88940956,1
54773249,88947702,0
54773249,88950137,0
54773249,88952168,1
54773249,88953071,1
54773249,88954462,0
54773249,88954886,0
54773249,88956147,0
54773249,88956537,1
54773249,88957619,0
54773249,88964589,0
54773249,88965928,1
54773249,88971706,1
54773249,88971845,0
54773249,88972453,0
54773249,88979558,0
54773249,88989686,0
54773249,88993979,1
54773249,88996713,1
54773249,88998087,0
54773249,89003658,0
54773249,89005155,0
54773249,89014515,0
54773249,89020573,0
54773249,89022255,1
54773249,89023650,0
54773249,89024895,1
54773249,89028061,0
54773249,89029032,0
54773249,89029376,1
54773249,89029443,0
54773249,89029896,0
54773249,89030374,1
54773249,89030818,0
54773249,89031239,0
54773249,89031670,0
54773249,89031688,0
54773249,89031712,0
54773249,89032129,0
54773249,89032197,0
54773249,89032204,0
54773249,89033217,1
54773249,89033505,1
54773249,89033523,0
54773249,89033973,1
54773249,89034164,1
54773249,89034492,1
54773249,89034951,1
54773249,89035413,1
54773249,89035836,0
54773249,89036263,0
54773249,89036276,0
54773249,89036792,1
54773249,89037299,0
54773249,89037713,0
54773249,89038148,0
54773249,89038575,0
54773249,89038601,1
54773249,89039056,0
54773249,89039456,1
54773249,89039509,0
54773249,89040017,0
54773249,89040493,1
54773249,89040913,1
54773249,89041332,1
54773249,89041348,0
54773249,89041790,0
54773249,89041797,0
54773249,89042256,0
54773249,89042710,0
54773249,89043162,1
54773249,89043648,1
54773249,89044127,1
54773249,89044161,1
54773249,89044299,1
54773249,89044634,1
54773249,89044650,1
54773249,89044709,1
54773249,89045136,0
54773249,89045641,1
54773249,89045791,1
54773249,89046108,1
54773249,89046199,0
54773249,89046226,0
54773249,89046428,1
54773249,89046619,0
54773249,89046709,0
54773249,89047172,0
54773249,89047208,0
54773249,89047629,1
54773249,89047662,0
54773249,89048260,0
54773249,89048763,1
54773249,89049242,1
54773249,89049688,1
54773249,89049793,1
54773249,89050183,0
54773249,89050498,1
54773249,89056594,1
54773249,89056618,1
54773249,89057138,0
54773249,89059170,1
54773249,89067671,1
54773249,89070331,1
54773249,89079071,1
54773249,89081485,1
54773249,89083367,0
54773249,89092188,1
54773249,89092624,0
54773249,89093918,0
54773249,89095918,0
54773249,89100694,1
54773249,89109012,0
54773249,89111061,0
54773249,89116282,1
54773249,89119788,0
54773249,89125748,1
54773249,89130090,0
54773249,89131841,0
54773249,89137074,0
54773249,89138086,1
54773249,89138099,1
54773249,89146725,1
54773249,89155743,0
54773249,89162716,0
54773249,89174676,1
54773249,89179916,0
54773249,89181289,0
54773249,89188933,0
54773249,89191429,1
54773249,89191727,0
54773249,89192983,1
54773249,89194046,1
54773249,89195071,0
54773249,89195576,0
54773249,89196012,0
54773249,89196087,0
54773249,89196644,0
54773249,89197202,1
54773249,89197661,1
54773249,89198183,0
54773249,89198650,0
54773249,89199116,1
54773249,89199157,0
54773249,89199621,0
54773249,89199638,1
54773249,89200086,1
54773249,89200650,0
54773249,89200721,0
54773249,89201226,0
54773249,89201664,0
54773249,89202140,0
54773249,89202173,0
54773249,89202681,0
54773249,89202841,0
54773249,89203180,0
54773249,89203684,0
54773249,89204113,1
54773249,89204217,1
54773249,89204693,0
54773249,89205189,0
54773249,89205694,0
54773249,89206194,0
54773249,89206687,1
54773249,89207197,1
54773249,89207695,1
54773249,89208195,1
54773249,89208700,0
54773249,89209195,0
54773249,89209197,0
54773249,89209706,0
54773249,89210206,0
54773249,89210688,1
54773249,89210709,0
54773249,89211216,0
54773249,89211226,0
54773249,89211716,0
54773249,89212212,0
54773249,89212705,1
54773249,89212728,1
54773249,89213306,1
54773249,89213740,0
54773249,89214238,0
54773249,89214742,1
54773249,89215243,1
54773249,89215751,0
54773249,89216263,0
54773249,89216757,0
54773249,89217238,1
54773249,89217310,0
54773249,89217904,1
54773249,89218237,0
54773249,89218351,1
54773249,89218851,1
54773249,89219325,1
54773249,89219713,0
54773249,89219834,0
54773249,89220286,1
54773249,89220774,1
54773249,89221262,1
54773249,89221281,1
54773249,89221780,0
54773249,89221786,0
54773249,89222394,0
54773249,89222441,1
54773249,89222790,0
54773249,89223285,1
54773249,89223788,1
54773249,89223924,1
54773249,89224254,0
54773249,89224263,0
54773249,89224287,1
54773249,89224774,0
54773249,89225269,0
54773249,89225681,1
54773249,89225777,1
54773249,89226241,0
54773249,89226296,1
54773249,89226810,0
54773249,89227317,1
54773249,89227803,1
54773249,89227804,0
54773249,89227812,0
54773249,89227826,0
54773249,89228336,0
54773249,89228869,1
54773249,89228878,1
54773249,89228880,1
54773249,89229419,0
54773249,89229954,0
54773249,89230462,0
54773249,89230965,1
54773249,89231529,0
54773249,89232027,1
54773249,89232607,0
54773249,89233114,0
54773249,89233611,0
54773249,89234128,1
54773249,89234552,0
54773249,89237125,1
54773249,89237229,0
54773249,89243874,0
54773249,89253571,0
54773249,89256979,0
54773249,89261585,1
54773249,89263756,0
54773249,89269959,0
54773249,89270397,0
54773249,89270411,0
54773249,89273994,0
54773249,89274525,1
54773249,89276111,0
54773249,89277018,0
54773249,89278292,1
54773249,89279150,1
54773249,89280832,0
54773249,89281409,0
54773249,89285136,0
