active_ready_grim,attack_ids,attack_option_idx,bench_play_idx,candy_idx,context,draw_engine_idx,end_idx,episode_id,grim_evolve_idx,kinds,max_count,min_count,n_options,opp_prizes_left,opponent_family,our_bench,our_bodies,our_deck,own_turn,picked,picked_kinds,ready_grim,shadow_prizes_now,step,turn,version,went_first,won
False,[],[],[],[],22,[],[],91793871,[],"[""select"", ""select"", ""select"", ""select"", ""select""]",5,0,5,5,Kangaskhan / Crustle,5,6,36,4,"[0, 1, 2, 3]","[""select"", ""select"", ""select"", ""select""]",False,0,42,7,v15,True,False
False,[],[],"[1, 2]",[],21,[],[],91793871,[],"[""select"", ""select"", ""select""]",1,1,3,5,Kangaskhan / Crustle,5,6,36,4,[0],"[""select""]",False,0,43,7,v15,True,False
False,[],[],"[1, 2]",[],21,[],[],91793871,[],"[""select"", ""select"", ""select""]",1,1,3,5,Kangaskhan / Crustle,5,6,35,4,[0],"[""select""]",False,0,44,7,v15,True,False
True,[],[],"[1, 2]",[],21,[],[],91793871,[],"[""select"", ""select"", ""select""]",1,1,3,5,Kangaskhan / Crustle,5,6,34,4,[1],"[""select""]",True,0,45,7,v15,True,False
True,[],[],"[1, 2]",[],21,[],[],91793871,[],"[""select"", ""select"", ""select""]",1,1,3,5,Kangaskhan / Crustle,5,6,33,4,[2],"[""select""]",True,0,46,7,v15,True,False
True,[937],[1],[],[],0,[],[3],91793871,[],"[""boss"", ""attack"", ""retreat"", ""end""]",1,1,4,5,Kangaskhan / Crustle,5,6,32,4,[0],"[""boss""]",True,0,47,7,v15,True,False
True,[],[],"[0, 1]",[],3,[],[],91793871,[],"[""select"", ""select""]",1,1,2,5,Kangaskhan / Crustle,5,6,32,4,[0],"[""select""]",True,0,48,7,v15,True,False
True,[937],[0],[],[],0,[],[2],91793871,[],"[""attack"", ""retreat"", ""end""]",1,1,3,5,Kangaskhan / Crustle,5,6,32,4,[0],"[""attack""]",True,1,49,7,v15,True,False
True,[],[],"[0, 1]",[],15,[],[],91793871,[],"[""select"", ""select""]",1,1,2,5,Kangaskhan / Crustle,5,6,32,4,[1],"[""select""]",True,0,50,7,v15,True,False
True,[],[],[],[],7,[],[],91793871,[],"[""select"", ""select"", ""select"", ""select"", ""select"", ""select""]",1,1,6,5,Kangaskhan / Crustle,5,6,32,4,[0],"[""select""]",True,0,51,7,v15,True,False
False,[],[],"[1, 2, 3, 4]",[],4,[],[],91793871,[],"[""select"", ""select"", ""select"", ""select"", ""select""]",1,1,5,4,Kangaskhan / Crustle,5,5,32,4,[0],"[""select""]",True,0,60,8,v15,True,False
True,[937],[10],[],[],0,[8],[12],91793871,[],"[""evolve"", ""evolve"", ""evolve"", ""energy"", ""energy"", ""energy"", ""energy"", ""energy"", ""supporter"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,13,4,Kangaskhan / Crustle,4,5,31,5,[0],"[""evolve""]",True,0,61,9,v15,True,False
True,[937],[9],[],[],0,[7],[11],91793871,[],"[""evolve"", ""evolve"", ""energy"", ""energy"", ""energy"", ""energy"", ""energy"", ""supporter"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,12,4,Kangaskhan / Crustle,4,5,31,5,[3],"[""energy""]",True,0,62,9,v15,True,False
True,[937],[4],[],[],0,[2],[6],91793871,[],"[""evolve"", ""evolve"", ""supporter"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,7,4,Kangaskhan / Crustle,4,5,31,5,[0],"[""evolve""]",True,0,63,9,v15,True,False
True,[937],[2],[],[],0,[0],[4],91793871,[],"[""supporter"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,5,4,Kangaskhan / Crustle,4,5,31,5,[0],"[""supporter""]",True,0,64,9,v15,True,False
True,[937],[3],[],[],0,[0],[5],91793871,[],"[""item"", ""evolve"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,6,4,Kangaskhan / Crustle,4,5,25,5,[1],"[""evolve""]",True,0,65,9,v15,True,False
True,[937],[2],[],[],0,[0],[4],91793871,[],"[""item"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,5,4,Kangaskhan / Crustle,4,5,25,5,[0],"[""item""]",True,0,66,9,v15,True,False
True,[],[],[],[],7,[],[],91793871,[],"[""select"", ""select""]",1,0,2,4,Kangaskhan / Crustle,4,5,18,5,[1],"[""select""]",True,0,67,9,v15,True,False
True,[937],[1],[],[],0,[],[3],91793871,[],"[""ability"", ""attack"", ""retreat"", ""end""]",1,1,4,4,Kangaskhan / Crustle,4,5,24,5,[0],"[""ability""]",True,0,68,9,v15,True,False
True,[],[],[],[],7,[],[],91793871,[],"[""select"", ""select""]",1,0,2,4,Kangaskhan / Crustle,4,5,24,5,[0],"[""select""]",True,0,69,9,v15,True,False
True,[937],[0],[],[],0,[],[2],91793871,[],"[""attack"", ""retreat"", ""end""]",1,1,3,4,Kangaskhan / Crustle,4,5,23,5,[0],"[""attack""]",True,0,70,9,v15,True,False
True,[],[],[0],[],15,[],[],91793871,[],"[""select""]",1,1,1,4,Kangaskhan / Crustle,4,5,23,5,[0],"[""select""]",True,0,71,9,v15,True,False
False,[],[],[0],[],4,[],[],91793871,[],"[""select"", ""select"", ""select"", ""select""]",1,1,4,3,Kangaskhan / Crustle,4,4,23,5,[2],"[""select""]",True,0,78,10,v15,True,False
True,[937],[11],[],[],0,"[4, 8]",[13],91793871,"[6, 7]","[""energy"", ""energy"", ""energy"", ""energy"", ""supporter"", ""boss"", ""evolve"", ""evolve"", ""supporter"", ""ability"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,14,3,Kangaskhan / Crustle,3,4,22,6,[9],"[""ability""]",True,0,79,11,v15,True,False
True,[],[],[1],[],16,[],[],91793871,[],"[""select"", ""select""]",1,1,2,3,Kangaskhan / Crustle,3,4,22,6,[0],"[""select""]",True,0,80,11,v15,True,False
True,[],[],[1],[],13,[],[],91793871,[],"[""select"", ""select""]",1,1,2,3,Kangaskhan / Crustle,3,4,22,6,[0],"[""select""]",True,0,81,11,v15,True,False
True,[937],[10],[],[],0,"[4, 8]",[12],91793871,"[6, 7]","[""energy"", ""energy"", ""energy"", ""energy"", ""supporter"", ""boss"", ""evolve"", ""evolve"", ""supporter"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,13,3,Kangaskhan / Crustle,3,4,22,6,[8],"[""supporter""]",True,0,82,11,v15,True,False
True,[],[],[],"[2, 5, 6]",7,"[0, 1, 3, 4, 7, 8, 10, 11, 13, 14, 16]",[],91793871,[],"[""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select""]",1,0,17,3,Kangaskhan / Crustle,3,4,22,6,[9],"[""select""]",True,0,83,11,v15,True,False
True,[937],[8],[],[],0,[],[10],91793871,"[4, 5]","[""energy"", ""energy"", ""energy"", ""energy"", ""evolve"", ""evolve"", ""stamp"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,11,3,Kangaskhan / Crustle,3,4,21,6,[6],"[""stamp""]",True,0,84,11,v15,True,False
True,[937],[4],[],[],0,"[0, 2]",[6],91793871,[],"[""item"", ""item"", ""item"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,7,3,Kangaskhan / Crustle,3,4,22,6,[2],"[""item""]",True,0,85,11,v15,True,False
True,[],[],"[0, 1, 3]",[],7,[],[],91793871,[],"[""select"", ""select"", ""select"", ""select""]",1,0,4,3,Kangaskhan / Crustle,3,4,22,6,[0],"[""select""]",True,0,86,11,v15,True,False
True,[937],[4],[2],[],0,[0],[6],91793871,[],"[""item"", ""item"", ""bench"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,7,3,Kangaskhan / Crustle,3,4,21,6,[2],"[""bench""]",True,0,87,11,v15,True,False
True,[937],[3],[],[],0,[0],[5],91793871,[],"[""item"", ""item"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,6,3,Kangaskhan / Crustle,4,5,21,6,[1],"[""item""]",True,0,88,11,v15,True,False
True,[],[],"[1, 3, 5]",[],7,[],[],91793871,[],"[""select"", ""select"", ""select"", ""select"", ""select"", ""select""]",1,1,6,3,Kangaskhan / Crustle,4,5,21,6,[0],"[""select""]",True,0,89,11,v15,True,False
True,[937],[7],[],[],0,[0],[9],91793871,[],"[""item"", ""energy"", ""energy"", ""energy"", ""energy"", ""energy"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,10,3,Kangaskhan / Crustle,4,5,21,6,[5],"[""energy""]",True,0,90,11,v15,True,False
True,[937],[3],[],[],0,[0],[5],91793871,[],"[""item"", ""ability"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,6,3,Kangaskhan / Crustle,4,5,21,6,[1],"[""ability""]",True,0,91,11,v15,True,False
True,[],[],[0],[],16,[],[],91793871,[],"[""select""]",1,1,1,3,Kangaskhan / Crustle,4,5,21,6,[0],"[""select""]",True,0,92,11,v15,True,False
True,[],[],[1],[],13,[],[],91793871,[],"[""select"", ""select""]",1,1,2,3,Kangaskhan / Crustle,4,5,21,6,[0],"[""select""]",True,0,93,11,v15,True,False
True,[937],[2],[],[],0,[0],[4],91793871,[],"[""item"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,5,3,Kangaskhan / Crustle,4,5,21,6,[1],"[""ability""]",True,0,94,11,v15,True,False
True,[],[],[],[],7,[],[],91793871,[],"[""select"", ""select""]",1,0,2,3,Kangaskhan / Crustle,4,5,21,6,[0],"[""select""]",True,0,95,11,v15,True,False
True,[937],[3],[],[],0,[0],[5],91793871,"[1, 2]","[""item"", ""evolve"", ""evolve"", ""attack"", ""retreat"", ""end""]",1,1,6,3,Kangaskhan / Crustle,4,5,20,6,[1],"[""evolve""]",True,0,96,11,v15,True,False
True,[],[],[],[],43,[],[],91793871,[],"[""flag"", ""flag""]",1,1,2,3,Kangaskhan / Crustle,4,5,20,6,[0],"[""flag""]",True,0,97,11,v15,True,False
True,[],[],[],[],22,[],[],91793871,[],"[""select""]",1,0,1,3,Kangaskhan / Crustle,4,5,20,6,[0],"[""select""]",True,0,98,11,v15,True,False
True,[],[],[],[],21,[],[],91793871,[],"[""select"", ""select"", ""select""]",1,1,3,3,Kangaskhan / Crustle,4,5,20,6,[1],"[""select""]",True,0,99,11,v15,True,False
True,[937],[1],[],[],0,[0],[3],91793871,[],"[""item"", ""attack"", ""retreat"", ""end""]",1,1,4,3,Kangaskhan / Crustle,4,5,19,6,[0],"[""item""]",True,0,100,11,v15,True,False
True,[],[],[0],[],5,[],[],91793871,[],"[""select""]",1,0,1,3,Kangaskhan / Crustle,4,5,19,6,[0],"[""select""]",True,0,101,11,v15,True,False
True,[937],[0],[],[],0,[],[2],91793871,[],"[""attack"", ""retreat"", ""end""]",1,1,3,3,Kangaskhan / Crustle,5,6,18,6,[0],"[""attack""]",True,0,102,11,v15,True,False
True,[],[],[0],[],15,[],[],91793871,[],"[""select""]",1,1,1,3,Kangaskhan / Crustle,5,6,18,6,[0],"[""select""]",True,0,103,11,v15,True,False
True,[937],[4],[],[],0,"[0, 1]",[6],91793871,[],"[""supporter"", ""supporter"", ""ability"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,7,3,Kangaskhan / Crustle,5,6,17,7,[2],"[""ability""]",True,0,109,13,v15,True,False
True,[],[],[],[],16,[],[],91793871,[],"[""select""]",1,1,1,3,Kangaskhan / Crustle,5,6,17,7,[0],"[""select""]",True,0,110,13,v15,True,False
True,[],[],[],[],40,[],[],91793871,[],"[""number"", ""number"", ""number""]",1,1,3,3,Kangaskhan / Crustle,5,6,17,7,[2],"[""number""]",True,0,111,13,v15,True,False
True,[],[],[1],[],13,[],[],91793871,[],"[""select"", ""select""]",1,1,2,3,Kangaskhan / Crustle,5,6,17,7,[0],"[""select""]",True,0,112,13,v15,True,False
True,[937],[3],[],[],0,"[0, 1]",[5],91793871,[],"[""supporter"", ""supporter"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,6,3,Kangaskhan / Crustle,5,6,17,7,[4],"[""retreat""]",True,0,113,13,v15,True,False
True,[],[],[],[],30,[],[],91793871,[],"[""other"", ""other""]",1,1,2,3,Kangaskhan / Crustle,5,6,17,7,[0],"[""other""]",True,0,114,13,v15,True,False
False,[],[],[],[],30,[],[],91793871,[],"[""other""]",1,1,1,3,Kangaskhan / Crustle,5,6,17,7,[0],"[""other""]",True,0,115,13,v15,True,False
False,[],[],"[0, 3, 4]",[],3,[],[],91793871,[],"[""select"", ""select"", ""select"", ""select"", ""select""]",1,1,5,3,Kangaskhan / Crustle,5,6,17,7,[1],"[""select""]",True,0,116,13,v15,True,False
True,[937],[3],[],[],0,"[0, 1]",[4],91793871,[],"[""supporter"", ""supporter"", ""ability"", ""attack"", ""end""]",1,1,5,3,Kangaskhan / Crustle,5,6,17,7,[0],"[""supporter""]",True,0,117,13,v15,True,False
True,[],[],[],"[0, 9]",7,"[1, 2, 3, 5, 7, 8, 10, 13]",[],91793871,[],"[""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select""]",1,0,14,3,Kangaskhan / Crustle,5,6,17,7,[6],"[""select""]",True,0,118,13,v15,True,False
True,[937],[1],[],[],0,[],[2],91793871,[],"[""ability"", ""attack"", ""end""]",1,1,3,3,Kangaskhan / Crustle,5,6,16,7,[0],"[""ability""]",True,0,119,13,v15,True,False
True,[],[],[],[],7,[],[],91793871,[],"[""select""]",1,0,1,3,Kangaskhan / Crustle,5,6,16,7,[0],"[""select""]",True,0,120,13,v15,True,False
True,[937],[1],[],[],0,[],[2],91793871,[0],"[""evolve"", ""attack"", ""end""]",1,1,3,3,Kangaskhan / Crustle,5,6,15,7,[0],"[""evolve""]",True,0,121,13,v15,True,False
True,[],[],[],[],43,[],[],91793871,[],"[""flag"", ""flag""]",1,1,2,3,Kangaskhan / Crustle,5,6,15,7,[0],"[""flag""]",True,0,122,13,v15,True,False
True,[937],[0],[],[],0,[],[1],91793871,[],"[""attack"", ""end""]",1,1,2,3,Kangaskhan / Crustle,5,6,15,7,[0],"[""attack""]",True,0,123,13,v15,True,False
True,[],[],[0],[],15,[],[],91793871,[],"[""select""]",1,1,1,3,Kangaskhan / Crustle,5,6,15,7,[0],"[""select""]",True,0,124,13,v15,True,False
True,[937],[4],[],[],0,"[0, 1]",[6],91793871,[],"[""supporter"", ""supporter"", ""ability"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,7,3,Kangaskhan / Crustle,5,6,14,8,[2],"[""ability""]",True,0,130,15,v15,True,False
True,[],[],[],[],16,[],[],91793871,[],"[""select"", ""select""]",1,1,2,3,Kangaskhan / Crustle,5,6,14,8,[0],"[""select""]",True,0,131,15,v15,True,False
True,[],[],[],[],40,[],[],91793871,[],"[""number"", ""number"", ""number""]",1,1,3,3,Kangaskhan / Crustle,5,6,14,8,[2],"[""number""]",True,0,132,15,v15,True,False
True,[],[],[1],[],13,[],[],91793871,[],"[""select"", ""select""]",1,1,2,3,Kangaskhan / Crustle,5,6,14,8,[0],"[""select""]",True,0,133,15,v15,True,False
True,[937],[3],[],[],0,"[0, 1]",[5],91793871,[],"[""supporter"", ""supporter"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,6,3,Kangaskhan / Crustle,5,6,14,8,[0],"[""supporter""]",True,0,134,15,v15,True,False
True,[],[],[],"[2, 3]",7,"[0, 1, 4, 5, 7, 8, 10]",[],91793871,[],"[""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select""]",1,0,12,3,Kangaskhan / Crustle,5,6,14,8,[0],"[""select""]",True,0,135,15,v15,True,False
True,[937],[2],[],[],0,[0],[4],91793871,[],"[""item"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,5,3,Kangaskhan / Crustle,5,6,13,8,[0],"[""item""]",True,0,136,15,v15,True,False
True,[],[],[0],[],7,[],[],91793871,[],"[""select"", ""select""]",1,0,2,3,Kangaskhan / Crustle,5,6,13,8,[1],"[""select""]",True,0,137,15,v15,True,False
True,[937],[2],[],[],0,[],[4],91793871,[],"[""evolve"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,5,3,Kangaskhan / Crustle,5,6,12,8,[0],"[""evolve""]",True,0,138,15,v15,True,False
True,[937],[1],[],[],0,[],[3],91793871,[],"[""ability"", ""attack"", ""retreat"", ""end""]",1,1,4,3,Kangaskhan / Crustle,5,6,12,8,[0],"[""ability""]",True,0,139,15,v15,True,False
True,[937],[0],[],[],0,[],[2],91793871,[],"[""attack"", ""retreat"", ""end""]",1,1,3,3,Kangaskhan / Crustle,5,6,12,8,[0],"[""attack""]",True,0,140,15,v15,True,False
True,[],[],[0],[],15,[],[],91793871,[],"[""select""]",1,1,1,3,Kangaskhan / Crustle,5,6,12,8,[0],"[""select""]",True,0,141,15,v15,True,False
False,[],[],"[0, 3]",[],4,[],[],91793871,[],"[""select"", ""select"", ""select"", ""select"", ""select""]",1,1,5,1,Kangaskhan / Crustle,5,5,12,8,[2],"[""select""]",False,0,146,16,v15,True,False
False,[],[],[],[],0,[0],[3],91793871,[],"[""supporter"", ""ability"", ""ability"", ""end""]",1,1,4,1,Kangaskhan / Crustle,4,5,11,9,[1],"[""ability""]",False,0,147,17,v15,True,False
False,[],[],"[1, 3]",[],16,[],[],91793871,[],"[""select"", ""select"", ""select"", ""select""]",1,1,4,1,Kangaskhan / Crustle,4,5,11,9,[0],"[""select""]",False,0,148,17,v15,True,False
False,[],[],[],[],40,[],[],91793871,[],"[""number"", ""number""]",1,1,2,1,Kangaskhan / Crustle,4,5,11,9,[1],"[""number""]",False,0,149,17,v15,True,False
False,[],[],[1],[],13,[],[],91793871,[],"[""select"", ""select""]",1,1,2,1,Kangaskhan / Crustle,4,5,11,9,[0],"[""select""]",False,0,150,17,v15,True,False
False,[],[],[],[],0,[0],[2],91793871,[],"[""supporter"", ""ability"", ""end""]",1,1,3,1,Kangaskhan / Crustle,4,5,11,9,[0],"[""supporter""]",False,0,151,17,v15,True,False
False,[],[],[2],[],0,"[0, 1]",[4],91793871,[],"[""item"", ""item"", ""bench"", ""ability"", ""end""]",1,1,5,1,Kangaskhan / Crustle,4,5,8,9,[2],"[""bench""]",False,0,152,17,v15,True,False
False,[],[],[],[],0,[0],[2],91793871,[],"[""item"", ""ability"", ""end""]",1,1,3,1,Kangaskhan / Crustle,5,6,8,9,[0],"[""item""]",False,0,153,17,v15,True,False
False,[],[],[],[],0,[],[1],91793871,[],"[""ability"", ""end""]",1,1,2,1,Kangaskhan / Crustle,5,6,8,9,[0],"[""ability""]",False,0,154,17,v15,True,False
False,[],[],[],[],0,[],[0],91793871,[],"[""end""]",1,1,1,1,Kangaskhan / Crustle,5,6,8,9,[0],"[""end""]",False,0,155,17,v15,True,False
False,[],[],[],[],0,"[0, 1]",[4],91793871,[],"[""supporter"", ""supporter"", ""ability"", ""ability"", ""end""]",1,1,5,1,Kangaskhan / Crustle,5,6,7,10,[2],"[""ability""]",False,0,159,19,v15,True,False
False,[],[],"[1, 3, 4]",[],16,[],[],91793871,[],"[""select"", ""select"", ""select"", ""select"", ""select""]",1,1,5,1,Kangaskhan / Crustle,5,6,7,10,[0],"[""select""]",False,0,160,19,v15,True,False
False,[],[],[],[],40,[],[],91793871,[],"[""number"", ""number"", ""number""]",1,1,3,1,Kangaskhan / Crustle,5,6,7,10,[2],"[""number""]",False,0,161,19,v15,True,False
False,[],[],[1],[],13,[],[],91793871,[],"[""select"", ""select""]",1,1,2,1,Kangaskhan / Crustle,5,6,7,10,[0],"[""select""]",False,0,162,19,v15,True,False
False,[],[],[],[],0,"[0, 1]",[3],91793871,[],"[""supporter"", ""supporter"", ""ability"", ""end""]",1,1,4,1,Kangaskhan / Crustle,5,6,7,10,[1],"[""supporter""]",False,0,163,19,v15,True,False
False,[],[],[],[],0,[],[1],91793871,[],"[""ability"", ""end""]",1,1,2,1,Kangaskhan / Crustle,5,6,5,10,[0],"[""ability""]",False,0,164,19,v15,True,False
False,[],[],[],[],0,[],[0],91793871,[],"[""end""]",1,1,1,1,Kangaskhan / Crustle,5,6,5,10,[0],"[""end""]",False,0,165,19,v15,True,False
False,[],[],[],[],41,[],[],91779068,[],"[""flag"", ""flag""]",1,1,2,0,Mega Lopunny / Froslass,0,0,60,0,[0],"[""flag""]",False,0,1,0,v15,True,False
False,[],[],[0],[],1,[],[],91779068,[],"[""select""]",1,1,1,0,Mega Lopunny / Froslass,0,0,53,0,[0],"[""select""]",False,0,2,0,v15,True,False
False,[],[],[],[],0,"[1, 2]",[3],91779068,[],"[""energy"", ""item"", ""item"", ""end""]",1,1,4,6,Mega Lopunny / Froslass,0,1,46,1,[1],"[""item""]",False,1,5,1,v15,True,False
False,[],[],"[0, 1, 2]",[],5,[],[],91779068,[],"[""select"", ""select"", ""select""]",2,0,3,6,Mega Lopunny / Froslass,0,1,46,1,"[1, 2]","[""select"", ""select""]",False,1,6,1,v15,True,False
False,[],[],[],[],0,[3],[4],91779068,[],"[""energy"", ""energy"", ""energy"", ""item"", ""end""]",1,1,5,6,Mega Lopunny / Froslass,2,3,44,1,[3],"[""item""]",False,1,7,1,v15,True,False
False,[],[],[0],[],5,[],[],91779068,[],"[""select""]",1,0,1,6,Mega Lopunny / Froslass,2,3,44,1,[0],"[""select""]",False,1,8,1,v15,True,False
False,[],[],[],[],0,[],[4],91779068,[],"[""energy"", ""energy"", ""energy"", ""energy"", ""end""]",1,1,5,6,Mega Lopunny / Froslass,3,4,43,1,[0],"[""energy""]",False,1,9,1,v15,True,False
False,[],[],[],[],0,[],[1],91779068,[],"[""retreat"", ""end""]",1,1,2,6,Mega Lopunny / Froslass,3,4,43,1,[1],"[""end""]",False,1,10,1,v15,True,False
False,"[934, 935]","[6, 7]",[],[1],0,[0],[9],91779068,[],"[""supporter"", ""item"", ""energy"", ""energy"", ""energy"", ""energy"", ""attack"", ""attack"", ""retreat"", ""end""]",1,1,10,6,Mega Lopunny / Froslass,3,4,42,2,[1],"[""item""]",False,1,24,3,v15,True,False
False,[],[],[],[],37,[],[],91779068,"[0, 1, 2]","[""evolve"", ""evolve"", ""evolve""]",1,1,3,6,Mega Lopunny / Froslass,3,4,42,2,[0],"[""evolve""]",False,1,25,3,v15,True,False
