attack_ledger,contexts,create_time,episode_id,first_attack_turn,first_ready_turn,first_shadow_turn,is_first_choice,is_first_offered,log_turns,min_overage,opening_basics,opening_dark_energy,opening_grim_ex,opening_hand,opening_impidimp,opening_morgrem,opening_rare_candy,opp_attacks,opp_bodies_left,opp_damage,opp_deck_left,opp_first_attack_turn,opp_grim_ko,opp_kos,opp_max_attack_damage,opp_mulligans,opp_one_shot_kos,opp_prize_left,opponent_family,opponent_hash,opponent_rating,opponent_submission,our_active_steps,our_attacks,our_bodies_left,our_damage,our_deck_left,our_draws,our_empty_actions,our_grim_ko,our_grim_one_shot,our_hand_left,our_ko_ledger,our_kos,our_max_attack_damage,our_mulligans,our_one_shot_kos,our_prize_left,our_rating,our_small_ko,our_turns,our_zero_damage_attacks,seat,statuses,turns,version,went_first,won
"[{""t"": 3, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 4, ""by"": ""opp"", ""atk"": 1240, ""card"": 861, ""dmg"": 220, ""ko"": 0, ""os"": 0}, {""t"": 5, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 6, ""by"": ""opp"", ""atk"": 1240, ""card"": 861, ""dmg"": 270, ""ko"": 1, ""os"": 0}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 8, ""by"": ""opp"", ""atk"": 1225, ""card"": 849, ""dmg"": 260, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 10, ""by"": ""opp"", ""atk"": 1225, ""card"": 849, ""dmg"": 270, ""ko"": 1, ""os"": 0}, {""t"": 11, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 230, ""ko"": 0, ""os"": 0}, {""t"": 12, ""by"": ""opp"", ""atk"": 1225, ""card"": 849, ""dmg"": 310, ""ko"": 0, ""os"": 0}, {""t"": 13, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 14, ""by"": ""opp"", ""atk"": 1225, ""card"": 849, ""dmg"": 230, ""ko"": 1, ""os"": 0}]","{""0"": 55, ""1"": 1, ""4"": 2, ""5"": 2, ""7"": 16, ""13"": 8, ""15"": 6, ""16"": 8, ""21"": 5, ""22"": 2, ""27"": 1, ""34"": 2, ""37"": 2, ""40"": 8, ""41"": 1, ""43"": 3}",2026-08-10T22:14:14.092811Z,91779068,3,3,3,0,True,14,582.4667039999994,1,1,1,7|1227|1097|1086|646|1086|648,1,0,0,6,2,1560,13,4,0,3,310,0,0,2,Mega Lopunny / Froslass,a7ee29914c1dce64,1001.0972,55415079,122,6,5,1280,8,45,0,3,0,8,"[{""t"": 6, ""c"": 648, ""os"": false}, {""t"": 10, ""c"": 648, ""os"": false}, {""t"": 14, ""c"": 648, ""os"": false}]",3,230,0,1,1,1018.307,0,7,0,0,DONE|DONE,14,v15,True,False
"[{""t"": 2, ""by"": ""opp"", ""atk"": 478, ""card"": 344, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 3, ""by"": ""us"", ""atk"": 934, ""card"": 646, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 5, ""by"": ""us"", ""atk"": 934, ""card"": 646, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 6, ""by"": ""opp"", ""atk"": 479, ""card"": 345, ""dmg"": 240, ""ko"": 1, ""os"": 1}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 8, ""by"": ""opp"", ""atk"": 479, ""card"": 345, ""dmg"": 120, ""ko"": 1, ""os"": 1}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 20, ""ko"": 0, ""os"": 0}, {""t"": 10, ""by"": ""opp"", ""atk"": 479, ""card"": 345, ""dmg"": 120, ""ko"": 1, ""os"": 1}, {""t"": 11, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 12, ""by"": ""opp"", ""atk"": 479, ""card"": 345, ""dmg"": 240, ""ko"": 0, ""os"": 0}, {""t"": 13, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 14, ""by"": ""opp"", ""atk"": 479, ""card"": 345, ""dmg"": 240, ""ko"": 0, ""os"": 0}, {""t"": 15, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 20, ""ko"": 0, ""os"": 0}, {""t"": 16, ""by"": ""opp"", ""atk"": 479, ""card"": 345, ""dmg"": 280, ""ko"": 1, ""os"": 0}, {""t"": 18, ""by"": ""opp"", ""atk"": 479, ""card"": 345, ""dmg"": 290, ""ko"": 0, ""os"": 0}, {""t"": 20, ""by"": ""opp"", ""atk"": 479, ""card"": 345, ""dmg"": 240, ""ko"": 1, ""os"": 0}]","{""0"": 58, ""1"": 1, ""2"": 1, ""3"": 2, ""4"": 4, ""5"": 2, ""7"": 13, ""8"": 1, ""13"": 6, ""15"": 5, ""16"": 6, ""21"": 5, ""22"": 2, ""30"": 2, ""38"": 1, ""40"": 4, ""41"": 1, ""43"": 3}",2026-08-10T23:21:49.103305500Z,91793871,3,7,7,0,True,20,583.6537220000001,2,1,1,648|1097|104|1182|646|7|646,2,0,0,9,2,1770,27,2,0,5,290,1,3,1,Kangaskhan / Crustle,20bc24847121c967,995.6877,55415597,117,7,5,250,5,43,0,2,0,6,"[{""t"": 6, ""c"": 646, ""os"": true}, {""t"": 8, ""c"": 112, ""os"": true}, {""t"": 10, ""c"": 104, ""os"": true}, {""t"": 16, ""c"": 648, ""os"": false}, {""t"": 20, ""c"": 648, ""os"": false}]",1,210,0,1,5,1013.0088,3,10,4,0,DONE|DONE,20,v15,True,False
"[{""t"": 3, ""by"": ""us"", ""atk"": 934, ""card"": 646, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 5, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 240, ""ko"": 1, ""os"": 1}, {""t"": 6, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 400, ""ko"": 2, ""os"": 0}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 250, ""ko"": 0, ""os"": 0}, {""t"": 8, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 220, ""ko"": 1, ""os"": 0}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 240, ""ko"": 0, ""os"": 0}, {""t"": 10, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 230, ""ko"": 1, ""os"": 0}, {""t"": 11, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 250, ""ko"": 1, ""os"": 0}]","{""0"": 41, ""1"": 1, ""3"": 2, ""4"": 1, ""5"": 2, ""7"": 16, ""13"": 2, ""15"": 4, ""16"": 2, ""21"": 7, ""22"": 3, ""30"": 4, ""37"": 1, ""40"": 1, ""41"": 1, ""43"": 3}",2026-08-11T08:51:25.841589800Z,91926096,3,5,5,0,True,12,593.6761069999998,1,3,0,1152|7|646|7|7|1219|1086,1,0,0,3,6,850,18,6,1,5,400,0,0,2,Grimmsnarl (mirror),9714ab5c3996f6cc,,55428196,91,5,4,980,15,37,0,1,0,5,"[{""t"": 6, ""c"": 112, ""os"": false}, {""t"": 6, ""c"": 112, ""os"": false}, {""t"": 8, ""c"": 112, ""os"": false}, {""t"": 10, ""c"": 112, ""os"": false}, {""t"": 12, ""c"": 648, ""os"": false}]",3,250,1,1,2,,4,6,1,0,DONE|DONE,12,v19a,True,False
"[{""t"": 2, ""by"": ""opp"", ""atk"": 981, ""card"": 677, ""dmg"": 30, ""ko"": 0, ""os"": 0}, {""t"": 3, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 220, ""ko"": 1, ""os"": 1}, {""t"": 4, ""by"": ""opp"", ""atk"": 980, ""card"": 676, ""dmg"": 150, ""ko"": 1, ""os"": 1}, {""t"": 5, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 230, ""ko"": 1, ""os"": 1}, {""t"": 6, ""by"": ""opp"", ""atk"": 980, ""card"": 676, ""dmg"": 100, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 220, ""ko"": 2, ""os"": 1}, {""t"": 8, ""by"": ""opp"", ""atk"": 982, ""card"": 678, ""dmg"": 190, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 230, ""ko"": 1, ""os"": 0}]","{""0"": 36, ""1"": 1, ""2"": 1, ""4"": 1, ""7"": 15, ""13"": 6, ""15"": 4, ""16"": 6, ""21"": 4, ""22"": 2, ""37"": 1, ""40"": 6, ""41"": 1, ""43"": 2}",2026-08-11T08:53:52.320133200Z,91926197,3,3,3,0,True,9,595.5193939999999,2,2,0,1259|1227|7|7|1079|646|860,1,0,1,4,2,470,18,2,0,1,190,0,1,5,Mega Lucario,05f854e1b3b3ba0f,670.3655,55420652,86,4,6,900,28,33,0,0,0,4,"[{""t"": 4, ""c"": 646, ""os"": true}]",6,230,0,3,1,600.0,1,5,0,0,DONE|DONE,9,v19a,True,True
"[{""t"": 3, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 1, ""os"": 1}, {""t"": 4, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 5, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 6, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 7, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 9, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 10, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 11, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 12, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 13, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}]","{""0"": 43, ""1"": 1, ""4"": 3, ""5"": 3, ""7"": 12, ""13"": 8, ""15"": 4, ""16"": 8, ""21"": 4, ""22"": 2, ""37"": 1, ""38"": 1, ""40"": 8, ""43"": 2}",2026-08-11T08:57:51.538109500Z,91927127,4,4,4,,False,13,595.7896530000002,1,1,0,1259|1219|647|112|1079|1182|7,0,1,1,6,4,1440,21,3,1,5,390,1,2,1,Grimmsnarl (mirror),21c3f20980827cb2,695.4956,55397232,100,4,5,840,25,30,0,2,0,2,"[{""t"": 3, ""c"": 112, ""os"": true}, {""t"": 7, ""c"": 648, ""os"": false}, {""t"": 9, ""c"": 646, ""os"": true}, {""t"": 11, ""c"": 112, ""os"": false}, {""t"": 13, ""c"": 648, ""os"": false}]",3,210,0,0,2,729.5149,3,6,0,1,DONE|DONE,13,v19a,False,False
"[{""t"": 2, ""by"": ""opp"", ""atk"": 1070, ""card"": 741, ""dmg"": 10, ""ko"": 0, ""os"": 0}, {""t"": 3, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 1, ""os"": 1}, {""t"": 4, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 150, ""ko"": 1, ""os"": 1}, {""t"": 5, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 400, ""ko"": 1, ""os"": 0}, {""t"": 6, ""by"": ""opp"", ""atk"": 1071, ""card"": 742, ""dmg"": 70, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 1, ""os"": 0}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}]","{""0"": 34, ""1"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""7"": 13, ""13"": 3, ""15"": 4, ""16"": 3, ""21"": 3, ""22"": 1, ""30"": 1, ""37"": 1, ""40"": 3, ""41"": 1, ""43"": 1}",2026-08-11T09:01:50.986731200Z,91928067,3,3,3,0,True,9,594.592143,1,0,1,648|1227|1259|112|1259|1152|1227,0,0,0,3,3,230,23,2,0,1,150,0,1,5,Alakazam,fcfbce590a2ce1a3,545.5656,54580364,72,4,6,1390,24,33,0,0,0,9,"[{""t"": 4, ""c"": 647, ""os"": true}]",6,400,1,2,1,624.0314,1,5,0,0,DONE|DONE,9,v19a,True,True
"[{""t"": 2, ""by"": ""opp"", ""atk"": 1070, ""card"": 741, ""dmg"": 10, ""ko"": 0, ""os"": 0}, {""t"": 4, ""by"": ""opp"", ""atk"": 1071, ""card"": 742, ""dmg"": 50, ""ko"": 0, ""os"": 0}, {""t"": 6, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 240, ""ko"": 1, ""os"": 0}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 400, ""ko"": 2, ""os"": 0}, {""t"": 8, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 330, ""ko"": 1, ""os"": 0}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 400, ""ko"": 1, ""os"": 0}, {""t"": 10, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 50, ""ko"": 0, ""os"": 0}, {""t"": 11, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 2, ""os"": 0}]","{""0"": 32, ""1"": 1, ""2"": 1, ""4"": 2, ""5"": 2, ""7"": 13, ""13"": 5, ""15"": 3, ""16"": 5, ""21"": 6, ""22"": 2, ""37"": 1, ""40"": 4, ""41"": 1, ""43"": 2}",2026-08-11T09:05:51.118185200Z,91929000,7,5,7,0,True,11,594.2059379999996,3,0,0,1086|646|112|1086|1152|1259|112,1,0,0,5,2,680,30,2,0,2,330,0,0,3,Alakazam,7fa65817cc79c36c,742.8014,55414561,80,3,5,1190,20,33,0,1,0,9,"[{""t"": 6, ""c"": 112, ""os"": false}, {""t"": 8, ""c"": 648, ""os"": false}]",6,400,1,0,1,690.0019,1,6,0,0,DONE|DONE,11,v19a,True,True
"[{""t"": 5, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 1, ""os"": 1}, {""t"": 6, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 8, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 9, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 10, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 1, ""os"": 1}, {""t"": 11, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 12, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 1, ""os"": 0}]","{""0"": 46, ""1"": 1, ""2"": 1, ""3"": 3, ""4"": 1, ""7"": 17, ""13"": 9, ""15"": 4, ""16"": 9, ""21"": 5, ""22"": 2, ""30"": 2, ""37"": 1, ""40"": 9, ""43"": 2}",2026-08-11T09:09:50.381127700Z,91929928,6,6,6,,False,12,592.7852529999998,2,1,0,1259|7|1152|1259|1219|112|112,0,0,0,4,4,1020,24,5,1,2,390,0,1,4,Grimmsnarl (mirror),9714ab5c3996f6cc,889.3352,55409213,112,4,5,1200,19,26,0,0,0,8,"[{""t"": 5, ""c"": 112, ""os"": true}, {""t"": 11, ""c"": 112, ""os"": false}]",5,390,0,1,1,773.9303,2,6,0,1,DONE|DONE,12,v19a,False,True
"[{""t"": 5, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 6, ""by"": ""opp"", ""atk"": 983, ""card"": 678, ""dmg"": 330, ""ko"": 1, ""os"": 1}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 8, ""by"": ""opp"", ""atk"": 982, ""card"": 678, ""dmg"": 160, ""ko"": 1, ""os"": 1}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 10, ""by"": ""opp"", ""atk"": 980, ""card"": 676, ""dmg"": 100, ""ko"": 0, ""os"": 0}, {""t"": 11, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 2, ""os"": 1}]","{""0"": 36, ""1"": 1, ""2"": 1, ""3"": 2, ""4"": 2, ""5"": 2, ""7"": 15, ""15"": 4, ""21"": 5, ""22"": 2, ""27"": 1, ""30"": 1, ""38"": 1, ""41"": 1, ""43"": 2}",2026-08-11T09:13:51.756226900Z,91930858,5,5,5,0,True,11,594.6751809999996,1,2,0,1080|1182|7|1086|1086|7|860,0,0,0,3,1,590,7,6,0,2,330,3,2,3,Mega Lucario,a6535bbccddb9182,755.9198,54769470,76,4,5,840,16,29,0,1,1,10,"[{""t"": 6, ""c"": 648, ""os"": true}, {""t"": 8, ""c"": 860, ""os"": true}]",4,210,0,2,1,858.3754,1,6,0,0,DONE|DONE,11,v19a,True,True
"[{""t"": 2, ""by"": ""opp"", ""atk"": 980, ""card"": 676, ""dmg"": 70, ""ko"": 0, ""os"": 0}, {""t"": 4, ""by"": ""opp"", ""atk"": 982, ""card"": 678, ""dmg"": 100, ""ko"": 1, ""os"": 0}, {""t"": 5, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 6, ""by"": ""opp"", ""atk"": 982, ""card"": 678, ""dmg"": 130, ""ko"": 1, ""os"": 1}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 8, ""by"": ""opp"", ""atk"": 978, ""card"": 674, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 10, ""by"": ""opp"", ""atk"": 983, ""card"": 678, ""dmg"": 270, ""ko"": 1, ""os"": 0}, {""t"": 11, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}]","{""0"": 35, ""1"": 1, ""3"": 1, ""4"": 3, ""5"": 1, ""7"": 12, ""13"": 4, ""15"": 4, ""16"": 4, ""21"": 6, ""22"": 2, ""30"": 2, ""37"": 1, ""40"": 4, ""41"": 1, ""43"": 2}",2026-08-11T09:17:50.422699300Z,91931782,5,5,5,0,True,11,592.5382619999999,1,1,0,1259|112|1152|1227|1259|1219|7,0,0,0,5,4,780,16,2,0,3,270,0,1,2,Mega Lucario,237b497b729ad191,645.2291,55428466,83,4,3,840,20,21,0,1,0,10,"[{""t"": 4, ""c"": 112, ""os"": false}, {""t"": 6, ""c"": 647, ""os"": true}, {""t"": 10, ""c"": 648, ""os"": false}]",2,210,0,0,2,931.4877,2,6,0,0,DONE|DONE,11,v19a,True,True
"[{""t"": 7, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 8, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 10, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 11, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 12, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 13, ""by"": ""opp"", ""atk"": 936, ""card"": 647, ""dmg"": 60, ""ko"": 0, ""os"": 0}, {""t"": 14, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 2, ""os"": 1}, {""t"": 16, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 18, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 20, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}]","{""0"": 60, ""1"": 1, ""2"": 1, ""3"": 3, ""4"": 1, ""7"": 26, ""13"": 11, ""15"": 7, ""16"": 11, ""21"": 6, ""22"": 2, ""30"": 4, ""37"": 1, ""40"": 11, ""43"": 2}",2026-08-11T09:17:50.436665900Z,91931793,8,4,8,,False,20,589.8155589999994,2,0,0,1219|1231|1259|1182|112|860|1219,0,0,0,4,3,690,17,7,2,3,210,0,1,3,Grimmsnarl (mirror),9714ab5c3996f6cc,850.7205,55371514,147,7,6,1470,15,24,0,0,0,10,"[{""t"": 7, ""c"": 860, ""os"": true}, {""t"": 9, ""c"": 112, ""os"": false}, {""t"": 11, ""c"": 112, ""os"": false}]",5,210,0,1,1,893.3082,3,10,0,1,DONE|DONE,20,v19a,False,True
"[{""t"": 3, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 1, ""os"": 1}, {""t"": 4, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 5, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 6, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 8, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 2, ""os"": 1}]","{""0"": 34, ""1"": 1, ""2"": 1, ""3"": 2, ""5"": 1, ""7"": 12, ""13"": 6, ""15"": 4, ""16"": 6, ""21"": 5, ""22"": 2, ""30"": 2, ""37"": 1, ""40"": 6, ""41"": 1, ""43"": 2}",2026-08-11T09:21:50.485028700Z,91932746,3,3,3,0,True,9,593.2277699999999,2,1,0,860|646|647|1086|7|1219|1182,1,1,0,3,4,630,23,4,1,1,210,0,0,5,Grimmsnarl (mirror),9714ab5c3996f6cc,950.4498,55412775,86,4,6,1200,21,31,0,0,0,10,"[{""t"": 6, ""c"": 112, ""os"": false}]",5,390,0,2,1,943.205,1,5,0,0,DONE|DONE,9,v19a,True,True
"[{""t"": 2, ""by"": ""us"", ""atk"": 934, ""card"": 646, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 3, ""by"": ""opp"", ""atk"": 1225, ""card"": 849, ""dmg"": 230, ""ko"": 1, ""os"": 1}, {""t"": 5, ""by"": ""opp"", ""atk"": 1226, ""card"": 849, ""dmg"": 160, ""ko"": 1, ""os"": 1}, {""t"": 6, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""opp"", ""atk"": 1225, ""card"": 849, ""dmg"": 230, ""ko"": 0, ""os"": 0}, {""t"": 8, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""opp"", ""atk"": 1225, ""card"": 849, ""dmg"": 230, ""ko"": 0, ""os"": 0}, {""t"": 10, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 11, ""by"": ""opp"", ""atk"": 1240, ""card"": 861, ""dmg"": 550, ""ko"": 1, ""os"": 0}]","{""0"": 50, ""1"": 1, ""3"": 2, ""4"": 3, ""5"": 3, ""7"": 13, ""13"": 10, ""15"": 3, ""16"": 10, ""21"": 5, ""22"": 2, ""27"": 1, ""30"": 4, ""40"": 10, ""43"": 2}",2026-08-11T09:25:50.853386600Z,91933680,2,6,6,,False,12,591.259003,1,3,0,7|1080|646|7|1122|7|1086,1,0,0,5,2,1400,16,3,0,3,550,0,2,2,Mega Lopunny / Froslass,a7ee29914c1dce64,939.6163,55412440,119,4,6,630,10,35,0,1,0,10,"[{""t"": 3, ""c"": 646, ""os"": true}, {""t"": 5, ""c"": 646, ""os"": true}, {""t"": 11, ""c"": 648, ""os"": false}]",3,210,0,0,2,980.9746,2,6,1,1,DONE|DONE,12,v19a,False,True
"[{""t"": 5, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 6, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 8, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 11, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}]","{""0"": 38, ""1"": 1, ""4"": 2, ""5"": 1, ""7"": 15, ""13"": 5, ""15"": 2, ""16"": 5, ""21"": 4, ""22"": 1, ""40"": 4, ""43"": 1}",2026-08-11T09:29:50.727110500Z,91934607,6,6,6,,False,11,594.8182830000001,1,1,0,7|104|860|1152|1259|1097|1227,0,0,0,4,6,840,24,5,0,5,210,0,2,1,Grimmsnarl (mirror),9714ab5c3996f6cc,965.8499,55340581,79,2,3,420,20,32,0,1,0,6,"[{""t"": 5, ""c"": 104, ""os"": true}, {""t"": 7, ""c"": 646, ""os"": false}, {""t"": 9, ""c"": 646, ""os"": false}, {""t"": 9, ""c"": 648, ""os"": false}, {""t"": 11, ""c"": 646, ""os"": true}]",0,210,1,0,6,1009.2596,4,5,0,1,DONE|DONE,11,v19a,False,False
