decision_id,episode_id,exact_top1,semantic_top1,top3,top5,mrr,log_loss,confidence,low_confidence,selected_action_type,predicted_action_type,teacher_weight,unique_legal,high_importance,opponent,go_first,outcome,rank,predicted_candidate_index,selected_candidate_indices
85995091:1:14,85995091,True,True,True,True,1.0,0.7733536057903585,0.6924889259007571,False,card,card,0.69,False,False,Alakazam,False,loss,1,0,"[0, 1]"
85995091:1:140,85995091,True,True,True,True,1.0,0.7401697540572914,0.6497984757620965,True,card,card,0.8280000000000001,False,False,Alakazam,False,loss,1,0,"[0, 1]"
85995091:1:141,85995091,True,True,True,True,1.0,0.9133402051067934,0.4011819535422582,True,attack,attack,0.8325,False,True,Alakazam,False,loss,1,5,[5]
85995091:1:142,85995091,True,True,True,True,1.0,0.20421719959854534,0.8152852723212395,False,card,card,0.8280000000000001,False,False,Alakazam,False,loss,1,0,[0]
85995091:1:147,85995091,True,True,True,True,1.0,2.3131088077782267,0.2488292753426745,True,hammer,card,0.8550000000000001,False,True,Alakazam,False,loss,1,2,"[0, 1, 2, 3, 7, 8]"
85995091:1:15,85995091,True,True,True,True,1.0,0.682478161521817,0.5053630679841128,True,card,card,0.69,False,False,Alakazam,False,loss,1,0,[0]
85995091:1:150,85995091,True,True,True,True,1.0,0.6758636702419833,0.5087168672004773,True,card,card,0.69,False,False,Alakazam,False,loss,1,0,[0]
85995091:1:151,85995091,True,True,True,True,1.0,0.8063374666916052,0.44649036105042456,True,evolve,evolve,0.75,False,True,Alakazam,False,loss,1,3,[3]
85995091:1:152,85995091,True,True,True,True,1.0,0.01728401878647221,0.9828644930083821,False,ability,ability,0.6,False,False,Alakazam,False,loss,1,3,[3]
85995091:1:153,85995091,False,False,True,True,0.5,1.7176901269882212,0.18298324961133405,True,card,card,0.6,False,False,Alakazam,False,loss,1,5,[2]
85995091:1:154,85995091,True,True,True,True,1.0,1.6249001107419279,0.555821813275195,True,card,card,0.63,False,False,Alakazam,False,loss,1,0,"[0, 2, 5]"
85995091:1:155,85995091,False,False,True,True,0.3333333333333333,1.4983795789659584,0.2917918587141084,True,evolve,energy,0.75,False,True,Alakazam,False,loss,1,7,[6]
85995091:1:156,85995091,True,True,True,True,1.0,0.08545212325778731,0.9180970975000159,False,yes,yes,0.69,False,False,Alakazam,False,loss,1,0,[0]
85995091:1:157,85995091,True,True,True,True,1.0,1.2991584619103418,0.272761235447218,True,evolve,evolve,0.69375,False,True,Alakazam,False,loss,1,11,[11]
85995091:1:158,85995091,True,True,True,True,1.0,0.06358155934524325,0.9383975810872118,False,ability,ability,0.5549999999999999,False,False,Alakazam,False,loss,1,11,[11]
85995091:1:159,85995091,True,True,True,True,1.0,1.2824004835356093,0.2773706769206863,True,card,card,0.6,False,False,Alakazam,False,loss,1,10,[10]
85995091:1:16,85995091,False,False,True,True,0.3333333333333333,1.6462296402599386,0.21245138176463232,True,card,card,0.6,False,False,Alakazam,False,loss,1,0,[1]
85995091:1:160,85995091,True,True,True,True,1.0,1.1983781338144215,0.30168310497218825,True,ability,ability,0.5549999999999999,False,False,Alakazam,False,loss,1,12,[12]
85995091:1:161,85995091,False,True,True,True,1.0,1.4329666517978439,0.24252580111534455,True,energy,energy,0.9000000000000001,False,True,Alakazam,False,loss,1,6,[2]
85995091:1:162,85995091,False,False,True,True,0.5,1.6755913973687935,0.39385580840765805,True,card,attack,0.7200000000000001,False,False,Alakazam,False,loss,1,5,[3]
85995091:1:163,85995091,False,False,True,True,0.5,1.4473277739409969,0.4486603935999705,True,card,attack,0.7200000000000001,False,False,Alakazam,False,loss,1,4,[3]
85995091:1:164,85995091,True,True,True,True,1.0,0.2038830123270897,0.8155577758129176,False,attack,attack,0.8325,False,True,Alakazam,False,loss,1,1,[1]
85995091:1:165,85995091,True,True,True,True,1.0,0.19496473162203284,0.8228636786114941,False,card,card,0.8280000000000001,False,False,Alakazam,False,loss,1,0,[0]
85995091:1:17,85995091,False,False,True,True,0.3333333333333333,1.5579957826745348,0.28322494933176157,True,card,card,0.6,False,False,Alakazam,False,loss,1,0,[1]
85995091:1:18,85995091,True,True,True,True,1.0,0.4383557228765693,0.6450962665380151,True,end,end,0.6,False,False,Alakazam,False,loss,1,1,[1]
85995091:1:3,85995091,True,True,True,True,1.0,-0.0,1.0,False,card,card,0.14637096774193548,True,False,Alakazam,False,loss,1,0,[0]
85995091:1:42,85995091,True,True,True,True,1.0,0.42062790448213416,0.6566343866697838,False,card,card,0.69,False,False,Alakazam,False,loss,1,0,[0]
85995091:1:43,85995091,True,True,True,True,1.0,1.6522601728437631,0.19161633279536794,True,evolve,evolve,0.69375,False,True,Alakazam,False,loss,1,3,[3]
85995091:1:44,85995091,True,True,True,True,1.0,0.07931791711462416,0.9237462030305159,False,yes,yes,0.69,False,False,Alakazam,False,loss,1,0,[0]
85995091:1:45,85995091,True,True,True,True,1.0,1.3393832782821866,0.26200720429702723,True,evolve,evolve,0.8624999999999999,False,True,Alakazam,False,loss,1,3,[3]
85995091:1:46,85995091,True,True,True,True,1.0,0.0780520315623402,0.9249163004513659,False,yes,yes,0.69,False,False,Alakazam,False,loss,1,0,[0]
85995091:1:47,85995091,True,True,True,True,1.0,1.2582488454181187,0.2841511837204709,True,card,card,0.57,False,False,Alakazam,False,loss,1,7,[7]
85995091:1:48,85995091,True,True,True,True,1.0,0.9973171859488142,0.3688677183946102,True,hammer,hammer,0.75,False,True,Alakazam,False,loss,1,8,[8]
85995091:1:49,85995091,True,True,True,True,1.0,-0.0,1.0,False,card,card,0.1725,True,False,Alakazam,False,loss,1,0,[0]
85995091:1:50,85995091,True,True,True,True,1.0,1.6760105350689047,0.18711899360347958,True,card,card,0.6,False,False,Alakazam,False,loss,1,7,[7]
85995091:1:51,85995091,False,True,True,True,1.0,1.496283699628723,0.3231265974962071,True,card,card,0.69,False,False,Alakazam,False,loss,1,1,[3]
85995091:1:52,85995091,True,True,True,True,1.0,0.962208851440182,0.3820480658570492,True,evolve,evolve,0.75,False,True,Alakazam,False,loss,1,9,[9]
85995091:1:53,85995091,True,True,True,True,1.0,0.08294022946412455,0.9204061587454054,False,yes,yes,0.69,False,False,Alakazam,False,loss,1,0,[0]
85995091:1:54,85995091,False,False,True,True,0.3333333333333333,2.527200448092649,0.14046253757341473,True,energy,boss,0.8550000000000001,False,True,Alakazam,False,loss,1,7,[3]
85995091:1:55,85995091,True,True,True,True,1.0,1.0108589070024754,0.363906283647118,True,xerosic,xerosic,0.8550000000000001,False,True,Alakazam,False,loss,1,1,[1]
85995091:1:57,85995091,True,True,True,True,1.0,0.7103345817470639,0.4914797298019174,True,attack,attack,0.8550000000000001,False,True,Alakazam,False,loss,1,1,[1]
85995091:1:58,85995091,False,False,False,True,0.25,2.2043498400739447,0.5453472555259282,True,card,card,0.8280000000000001,False,False,Alakazam,False,loss,1,0,[3]
85995091:1:73,85995091,True,True,True,True,1.0,0.4784740791815285,0.6197283270306362,True,card,card,0.69,False,False,Alakazam,False,loss,1,0,[0]
85995091:1:74,85995091,True,True,True,True,1.0,0.8033608616150633,0.44782136648177095,True,evolve,evolve,0.8624999999999999,False,True,Alakazam,False,loss,1,2,[2]
85995091:1:75,85995091,True,True,True,True,1.0,0.06657873559847977,0.9355892487768244,False,yes,yes,0.69,False,False,Alakazam,False,loss,1,0,[0]
85995091:1:76,85995091,False,False,False,False,0.08333333333333333,3.3147417088069244,0.18069157431674251,True,energy,boss,0.8624999999999999,False,True,Alakazam,False,loss,1,1,[7]
85995091:1:77,85995091,True,True,True,True,1.0,1.7912107827321815,0.1667581395086406,True,card,card,0.69,False,False,Alakazam,False,loss,1,2,[2]
85995091:1:78,85995091,True,True,True,True,1.0,-0.0,1.0,False,evolve,evolve,0.1725,True,False,Alakazam,False,loss,1,0,[0]
85995091:1:79,85995091,True,True,True,True,1.0,0.07159628669934096,0.930906639351748,False,yes,yes,0.69,False,False,Alakazam,False,loss,1,0,[0]
85995091:1:80,85995091,False,False,False,True,0.2,2.3000133253542674,0.1729857957078317,True,card,boss,0.684,False,False,Alakazam,False,loss,1,1,[3]
85995091:1:81,85995091,True,True,True,True,1.0,-0.0,1.0,False,card,card,0.20700000000000002,True,False,Alakazam,False,loss,1,0,[0]
85995091:1:82,85995091,True,True,True,True,1.0,1.365647480846077,0.25521537541217054,True,card,card,0.684,False,False,Alakazam,False,loss,1,6,[6]
85995091:1:83,85995091,False,False,True,True,0.3333333333333333,2.040884256380807,0.21345391110951095,True,attack,boss,0.8550000000000001,False,True,Alakazam,False,loss,1,1,[6]
85995091:1:84,85995091,True,True,True,True,1.0,0.2807300549360807,0.7552321791645504,False,card,card,0.8280000000000001,False,False,Alakazam,False,loss,1,0,[0]
85995091:1:87,85995091,True,True,True,True,1.0,2.6250682482180947,0.19045469848658225,True,card,card,0.6824999999999999,False,True,Alakazam,False,loss,1,1,"[0, 1, 3, 4, 5, 6, 8, 9, 11, 12]"
85995612:1:100,85995612,True,True,True,True,1.0,0.6055250329152231,0.5457877948437101,True,card,card,1.15,False,False,deck_21c3f20980,False,win,1,0,[0]
85995612:1:101,85995612,True,True,True,True,1.0,0.6105495974505035,0.5430523268686599,True,card,card,1.15,False,False,deck_21c3f20980,False,win,1,0,[0]
85995612:1:102,85995612,True,True,True,True,1.0,0.2795944989356792,0.7560902747128628,False,attack,attack,1.25,False,True,deck_21c3f20980,False,win,1,1,[1]
85995612:1:12,85995612,True,True,True,True,1.0,1.4159639094659606,0.24269156796786354,True,card,card,1.15,False,False,deck_21c3f20980,False,win,1,0,[0]
85995612:1:124,85995612,True,True,True,True,1.0,0.7313293764742663,0.48126877725226597,True,card,card,1.15,False,False,deck_21c3f20980,False,win,1,1,[1]
85995612:1:125,85995612,False,False,True,True,0.5,1.635273473759747,0.35430180692178664,True,ability,evolve,1.15,False,False,deck_21c3f20980,False,win,1,1,[15]
85995612:1:126,85995612,True,True,True,True,1.0,0.853067500208162,0.4261058453941354,True,evolve,evolve,1.4375,False,True,deck_21c3f20980,False,win,1,1,[1]
85995612:1:127,85995612,True,True,True,True,1.0,0.09368631640867985,0.910568347796153,False,yes,yes,1.15,False,False,deck_21c3f20980,False,win,1,0,[0]
85995612:1:128,85995612,True,True,True,True,1.0,1.1841544463325617,0.30600481363120235,True,evolve,evolve,1.25,False,True,deck_21c3f20980,False,win,1,7,[7]
85995612:1:129,85995612,True,True,True,True,1.0,0.06945098429402133,0.9329058593032081,False,ability,ability,1.0,False,False,deck_21c3f20980,False,win,1,16,[16]
85995612:1:13,85995612,False,False,True,True,0.5,1.7673534219625822,0.4339852829754976,True,card,card,1.15,False,False,deck_21c3f20980,False,win,1,0,[2]
85995612:1:130,85995612,True,True,True,True,1.0,1.125603649181047,0.3244565503008388,True,evolve,evolve,1.1375,False,True,deck_21c3f20980,False,win,1,18,[18]
85995612:1:131,85995612,True,True,True,True,1.0,0.08863247527066213,0.9151818637399566,False,ability,ability,1.0,False,False,deck_21c3f20980,False,win,1,18,[18]
85995612:1:132,85995612,True,True,True,True,1.0,1.286068856635372,0.276355041794043,True,energy,energy,1.1375,False,True,deck_21c3f20980,False,win,1,2,[2]
85995612:1:133,85995612,False,False,True,True,0.3333333333333333,2.1919142686913067,0.1666026885195879,True,ability,xerosic,0.9099999999999999,False,False,deck_21c3f20980,False,win,1,0,[10]
85995612:1:134,85995612,False,False,True,True,0.3333333333333333,2.2153766699352997,0.18755285116590314,True,card,xerosic,0.9099999999999999,False,False,deck_21c3f20980,False,win,1,0,[2]
85995612:1:135,85995612,True,True,True,True,1.0,1.084488872831701,0.5215065719237788,True,card,card,1.3800000000000001,False,False,deck_21c3f20980,False,win,1,0,"[0, 2]"
85995612:1:136,85995612,True,True,True,True,1.0,1.1726432710197332,0.3095476406180133,True,xerosic,xerosic,1.365,False,True,deck_21c3f20980,False,win,1,0,[0]
85995612:1:138,85995612,True,True,True,True,1.0,0.5162597002658283,0.5967483968317085,True,attack,attack,1.5000000000000002,False,True,deck_21c3f20980,False,win,1,3,[3]
85995612:1:139,85995612,True,True,True,True,1.0,1.7661086018671432,0.7494893601782252,False,card,card,1.3800000000000001,False,False,deck_21c3f20980,False,win,1,0,"[0, 4]"
85995612:1:14,85995612,True,True,True,True,1.0,0.8838968659877373,0.4131697035301988,True,card,card,1.15,False,False,deck_21c3f20980,False,win,1,2,[2]
85995612:1:15,85995612,True,True,True,True,1.0,1.1193972524917128,0.32647651823763135,True,energy,energy,1.4375,False,True,deck_21c3f20980,False,win,1,5,[5]
85995612:1:158,85995612,True,True,True,True,1.0,0.7351007955416523,0.4794571293981753,True,card,card,1.15,False,False,deck_21c3f20980,False,win,1,2,[2]
85995612:1:159,85995612,False,False,True,True,0.3333333333333333,1.8854272379816288,0.19926208033877135,True,card,evolve,0.95,False,False,deck_21c3f20980,False,win,1,13,[16]
85995612:1:16,85995612,False,False,True,True,0.5,1.7055566663791373,0.5403940168198634,True,card,card,1.0,False,False,deck_21c3f20980,False,win,1,1,[2]
85995612:1:160,85995612,False,False,True,True,0.5,1.7173171889703753,0.20836261594340932,True,ability,evolve,0.95,False,False,deck_21c3f20980,False,win,1,15,[19]
85995612:1:161,85995612,False,False,False,False,0.16666666666666666,3.3891790633010057,0.178162661858117,True,card,evolve,1.15,False,False,deck_21c3f20980,False,win,1,15,[18]
85995612:1:162,85995612,True,True,True,True,1.0,2.0876513702404678,0.2849378373520696,True,card,card,1.03,False,False,deck_21c3f20980,False,win,1,0,"[0, 1, 3, 5, 8]"
85995612:1:163,85995612,True,True,True,True,1.0,1.7034086086397813,0.18206188747408864,True,evolve,evolve,1.2125,False,True,deck_21c3f20980,False,win,1,15,[15]
85995612:1:164,85995612,True,True,True,True,1.0,0.2199745761765317,0.8025392013180924,False,ability,ability,1.15,False,False,deck_21c3f20980,False,win,1,19,[19]
85995612:1:165,85995612,False,False,True,True,0.5,1.2448290140407992,0.5047749197274985,True,card,card,1.0,False,False,deck_21c3f20980,False,win,1,2,[1]
85995612:1:166,85995612,False,False,True,True,0.5,1.7550567909415877,0.219426870789126,True,card,evolve,0.97,False,False,deck_21c3f20980,False,win,1,15,[17]
85995612:1:167,85995612,False,False,True,True,0.5,1.513731178948011,0.22264216095104525,True,card,evolve,0.97,False,False,deck_21c3f20980,False,win,1,17,[19]
85995612:1:168,85995612,False,False,True,True,0.5,2.3359403558268994,0.26291564654936606,True,ability,evolve,0.97,False,False,deck_21c3f20980,False,win,1,19,[26]
85995612:1:169,85995612,False,False,False,False,0.16666666666666666,3.133907440546195,0.2923877724203874,True,card,evolve,0.97,False,False,deck_21c3f20980,False,win,1,19,[11]
85995612:1:17,85995612,False,False,True,True,0.5,2.8825324837930815,0.19459950765374012,True,card,card,1.15,False,False,deck_21c3f20980,False,win,1,1,[11]
85995612:1:170,85995612,True,True,True,True,1.0,1.1687124694398634,0.31076680555072494,True,evolve,evolve,1.1875,False,True,deck_21c3f20980,False,win,1,18,[18]
85995612:1:171,85995612,True,True,True,True,1.0,0.10672199138649562,0.8987755055930503,False,ability,ability,1.15,False,False,deck_21c3f20980,False,win,1,24,[24]
85995612:1:172,85995612,False,True,True,True,1.0,1.5452585681476376,0.38710957733734763,True,card,card,1.0,False,False,deck_21c3f20980,False,win,1,1,[3]
85995612:1:173,85995612,True,True,True,True,1.0,1.696745103931739,0.1832791086941446,True,card,card,0.95,False,False,deck_21c3f20980,False,win,1,22,[22]
85995612:1:174,85995612,False,False,True,True,0.5,2.5044894006200833,0.0850103923697629,True,card,card,0.95,False,False,deck_21c3f20980,False,win,1,7,[24]
85995612:1:175,85995612,True,True,True,True,1.0,1.3127439498001376,0.2690806985392046,True,card,card,1.15,False,False,deck_21c3f20980,False,win,1,2,[2]
85995612:1:176,85995612,False,False,False,True,0.25,2.7483893944760305,0.0820441164437951,True,energy,card,1.1875,False,True,deck_21c3f20980,False,win,1,7,[24]
85995612:1:177,85995612,False,False,True,True,0.3333333333333333,2.3049836130878694,0.17558131727987009,True,boss,attack,1.4375,False,True,deck_21c3f20980,False,win,1,9,[3]
85995612:1:178,85995612,False,False,False,True,0.2,1.9511894636085965,0.25361245008076017,True,card,card,1.3800000000000001,False,False,deck_21c3f20980,False,win,1,0,[4]
85995612:1:179,85995612,False,False,True,True,0.5,1.476107690088852,0.4032734733927582,True,card,attack,1.3800000000000001,False,False,deck_21c3f20980,False,win,1,2,[1]
85995612:1:18,85995612,True,True,True,True,1.0,0.8086284840045903,0.4454686147692952,True,card,card,1.0,False,False,deck_21c3f20980,False,win,1,3,[3]
85995612:1:180,85995612,True,True,True,True,1.0,0.27348227131863,0.7607258229020386,False,card,card,1.3800000000000001,False,False,deck_21c3f20980,False,win,1,0,[0]
85995612:1:181,85995612,True,True,True,True,1.0,0.6592872856735947,0.5172198331439489,True,attack,attack,1.725,False,True,deck_21c3f20980,False,win,1,1,[1]
85995612:1:182,85995612,False,False,False,True,0.2,2.003446233954409,0.2636020074794055,True,card,card,1.3800000000000001,False,False,deck_21c3f20980,False,win,1,0,[3]
85995612:1:19,85995612,True,True,True,True,1.0,0.5053994256768893,0.6032645679395627,True,card,card,0.9249999999999999,False,False,deck_21c3f20980,False,win,1,1,[1]
85995612:1:196,85995612,True,True,True,True,1.0,0.8899933591386022,0.4106584798693369,True,card,card,1.15,False,False,deck_21c3f20980,False,win,1,3,[3]
85995612:1:197,85995612,True,True,True,True,1.0,2.0892031552736277,0.12378573453806913,True,card,card,1.15,False,False,deck_21c3f20980,False,win,1,5,[5]
85995612:1:198,85995612,True,True,True,True,1.0,0.5238805344594996,0.592217961020385,True,evolve,evolve,1.4375,False,True,deck_21c3f20980,False,win,1,0,[0]
85995612:1:199,85995612,True,True,True,True,1.0,0.06984996157953703,0.9325337252972659,False,yes,yes,1.15,False,False,deck_21c3f20980,False,win,1,0,[0]
85995612:1:2,85995612,True,True,True,True,1.0,-0.0,1.0,False,card,card,0.2491412213740458,True,False,deck_21c3f20980,False,win,1,0,[0]
85995612:1:20,85995612,True,True,True,True,1.0,0.6902805263429087,0.5014353834996362,True,card,card,0.9249999999999999,False,False,deck_21c3f20980,False,win,1,1,[1]
85995612:1:200,85995612,True,True,True,True,1.0,1.6756339772752515,0.18718946798686795,True,evolve,evolve,1.4375,False,True,deck_21c3f20980,False,win,1,0,[0]
85995612:1:201,85995612,True,True,True,True,1.0,0.08087255952610062,0.9223112237346991,False,yes,yes,1.15,False,False,deck_21c3f20980,False,win,1,0,[0]
85995612:1:202,85995612,True,True,True,True,1.0,1.5948062236502119,0.20294785118631817,True,evolve,evolve,1.4375,False,True,deck_21c3f20980,False,win,1,16,[16]
85995612:1:203,85995612,False,False,True,True,0.5,2.495292659538335,0.917527688449084,False,no,yes,1.15,False,False,deck_21c3f20980,False,win,1,0,[1]
85995612:1:204,85995612,False,False,False,False,0.16666666666666666,2.844763658504594,0.19162623598405149,True,card,attack,1.15,False,False,deck_21c3f20980,False,win,1,28,[7]
85995612:1:205,85995612,True,True,True,True,1.0,0.23841488207652745,0.7878757477507211,False,evolve,evolve,1.4375,False,True,deck_21c3f20980,False,win,1,0,[0]
85995612:1:206,85995612,False,False,True,True,0.5,2.5249461838237686,0.919937378665076,False,no,yes,1.15,False,False,deck_21c3f20980,False,win,1,0,[1]
85995612:1:207,85995612,False,False,False,True,0.2,2.7386363221527152,0.19682844658113913,True,ability,attack,1.2000000000000002,False,False,deck_21c3f20980,False,win,1,27,[26]
85995612:1:208,85995612,False,False,False,False,0.08333333333333333,3.978092242241308,0.21923987577772103,True,xerosic,attack,1.5000000000000002,False,True,deck_21c3f20980,False,win,1,26,[7]
85995612:1:21,85995612,True,True,True,True,1.0,1.0598888123987642,0.3464943340621832,True,card,card,1.15,False,False,deck_21c3f20980,False,win,1,0,[0]
85995612:1:210,85995612,True,True,True,True,1.0,1.1597000843399825,0.3135802143978081,True,attack,attack,1.725,False,True,deck_21c3f20980,False,win,1,19,[19]
85995612:1:211,85995612,True,True,True,True,1.0,1.1414101595077395,0.7785731861298371,False,card,card,1.3800000000000001,False,False,deck_21c3f20980,False,win,1,0,"[0, 1]"
85995612:1:218,85995612,True,True,True,True,1.0,1.1117789574858656,0.32897321086119075,True,attack,attack,1.725,False,True,deck_21c3f20980,False,win,1,28,[28]
85995612:1:219,85995612,True,True,True,True,1.0,-0.0,1.0,False,card,card,0.34500000000000003,True,False,deck_21c3f20980,False,win,1,0,[0]
85995612:1:22,85995612,True,True,True,True,1.0,0.24210516163250503,0.7849736241033938,False,card,card,0.9249999999999999,False,False,deck_21c3f20980,False,win,1,1,[1]
85995612:1:23,85995612,True,True,True,True,1.0,1.0696733554131048,0.34312057759510906,True,end,end,0.9249999999999999,False,False,deck_21c3f20980,False,win,1,2,[2]
85995612:1:4,85995612,True,True,True,True,1.0,0.3912002919451156,0.6762446961084179,False,number,number,1.15,False,False,deck_21c3f20980,False,win,1,1,[1]
85995612:1:45,85995612,True,True,True,True,1.0,1.4396572445456943,0.2370089808825674,True,evolve,evolve,1.4375,False,True,deck_21c3f20980,False,win,1,18,[18]
85995612:1:46,85995612,True,True,True,True,1.0,0.07208814488976517,0.9304488778827551,False,yes,yes,1.15,False,False,deck_21c3f20980,False,win,1,0,[0]
85995612:1:47,85995612,True,True,True,True,1.0,0.9422154031757788,0.38976339510691643,True,card,card,0.95,False,False,deck_21c3f20980,False,win,1,18,[18]
85995612:1:48,85995612,True,True,True,True,1.0,1.2447465104612219,0.28801390739065114,True,evolve,evolve,1.1875,False,True,deck_21c3f20980,False,win,1,16,[16]
85995612:1:49,85995612,True,True,True,True,1.0,0.05710081870285299,0.944498841418187,False,ability,ability,0.95,False,False,deck_21c3f20980,False,win,1,22,[22]
85995612:1:50,85995612,False,False,True,True,0.5,2.0319262992296405,0.1475217566616628,True,card,card,1.15,False,False,deck_21c3f20980,False,win,1,20,[18]
85995612:1:51,85995612,True,True,True,True,1.0,0.24611266241701668,0.7818341366399109,False,evolve,evolve,1.4375,False,True,deck_21c3f20980,False,win,1,0,[0]
85995612:1:52,85995612,True,True,True,True,1.0,0.072338096641309,0.9302163396188902,False,yes,yes,1.15,False,False,deck_21c3f20980,False,win,1,0,[0]
85995612:1:53,85995612,False,False,False,True,0.25,3.2092570744824704,0.14853662066340337,True,energy,card,1.4375,False,True,deck_21c3f20980,False,win,1,18,[2]
85995612:1:54,85995612,True,True,True,True,1.0,-0.0,1.0,False,card,card,0.2875,True,False,deck_21c3f20980,False,win,1,0,[0]
85995612:1:55,85995612,False,False,False,True,0.2,2.580312693304186,0.3825338575713755,True,retreat,card,1.4375,False,True,deck_21c3f20980,False,win,1,2,[4]
85995612:1:56,85995612,True,True,True,True,1.0,-0.0,1.0,False,card,card,0.2875,True,False,deck_21c3f20980,False,win,1,0,[0]
85995612:1:57,85995612,True,True,True,True,1.0,0.719263079460849,0.48711108589320196,True,card,card,1.15,False,False,deck_21c3f20980,False,win,1,1,[1]
85995612:1:58,85995612,True,True,True,True,1.0,1.0339133674301242,0.35561259127651496,True,card,card,1.15,False,False,deck_21c3f20980,False,win,1,2,[2]
85995612:1:59,85995612,True,True,True,True,1.0,1.0835861441787222,0.33837986819179977,True,ability,ability,0.9249999999999999,False,False,deck_21c3f20980,False,win,1,2,[2]
85995612:1:60,85995612,False,False,True,True,0.5,1.1745806069637175,0.4168381596819774,True,card,attack,0.9249999999999999,False,False,deck_21c3f20980,False,win,1,2,[0]
85995612:1:61,85995612,False,False,True,True,0.5,1.3300395792366215,0.585275236468075,True,card,attack,1.11,False,False,deck_21c3f20980,False,win,1,1,[0]
85995612:1:62,85995612,True,True,True,True,1.0,0.850040224228944,0.4273977398584215,True,card,card,1.2000000000000002,False,False,deck_21c3f20980,False,win,1,0,[0]
85995612:1:63,85995612,True,True,True,True,1.0,-0.0,1.0,False,card,card,0.30000000000000004,True,False,deck_21c3f20980,False,win,1,0,[0]
85995612:1:64,85995612,True,True,True,True,1.0,0.18356051516746477,0.8323015073487859,False,attack,attack,1.3875000000000002,False,True,deck_21c3f20980,False,win,1,0,[0]
85995612:1:65,85995612,True,True,True,True,1.0,0.28382495684704806,0.7528984228862202,False,card,card,1.3800000000000001,False,False,deck_21c3f20980,False,win,1,0,[0]
85995612:1:86,85995612,True,True,True,True,1.0,0.4202833061753225,0.656860700759111,False,card,card,1.15,False,False,deck_21c3f20980,False,win,1,0,[0]
