matchup,game,seat0,seat1,winner,result,error_agent,error_type,illegal_agent,elapsed_ms,moves_seat0,moves_seat1,time_seat0_ms,time_seat1_ms
.\agents\grimmsnarl\grimmsnarl_ml_v2__vs__.\agents\grimmsnarl\grimmsnarl_ml_v1,14,.\agents\grimmsnarl\grimmsnarl_ml_v1,.\agents\grimmsnarl\grimmsnarl_ml_v2,.\agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,6117.438899993431,75,112,2684.533800173085,3335.0278000580147
.\agents\grimmsnarl\grimmsnarl_ml_v2__vs__.\agents\grimmsnarl\grimmsnarl_ml_v1,15,.\agents\grimmsnarl\grimmsnarl_ml_v2,.\agents\grimmsnarl\grimmsnarl_ml_v1,.\agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,3508.632300014142,82,52,2554.0292999939993,898.0630997684784
.\agents\grimmsnarl\grimmsnarl_ml_v2__vs__.\agents\grimmsnarl\grimmsnarl_ml_v1,16,.\agents\grimmsnarl\grimmsnarl_ml_v1,.\agents\grimmsnarl\grimmsnarl_ml_v2,.\agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,6197.508999961428,115,128,2587.4822000041604,3491.3642004248686
.\agents\grimmsnarl\grimmsnarl_ml_v2__vs__.\agents\grimmsnarl\grimmsnarl_ml_v1,17,.\agents\grimmsnarl\grimmsnarl_ml_v2,.\agents\grimmsnarl\grimmsnarl_ml_v1,.\agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,4554.692599980626,104,82,2690.9721003030427,1774.141300120391
.\agents\grimmsnarl\grimmsnarl_ml_v2__vs__.\agents\grimmsnarl\grimmsnarl_ml_v1,18,.\agents\grimmsnarl\grimmsnarl_ml_v1,.\agents\grimmsnarl\grimmsnarl_ml_v2,.\agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,3869.485600036569,88,87,1874.0126000484452,1920.2285998035222
.\agents\grimmsnarl\grimmsnarl_ml_v2__vs__.\agents\grimmsnarl\grimmsnarl_ml_v1,19,.\agents\grimmsnarl\grimmsnarl_ml_v2,.\agents\grimmsnarl\grimmsnarl_ml_v1,.\agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,2535.77449999284,76,48,1801.0051001911052,677.283400145825
.\agents\grimmsnarl\grimmsnarl_ml_v2__vs__.\agents\grimmsnarl\grimmsnarl_ml_v1,20,.\agents\grimmsnarl\grimmsnarl_ml_v1,.\agents\grimmsnarl\grimmsnarl_ml_v2,.\agents\grimmsnarl\grimmsnarl_ml_v1,win,,,,4398.776700021699,106,79,2765.0636001490057,1551.6695996630006
.\agents\grimmsnarl\grimmsnarl_ml_v2__vs__.\agents\grimmsnarl\grimmsnarl_ml_v1,21,.\agents\grimmsnarl\grimmsnarl_ml_v2,.\agents\grimmsnarl\grimmsnarl_ml_v1,.\agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,5032.170100021176,114,79,3012.6803999883123,1925.4114999203011
.\agents\grimmsnarl\grimmsnarl_ml_v2__vs__.\agents\grimmsnarl\grimmsnarl_ml_v1,22,.\agents\grimmsnarl\grimmsnarl_ml_v1,.\agents\grimmsnarl\grimmsnarl_ml_v2,.\agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,4160.279300005641,73,102,1221.0252000950277,2853.6304003209807
.\agents\grimmsnarl\grimmsnarl_ml_v2__vs__.\agents\grimmsnarl\grimmsnarl_ml_v1,23,.\agents\grimmsnarl\grimmsnarl_ml_v2,.\agents\grimmsnarl\grimmsnarl_ml_v1,.\agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,5325.05589997163,120,91,3115.5338998069055,2110.2437999797985
.\agents\grimmsnarl\grimmsnarl_ml_v2__vs__.\agents\grimmsnarl\grimmsnarl_ml_v1,24,.\agents\grimmsnarl\grimmsnarl_ml_v1,.\agents\grimmsnarl\grimmsnarl_ml_v2,.\agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,3164.335200039204,34,82,445.8179001812823,2662.863699661102
.\agents\grimmsnarl\grimmsnarl_ml_v2__vs__.\agents\grimmsnarl\grimmsnarl_ml_v1,25,.\agents\grimmsnarl\grimmsnarl_ml_v2,.\agents\grimmsnarl\grimmsnarl_ml_v1,.\agents\grimmsnarl\grimmsnarl_ml_v1,win,,,,6747.281999967527,70,97,2127.7674000011757,4515.69840015145
.\agents\grimmsnarl\grimmsnarl_ml_v2__vs__.\agents\grimmsnarl\grimmsnarl_ml_v1,26,.\agents\grimmsnarl\grimmsnarl_ml_v1,.\agents\grimmsnarl\grimmsnarl_ml_v2,.\agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,4925.276099995244,74,84,2251.5952999237925,2584.660600114148
.\agents\grimmsnarl\grimmsnarl_ml_v2__vs__.\agents\grimmsnarl\grimmsnarl_ml_v1,27,.\agents\grimmsnarl\grimmsnarl_ml_v2,.\agents\grimmsnarl\grimmsnarl_ml_v1,.\agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,6174.154300009832,105,67,4030.770100245718,2057.589399802964
.\agents\grimmsnarl\grimmsnarl_ml_v2__vs__.\agents\grimmsnarl\grimmsnarl_ml_v1,28,.\agents\grimmsnarl\grimmsnarl_ml_v1,.\agents\grimmsnarl\grimmsnarl_ml_v2,.\agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,6794.782600016333,93,109,2954.493099532556,3739.5362002425827
.\agents\grimmsnarl\grimmsnarl_ml_v2__vs__.\agents\grimmsnarl\grimmsnarl_ml_v1,29,.\agents\grimmsnarl\grimmsnarl_ml_v2,.\agents\grimmsnarl\grimmsnarl_ml_v1,.\agents\grimmsnarl\grimmsnarl_ml_v1,win,,,,7455.2681999630295,113,107,4249.286000034772,3087.9240999929607
.\agents\grimmsnarl\grimmsnarl_ml_v2__vs__.\agents\grimmsnarl\grimmsnarl_ml_v1,30,.\agents\grimmsnarl\grimmsnarl_ml_v1,.\agents\grimmsnarl\grimmsnarl_ml_v2,.\agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,7631.218199967407,87,126,2468.8598999055102,5045.70170014631
