trajectory_id,zip_path,zip_name,replay_path,path_variant,rank,submission_id,episode_id,target_seat,seat_method,seat_confidence,exclusion_reason,target_team,observed_target_team,opponent_team,team_names_json,target_reward,target_win,target_loss,deck_hash,opponent_deck_hash,deck_type,majkel_distance,major_card_differences_json,initial_deck_json,alakazam_line,deck_size,usable_manifest
54662660:85953823:0,data\runs\20260717_kaggle_top20\rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660/episodes/85953823/replay/episode_85953823.json,replay,2,54662660,85953823,0,source_manifest,1.0,,Majkel1337,Majkel1337,vibechu,"[""Majkel1337"", ""vibechu""]",1.0,True,False,cc38cb450b86770a,cb1dc529006ce4c5,majkel_exact,0.0,[],"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266]",True,60,True
54662660:85954286:0,data\runs\20260717_kaggle_top20\rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660/episodes/85954286/replay/episode_85954286.json,replay,2,54662660,85954286,0,source_manifest,1.0,,Majkel1337,Majkel1337,Jack,"[""Majkel1337"", ""Jack""]",1.0,True,False,cc38cb450b86770a,8d3a8feb6bf84019,majkel_exact,0.0,[],"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266]",True,60,True
54662660:85954769:1,data\runs\20260717_kaggle_top20\rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660/episodes/85954769/replay/episode_85954769.json,replay,2,54662660,85954769,1,source_manifest,1.0,,Majkel1337,Majkel1337,懒惰的金枪鱼,"[""懒惰的金枪鱼"", ""Majkel1337""]",1.0,True,False,cc38cb450b86770a,1eda048ea3581634,majkel_exact,0.0,[],"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266]",True,60,True
54662660:85955218:0,data\runs\20260717_kaggle_top20\rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660/episodes/85955218/replay/episode_85955218.json,replay,2,54662660,85955218,0,source_manifest,1.0,,Majkel1337,Majkel1337,Jack,"[""Majkel1337"", ""Jack""]",1.0,True,False,cc38cb450b86770a,8d3a8feb6bf84019,majkel_exact,0.0,[],"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266]",True,60,True
54662660:85955710:0,data\runs\20260717_kaggle_top20\rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660/episodes/85955710/replay/episode_85955710.json,replay,2,54662660,85955710,0,source_manifest,1.0,,Majkel1337,Majkel1337,懒惰的金枪鱼,"[""Majkel1337"", ""懒惰的金枪鱼""]",1.0,True,False,cc38cb450b86770a,1eda048ea3581634,majkel_exact,0.0,[],"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266]",True,60,True
54662660:85956203:0,data\runs\20260717_kaggle_top20\rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660/episodes/85956203/replay/episode_85956203.json,replay,2,54662660,85956203,0,source_manifest,1.0,,Majkel1337,Majkel1337,THIRD PTCG Club,"[""Majkel1337"", ""THIRD PTCG Club""]",1.0,True,False,cc38cb450b86770a,0394aa976101394c,majkel_exact,0.0,[],"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266]",True,60,True
54662660:85956852:1,data\runs\20260717_kaggle_top20\rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660/episodes/85956852/replay/episode_85956852.json,replay,2,54662660,85956852,1,source_manifest,1.0,,Majkel1337,Majkel1337,懒惰的金枪鱼,"[""懒惰的金枪鱼"", ""Majkel1337""]",1.0,True,False,cc38cb450b86770a,1eda048ea3581634,majkel_exact,0.0,[],"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266]",True,60,True
54662660:85957359:0,data\runs\20260717_kaggle_top20\rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660/episodes/85957359/replay/episode_85957359.json,replay,2,54662660,85957359,0,source_manifest,1.0,,Majkel1337,Majkel1337,THIRD PTCG Club,"[""Majkel1337"", ""THIRD PTCG Club""]",1.0,True,False,cc38cb450b86770a,0394aa976101394c,majkel_exact,0.0,[],"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266]",True,60,True
54662660:85957898:0,data\runs\20260717_kaggle_top20\rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660/episodes/85957898/replay/episode_85957898.json,replay,2,54662660,85957898,0,source_manifest,1.0,,Majkel1337,Majkel1337,LiamK,"[""Majkel1337"", ""LiamK""]",1.0,True,False,cc38cb450b86770a,29929a763bf01096,majkel_exact,0.0,[],"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266]",True,60,True
54662660:85958474:1,data\runs\20260717_kaggle_top20\rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660/episodes/85958474/replay/episode_85958474.json,replay,2,54662660,85958474,1,source_manifest,1.0,,Majkel1337,Majkel1337,GoodMorning,"[""GoodMorning"", ""Majkel1337""]",1.0,True,False,cc38cb450b86770a,1a5a0c5b50e7199e,majkel_exact,0.0,[],"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266]",True,60,True
54662660:85958952:1,data\runs\20260717_kaggle_top20\rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660/episodes/85958952/replay/episode_85958952.json,replay,2,54662660,85958952,1,source_manifest,1.0,,Majkel1337,Majkel1337,THIRD PTCG Club,"[""THIRD PTCG Club"", ""Majkel1337""]",1.0,True,False,cc38cb450b86770a,0394aa976101394c,majkel_exact,0.0,[],"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266]",True,60,True
54662660:85959423:0,data\runs\20260717_kaggle_top20\rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660/episodes/85959423/replay/episode_85959423.json,replay,2,54662660,85959423,0,source_manifest,1.0,,Majkel1337,Majkel1337,taksai,"[""Majkel1337"", ""taksai""]",-1.0,False,True,cc38cb450b86770a,027734010940579e,majkel_exact,0.0,[],"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266]",True,60,True
54662660:85959890:0,data\runs\20260717_kaggle_top20\rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660/episodes/85959890/replay/episode_85959890.json,replay,2,54662660,85959890,0,source_manifest,1.0,,Majkel1337,Majkel1337,jiatu.l,"[""Majkel1337"", ""jiatu.l""]",1.0,True,False,cc38cb450b86770a,57961e5f51c03eaf,majkel_exact,0.0,[],"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266]",True,60,True
54662660:85960379:0,data\runs\20260717_kaggle_top20\rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660/episodes/85960379/replay/episode_85960379.json,replay,2,54662660,85960379,0,source_manifest,1.0,,Majkel1337,Majkel1337,taksai,"[""Majkel1337"", ""taksai""]",1.0,True,False,cc38cb450b86770a,027734010940579e,majkel_exact,0.0,[],"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266]",True,60,True
54662660:85960845:0,data\runs\20260717_kaggle_top20\rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660/episodes/85960845/replay/episode_85960845.json,replay,2,54662660,85960845,0,source_manifest,1.0,,Majkel1337,Majkel1337,taksai,"[""Majkel1337"", ""taksai""]",1.0,True,False,cc38cb450b86770a,027734010940579e,majkel_exact,0.0,[],"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266]",True,60,True
54662660:85961308:0,data\runs\20260717_kaggle_top20\rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660/episodes/85961308/replay/episode_85961308.json,replay,2,54662660,85961308,0,source_manifest,1.0,,Majkel1337,Majkel1337,iwashi,"[""Majkel1337"", ""iwashi""]",1.0,True,False,cc38cb450b86770a,21c3f20980827cb2,majkel_exact,0.0,[],"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266]",True,60,True
54662660:85961776:0,data\runs\20260717_kaggle_top20\rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660/episodes/85961776/replay/episode_85961776.json,replay,2,54662660,85961776,0,source_manifest,1.0,,Majkel1337,Majkel1337,bono,"[""Majkel1337"", ""bono""]",-1.0,False,True,cc38cb450b86770a,21c3f20980827cb2,majkel_exact,0.0,[],"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266]",True,60,True
54662660:85962256:1,data\runs\20260717_kaggle_top20\rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660_full.zip,rank02_Majkel1337_sub54662660/episodes/85962256/replay/episode_85962256.json,replay,2,54662660,85962256,1,source_manifest,1.0,,Majkel1337,Majkel1337,LiamK,"[""LiamK"", ""Majkel1337""]",-1.0,False,True,cc38cb450b86770a,29929a763bf01096,majkel_exact,0.0,[],"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266]",True,60,True
