episode_id,seat_index,leaderboard_rank,team_name,submission_id,source_cohort,storage_type,storage_path,replay_path,teacher_priority,created_at,seat_source
86412626,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86412626/replay/episode_86412626.json,0.7071067811865475,,archive_episodes_json
86413139,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86413139/replay/episode_86413139.json,0.7071067811865475,,archive_episodes_json
86413654,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86413654/replay/episode_86413654.json,0.7071067811865475,,archive_episodes_json
86414162,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86414162/replay/episode_86414162.json,0.7071067811865475,,archive_episodes_json
86414708,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86414708/replay/episode_86414708.json,0.7071067811865475,,archive_episodes_json
86415231,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86415231/replay/episode_86415231.json,0.7071067811865475,,archive_episodes_json
86415681,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86415681/replay/episode_86415681.json,0.7071067811865475,,archive_episodes_json
86415748,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86415748/replay/episode_86415748.json,0.7071067811865475,,archive_episodes_json
86415911,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86415911/replay/episode_86415911.json,0.7071067811865475,,archive_episodes_json
86416274,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86416274/replay/episode_86416274.json,0.7071067811865475,,archive_episodes_json
86416796,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86416796/replay/episode_86416796.json,0.7071067811865475,,archive_episodes_json
86417226,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86417226/replay/episode_86417226.json,0.7071067811865475,,archive_episodes_json
86417248,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86417248/replay/episode_86417248.json,0.7071067811865475,,archive_episodes_json
86417815,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86417815/replay/episode_86417815.json,0.7071067811865475,,archive_episodes_json
86418323,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86418323/replay/episode_86418323.json,0.7071067811865475,,archive_episodes_json
86418834,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86418834/replay/episode_86418834.json,0.7071067811865475,,archive_episodes_json
86419345,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86419345/replay/episode_86419345.json,0.7071067811865475,,archive_episodes_json
86419858,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86419858/replay/episode_86419858.json,0.7071067811865475,,archive_episodes_json
86420389,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86420389/replay/episode_86420389.json,0.7071067811865475,,archive_episodes_json
86420905,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86420905/replay/episode_86420905.json,0.7071067811865475,,archive_episodes_json
86421420,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86421420/replay/episode_86421420.json,0.7071067811865475,,archive_episodes_json
86422018,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86422018/replay/episode_86422018.json,0.7071067811865475,,archive_episodes_json
86422443,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86422443/replay/episode_86422443.json,0.7071067811865475,,archive_episodes_json
86422700,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86422700/replay/episode_86422700.json,0.7071067811865475,,archive_episodes_json
86422963,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86422963/replay/episode_86422963.json,0.7071067811865475,,archive_episodes_json
86423504,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86423504/replay/episode_86423504.json,0.7071067811865475,,archive_episodes_json
86424066,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86424066/replay/episode_86424066.json,0.7071067811865475,,archive_episodes_json
86424073,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86424073/replay/episode_86424073.json,0.7071067811865475,,archive_episodes_json
86424620,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86424620/replay/episode_86424620.json,0.7071067811865475,,archive_episodes_json
86425172,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86425172/replay/episode_86425172.json,0.7071067811865475,,archive_episodes_json
86425366,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86425366/replay/episode_86425366.json,0.7071067811865475,,archive_episodes_json
86425723,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86425723/replay/episode_86425723.json,0.7071067811865475,,archive_episodes_json
86425853,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86425853/replay/episode_86425853.json,0.7071067811865475,,archive_episodes_json
86426269,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86426269/replay/episode_86426269.json,0.7071067811865475,,archive_episodes_json
86426793,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86426793/replay/episode_86426793.json,0.7071067811865475,,archive_episodes_json
86426912,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86426912/replay/episode_86426912.json,0.7071067811865475,,archive_episodes_json
86427345,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86427345/replay/episode_86427345.json,0.7071067811865475,,archive_episodes_json
86427507,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86427507/replay/episode_86427507.json,0.7071067811865475,,archive_episodes_json
86427965,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86427965/replay/episode_86427965.json,0.7071067811865475,,archive_episodes_json
86428564,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86428564/replay/episode_86428564.json,0.7071067811865475,,archive_episodes_json
86429183,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86429183/replay/episode_86429183.json,0.7071067811865475,,archive_episodes_json
86429190,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86429190/replay/episode_86429190.json,0.7071067811865475,,archive_episodes_json
86429726,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86429726/replay/episode_86429726.json,0.7071067811865475,,archive_episodes_json
86430146,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86430146/replay/episode_86430146.json,0.7071067811865475,,archive_episodes_json
86430854,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86430854/replay/episode_86430854.json,0.7071067811865475,,archive_episodes_json
86431421,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86431421/replay/episode_86431421.json,0.7071067811865475,,archive_episodes_json
86431995,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86431995/replay/episode_86431995.json,0.7071067811865475,,archive_episodes_json
86432570,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86432570/replay/episode_86432570.json,0.7071067811865475,,archive_episodes_json
86432631,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86432631/replay/episode_86432631.json,0.7071067811865475,,archive_episodes_json
86433121,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86433121/replay/episode_86433121.json,0.7071067811865475,,archive_episodes_json
86433665,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86433665/replay/episode_86433665.json,0.7071067811865475,,archive_episodes_json
86434196,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86434196/replay/episode_86434196.json,0.7071067811865475,,archive_episodes_json
86434764,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86434764/replay/episode_86434764.json,0.7071067811865475,,archive_episodes_json
86434805,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86434805/replay/episode_86434805.json,0.7071067811865475,,archive_episodes_json
86435310,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86435310/replay/episode_86435310.json,0.7071067811865475,,archive_episodes_json
86435832,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86435832/replay/episode_86435832.json,0.7071067811865475,,archive_episodes_json
86435834,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86435834/replay/episode_86435834.json,0.7071067811865475,,archive_episodes_json
86435875,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86435875/replay/episode_86435875.json,0.7071067811865475,,archive_episodes_json
86436381,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86436381/replay/episode_86436381.json,0.7071067811865475,,archive_episodes_json
86436923,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86436923/replay/episode_86436923.json,0.7071067811865475,,archive_episodes_json
86437454,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86437454/replay/episode_86437454.json,0.7071067811865475,,archive_episodes_json
86438001,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86438001/replay/episode_86438001.json,0.7071067811865475,,archive_episodes_json
86438005,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86438005/replay/episode_86438005.json,0.7071067811865475,,archive_episodes_json
86438628,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86438628/replay/episode_86438628.json,0.7071067811865475,,archive_episodes_json
86438638,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86438638/replay/episode_86438638.json,0.7071067811865475,,archive_episodes_json
86438648,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86438648/replay/episode_86438648.json,0.7071067811865475,,archive_episodes_json
86439149,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86439149/replay/episode_86439149.json,0.7071067811865475,,archive_episodes_json
86439175,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86439175/replay/episode_86439175.json,0.7071067811865475,,archive_episodes_json
86439712,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86439712/replay/episode_86439712.json,0.7071067811865475,,archive_episodes_json
86440207,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86440207/replay/episode_86440207.json,0.7071067811865475,,archive_episodes_json
86440237,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86440237/replay/episode_86440237.json,0.7071067811865475,,archive_episodes_json
86440570,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86440570/replay/episode_86440570.json,0.7071067811865475,,archive_episodes_json
86440786,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86440786/replay/episode_86440786.json,0.7071067811865475,,archive_episodes_json
86441327,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86441327/replay/episode_86441327.json,0.7071067811865475,,archive_episodes_json
86441886,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86441886/replay/episode_86441886.json,0.7071067811865475,,archive_episodes_json
86441916,1,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86441916/replay/episode_86441916.json,0.7071067811865475,,archive_episodes_json
86442423,0,2,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86442423/replay/episode_86442423.json,0.7071067811865475,,archive_episodes_json
