matchup,game,seat0,seat1,winner,result,error_agent,error_type,illegal_agent,elapsed_ms,moves_seat0,moves_seat1,time_seat0_ms,time_seat1_ms
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,11,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,2286.644999985583,78,81,1007.9041002318263,1235.6354001094587
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,12,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v3,win,,,,3601.0465000290424,97,102,1624.0546001354232,1917.6045001950115
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,13,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,win,,,,4379.759799980093,127,98,2860.2138998685405,1448.9552002050914
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,14,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,3149.149500008207,98,95,1409.907500317786,1683.4545996971428
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,15,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,win,,,,3264.7875999682583,100,85,1765.1072998996824,1444.6819002041593
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,16,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v3,win,,,,3251.657399989199,65,109,872.2085002809763,2326.7560007516295
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,17,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,win,,,,3636.932199995499,103,69,2372.1421000664122,1206.6450002021156
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,18,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,3972.8592000319622,127,93,2123.696399969049,1782.8017998836003
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,19,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,5223.636900016572,97,105,2709.791600180324,2428.192400257103
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,20,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v3,win,,,,3666.730099997949,88,121,1322.6413999218494,2278.193700418342
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,21,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,2841.9549000100233,73,91,1237.1393999783322,1554.5047998894006
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,22,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v3,win,,,,4079.419199959375,91,113,1454.8395997844636,2557.9230999574065
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,23,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,4514.128500013612,68,102,1799.6434000087902,2634.9466002429835
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,24,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,4036.2261999980547,112,64,2291.677399771288,1666.7446999344975
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,25,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,4676.297699974384,110,94,2581.1316998442635,2007.8131998889148
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,26,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,3563.883499999065,97,62,1937.7023999695666,1552.2448000847362
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,27,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,win,,,,3682.4868000112474,92,85,1936.8520996067673,1669.977399695199
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,28,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,4136.530299962033,116,89,1937.7035001525655,2125.229100114666
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,29,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,win,,,,5284.381899982691,112,116,2944.197300123051,2241.5671002236195
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,30,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v3,win,,,,3635.538099973928,75,100,1309.0860001393594,2259.8595999297686
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,31,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,win,,,,3823.369299992919,96,84,2203.7563997437246,1544.8322999291122
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,32,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,4435.312499990687,102,106,1971.0044999374077,2376.026300189551
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,33,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,win,,,,4670.682900003158,146,107,2791.6883004363626,1786.60260012839
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,34,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v3,win,,,,2940.674100012984,82,101,1094.6608000667766,1784.6424001618288
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,35,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,3315.3730999911204,75,88,1533.7816000101157,1725.1814001938328
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,36,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v3,win,,,,4112.560699984897,91,125,1536.5762002184056,2503.0409005703405
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,37,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,win,,,,2887.373099976685,78,83,1449.9075000057928,1384.6788996597752
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,38,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,3630.897700029891,101,72,2132.434700091835,1437.3961998498999
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,39,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,4134.379800001625,89,123,1729.414800007362,2332.639699918218
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,40,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v3,win,,,,3134.085000026971,87,96,1153.958100185264,1918.2853000238538
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,41,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,win,,,,2949.119700002484,80,81,1498.8249999005347,1397.6896997191943
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,42,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,4491.956499987282,99,81,2603.3928998513147,1815.7436003093608
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,43,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,4195.637800032273,99,124,1993.4387999237515,2120.6104001612402
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,44,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v3,win,,,,3436.2833999912255,61,108,815.9217999200337,2556.2839997000992
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,45,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,win,,,,4222.990199981723,120,80,2811.821000126656,1324.8026997898705
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,46,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v3,win,,,,4139.8642000276595,86,115,1591.2299997289665,2475.631700013764
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,47,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,3428.024299966637,83,99,1846.39360033907,1521.6440000222065
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,48,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,4187.679599970579,127,80,2473.513699369505,1629.6417000121437
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,49,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,win,,,,4086.7502000182867,88,95,2044.0347003750503,1963.8462999137118
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,50,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,3346.009199973196,106,78,1668.2407001499087,1622.651899640914
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,51,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,5916.979400033597,131,104,3503.718299733009,2310.670599807054
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,52,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v3,win,,,,5923.419400001876,78,117,1610.9230997390114,4218.77799986396
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,53,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,win,,,,3441.105600039009,105,82,2029.228200262878,1356.8836999475025
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,54,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v3,win,,,,3364.7415000014007,76,104,1228.0051998095587,2077.9927997500636
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,55,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,win,,,,3093.191799998749,88,69,1997.0116999465972,1040.9300000756048
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,56,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v3,win,,,,2749.6344999526627,64,98,862.9714999115095,1834.6264997380786
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,57,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,win,,,,3037.356799992267,99,71,1910.368500452023,1066.7998000280932
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,58,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v3,win,,,,3462.37939997809,83,86,1685.6256002211012,1714.3123999703676
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,59,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v2,win,,,,4357.490599970333,90,121,2055.697199946735,2226.6252001863904
agents\grimmsnarl\grimmsnarl_ml_v3__vs__agents\grimmsnarl\grimmsnarl_ml_v2,60,agents\grimmsnarl\grimmsnarl_ml_v2,agents\grimmsnarl\grimmsnarl_ml_v3,agents\grimmsnarl\grimmsnarl_ml_v3,win,,,,3610.8440999523737,92,101,1412.72270004265,2139.023700088728
