adrena_brains,attacks,bosses,create_time,episode_id,first_attack_turn,first_ready_turn,first_shadow_turn,froslass_evolves,grim_evolutions,opp_deck_left,opp_first_attack_turn,opp_prize_left,opponent_deck_hash,opponent_family,opponent_rating,opponent_submission,our_bodies_left,our_deck_left,our_prize_left,our_rating,our_turns,own_first_ready_turn,own_first_shadow_turn,rare_candies,seat,shadow_attacks,stamps,turns,version,went_first,won
3,5,1,2026-08-12T02:27:17.813963100Z,92171967,6,6,6,1,2,12,5,1,cc38cb450b86770a,Alakazam,929.0504,55433908,5,10,1,895.5972,7,3,3,0,1,4,1,14,v19,False,True
4,3,0,2026-08-12T02:27:18.152069800Z,92172191,4,8,8,2,2,17,3,1,03ef6fb296bc6b10,Ogerpon,977.9724,55443385,5,17,4,907.5866,5,4,4,1,1,2,1,11,v19,False,False
13,5,1,2026-08-12T02:31:10.348274600Z,92172909,6,6,6,1,3,21,3,2,6fa64c0e3b2eb67c,Mega Lopunny / Froslass,959.0479,55429290,5,9,3,912.4085,7,3,3,2,1,5,1,15,v19,False,False
4,3,1,2026-08-12T02:35:10.889668600Z,92173841,4,4,4,0,2,15,5,1,9714ab5c3996f6cc,Grimmsnarl (mirror),880.2948,55430013,1,24,4,900.4723,6,2,2,1,1,3,0,13,v19,False,False
2,2,0,2026-08-12T02:35:11.190590500Z,92174054,8,14,14,2,1,17,3,1,cc38cb450b86770a,Alakazam,923.5194,55444216,3,23,5,885.9585,7,7,7,0,1,1,2,15,v19,False,False
6,4,0,2026-08-12T02:39:10.577575Z,92174785,3,3,3,1,1,10,4,1,daff2ed17de6145d,other: Cynthia's Garchomp ex,887.2067,55444490,3,33,2,874.794,8,2,2,1,0,3,0,16,v19,True,False
2,3,2,2026-08-12T02:43:10.478796Z,92175730,5,5,5,7,2,19,6,2,cc38cb450b86770a,Alakazam,855.5777,55306828,5,20,1,863.0446,6,3,3,0,0,3,2,11,v19,True,True
11,7,1,2026-08-12T02:47:11.090226Z,92176656,2,10,18,3,2,25,13,2,1eda048ea3581634,Kangaskhan / Crustle,974.4254,55439631,5,0,5,874.6189,12,5,9,3,1,1,2,25,v19,False,False
1,5,1,2026-08-12T02:51:10.925133600Z,92177628,3,5,5,2,2,17,6,1,9714ab5c3996f6cc,Grimmsnarl (mirror),853.1934,55436486,2,30,3,866.9696,6,3,3,0,0,3,0,12,v19,True,False
3,2,1,2026-08-12T02:55:35.522204600Z,92178567,3,3,3,7,2,27,4,1,0dede7cb8026e473,Ogerpon,821.5342,55351349,3,26,4,855.4193,5,2,2,2,0,2,0,10,v19,True,False
7,5,0,2026-08-12T02:59:33.919381Z,92179523,5,5,5,1,2,21,4,3,9714ab5c3996f6cc,Grimmsnarl (mirror),874.3756,55417150,5,17,1,843.4929,7,3,3,2,0,5,2,13,v19,True,True
7,5,1,2026-08-12T03:03:18.524163600Z,92180443,2,4,4,8,2,32,9,4,1425edcfd4319da5,other: Cynthia's Garchomp ex,876.1628,55330516,6,20,2,854.8185,5,2,2,1,1,4,1,10,v19,False,True
12,4,1,2026-08-12T03:07:12.049028200Z,92181383,5,5,5,0,2,21,4,5,9714ab5c3996f6cc,Grimmsnarl (mirror),888.615,55437925,6,27,1,865.3957,6,3,3,0,0,4,1,11,v19,True,True
7,2,0,2026-08-12T03:11:06.150904500Z,92182320,8,8,8,2,1,32,7,5,606c51d236295fcd,Ogerpon,520.5383,54824883,6,22,4,875.6304,5,4,4,0,1,2,0,10,v19,False,True
3,4,0,2026-08-12T03:15:36.399874600Z,92183257,6,6,6,5,3,22,7,1,3edaa824fcc4d093,Dragapult,912.7642,55441775,3,17,2,876.9554,6,3,3,0,1,4,1,13,v19,False,False
6,4,0,2026-08-12T03:19:36.616080200Z,92184195,5,5,5,0,3,21,4,5,2cd6d97526908dbb,Grimmsnarl (mirror),804.4432,55437543,6,14,2,869.0665,6,3,3,1,0,4,1,11,v19,True,True
11,6,3,2026-08-12T03:23:36.246205400Z,92185184,4,6,6,6,3,8,3,2,a7ee29914c1dce64,Mega Lopunny / Froslass,870.3213,55440107,6,4,3,875.8766,7,3,3,0,1,5,2,14,v19,False,True
5,3,1,2026-08-12T03:27:36.409071500Z,92186068,7,5,7,1,2,20,6,1,9714ab5c3996f6cc,Grimmsnarl (mirror),814.3799,55378431,4,19,3,884.2137,7,3,4,1,0,3,1,14,v19,True,False
4,6,1,2026-08-12T03:31:36.130627900Z,92186979,3,3,3,0,3,16,6,2,9714ab5c3996f6cc,Grimmsnarl (mirror),754.6949,55446332,3,18,2,880.655,7,2,2,1,0,6,0,13,v19,True,True
5,5,0,2026-08-12T03:31:36.222178200Z,92187042,2,6,6,11,2,12,3,1,a665414222aea434,Alakazam,836.673,55442940,5,12,1,873.7309,6,3,3,3,1,3,1,12,v19,False,True
3,4,2,2026-08-12T03:35:36.095717Z,92187796,6,6,6,0,3,14,3,1,05f854e1b3b3ba0f,Mega Lucario,730.0053,55447139,5,19,2,885.2389,7,3,3,0,1,4,1,14,v19,False,True
4,3,1,2026-08-12T03:39:37.066066900Z,92188596,6,6,6,7,2,20,3,3,cc38cb450b86770a,Alakazam,766.934,55447816,4,17,1,889.0988,5,3,3,1,1,3,1,10,v19,False,True
1,4,0,2026-08-12T03:43:36.526855600Z,92189596,3,3,3,0,2,35,2,3,05f854e1b3b3ba0f,Mega Lucario,890.4573,55447568,5,24,1,893.2153,5,2,2,1,0,4,2,9,v19,True,True
9,4,1,2026-08-12T03:59:35.752107400Z,92193254,7,7,7,0,2,10,2,3,0108c79d688ec17b,Mega Lucario,837.3679,55448054,5,27,3,899.7779,7,4,4,1,0,4,0,13,v19,True,True
6,4,0,2026-08-12T01:16:00.797810500Z,92155899,3,3,3,3,3,21,4,2,9714ab5c3996f6cc,Grimmsnarl (mirror),,55445769,3,22,2,,5,2,2,2,0,4,0,10,v20,True,False
6,4,0,2026-08-12T01:19:11.704447900Z,92156001,4,4,4,1,2,34,3,3,1a5a0c5b50e7199e,Archaludon,607.7142,54095421,5,22,2,600.0,5,2,2,1,1,4,1,10,v20,False,True
0,5,0,2026-08-12T01:23:10.807426100Z,92156919,4,6,6,5,2,0,5,2,a665414222aea434,Alakazam,649.8118,55400278,5,21,2,711.087,6,3,3,0,1,4,0,12,v20,False,True
7,6,0,2026-08-12T01:27:10.665769300Z,92157852,4,4,4,0,2,25,3,1,9714ab5c3996f6cc,Grimmsnarl (mirror),808.0501,55445803,6,22,1,902.1595,7,2,2,1,1,6,2,14,v20,False,True
12,5,0,2026-08-12T01:27:10.668909800Z,92157854,6,6,6,0,2,23,5,4,9714ab5c3996f6cc,Grimmsnarl (mirror),893.8076,55318486,5,19,1,791.3305,7,3,3,0,1,5,2,14,v20,False,True
7,4,1,2026-08-12T01:31:11.029555400Z,92158798,4,4,4,0,3,19,3,1,a7ee29914c1dce64,Mega Lopunny / Froslass,884.7825,55424549,4,15,1,949.5639,6,2,2,3,1,4,2,13,v20,False,False
0,3,0,2026-08-12T01:35:10.871048800Z,92159753,3,3,3,2,1,43,2,6,1650450cac935c2d,Alakazam,714.1472,54417767,5,33,3,872.4869,4,2,2,1,0,3,0,7,v20,True,True
7,3,1,2026-08-12T01:39:10.600016200Z,92160687,7,7,7,3,2,7,4,3,cc38cb450b86770a,Alakazam,891.9645,55393911,6,24,1,901.9055,6,4,4,0,0,3,0,11,v20,True,True
12,5,0,2026-08-12T01:43:12.357911400Z,92161629,6,6,6,1,3,14,7,4,9714ab5c3996f6cc,Grimmsnarl (mirror),953.9682,55390724,5,27,2,947.4014,7,3,3,0,1,5,0,14,v20,False,True
3,4,0,2026-08-12T01:47:12.629206Z,92162566,3,3,3,2,3,34,4,1,beb28c5389bf9e1f,Mega Lopunny / Froslass,1027.2661,55430330,5,16,1,988.9671,6,2,2,3,0,4,2,11,v20,True,True
2,4,0,2026-08-12T01:51:16.381083400Z,92163498,6,6,6,0,2,27,7,1,21c3f20980827cb2,Grimmsnarl (mirror),980.6288,55409731,1,20,5,1029.3313,7,3,3,0,1,3,1,15,v20,False,False
5,4,0,2026-08-12T01:55:11.142900700Z,92164441,4,4,4,2,2,7,3,1,a7ee29914c1dce64,Mega Lopunny / Froslass,1025.7026,55441017,5,15,3,992.3711,6,2,2,1,1,4,2,13,v20,False,False
3,2,1,2026-08-12T01:55:11.393215300Z,92164599,8,8,8,3,1,15,5,2,202ee2cec6cbe8b4,Dragapult,1007.1823,55443978,2,28,2,967.3013,5,4,4,2,1,2,1,11,v20,False,False
2,3,1,2026-08-12T01:59:10.686834500Z,92165385,3,3,3,5,2,21,4,1,9714ab5c3996f6cc,Grimmsnarl (mirror),917.7787,55444068,5,18,5,945.1571,5,2,2,1,0,3,0,10,v20,True,False
7,7,1,2026-08-12T02:03:11.383819500Z,92166327,2,4,4,2,3,30,7,2,36308472ad6655a5,Kangaskhan / Crustle,876.8227,55305966,6,6,1,919.2892,8,2,2,2,1,6,1,16,v20,False,True
3,6,1,2026-08-12T02:07:11.033902800Z,92167269,3,5,5,4,2,33,6,5,9b415cc6bbdf6fd5,Kangaskhan / Crustle,913.3124,55443106,6,16,2,938.1419,7,3,3,1,0,4,1,13,v20,True,True
3,3,2,2026-08-12T02:07:11.219405800Z,92167385,6,6,6,0,2,13,3,1,a7ee29914c1dce64,Mega Lopunny / Froslass,1060.0871,55443913,5,11,4,956.7802,6,3,3,1,1,3,1,13,v20,False,False
2,9,0,2026-08-12T02:11:10.740917700Z,92168220,7,7,7,5,2,32,2,4,2615cb184074e798,Kangaskhan / Crustle,880.811,55407664,6,0,6,944.0512,12,4,4,2,0,9,2,24,v20,True,False
12,6,1,2026-08-12T02:15:11.184687200Z,92169244,6,6,6,0,2,20,3,5,a7ee29914c1dce64,Mega Lopunny / Froslass,904.6512,55408195,6,14,2,921.6175,9,3,3,0,1,6,1,18,v20,False,True
8,3,0,2026-08-12T02:19:11.012400700Z,92170091,3,3,3,0,2,20,2,3,9714ab5c3996f6cc,Grimmsnarl (mirror),884.0121,55318486,5,20,1,937.6039,5,2,2,1,0,3,1,9,v20,True,True
4,3,0,2026-08-12T02:23:10.789347600Z,92171043,6,6,6,5,2,14,3,1,cc38cb450b86770a,Alakazam,898.0652,55436166,4,18,1,950.7309,5,3,3,1,1,3,2,11,v20,False,False
9,4,0,2026-08-12T02:27:17.822940600Z,92171978,5,5,5,0,2,15,4,5,9714ab5c3996f6cc,Grimmsnarl (mirror),838.365,55370176,5,24,1,932.5894,6,3,3,0,0,4,0,11,v20,True,True
8,4,0,2026-08-12T02:31:10.348469300Z,92172908,3,5,7,10,1,22,2,5,cc38cb450b86770a,Alakazam,938.3508,55096883,6,25,1,942.5329,6,3,4,1,0,3,1,11,v20,True,True
3,4,1,2026-08-12T02:35:10.881690600Z,92173836,3,3,3,7,1,37,,6,8d3a8feb6bf84019,Dipplin,932.4236,55442755,5,35,1,956.1301,5,2,2,1,0,4,0,9,v20,True,True
6,4,1,2026-08-12T02:39:10.546762700Z,92174768,6,6,6,7,3,17,5,3,cc38cb450b86770a,Alakazam,965.1626,55395289,6,12,1,968.1436,6,3,3,1,1,4,2,12,v20,False,True
2,4,0,2026-08-12T02:43:10.421646100Z,92175704,3,3,3,0,2,33,6,6,daff2ed17de6145d,other: Cynthia's Garchomp ex,903.204,55273269,6,21,1,980.593,5,2,2,2,0,4,0,9,v20,True,True
7,5,1,2026-08-12T02:47:11.030251300Z,92176625,5,5,5,0,2,27,4,3,9714ab5c3996f6cc,Grimmsnarl (mirror),897.1467,55443573,4,25,1,989.5042,7,3,3,0,0,5,2,13,v20,True,True
2,5,0,2026-08-12T02:51:10.888414200Z,92177597,5,5,5,0,3,19,6,2,9714ab5c3996f6cc,Grimmsnarl (mirror),1028.6715,55395787,2,16,5,997.5167,7,3,3,0,0,5,2,14,v20,True,False
1,3,0,2026-08-12T02:55:35.481904600Z,92178524,4,4,4,1,2,28,3,2,0dede7cb8026e473,Ogerpon,988.1566,55429108,4,25,4,987.5382,4,2,2,1,1,3,1,8,v20,False,True
1,1,0,2026-08-12T02:55:35.683630900Z,92178666,6,6,6,2,2,41,3,5,087addb066c1d16f,other: Mega Abomasnow ex,156.6992,55434525,6,23,6,987.5276,3,3,3,1,1,1,0,6,v20,False,True
2,0,0,2026-08-12T02:59:33.880296500Z,92179485,,,,0,0,22,3,1,9714ab5c3996f6cc,Grimmsnarl (mirror),984.767,55431441,3,33,6,998.3368,6,,,0,1,0,0,13,v20,False,False
0,4,0,2026-08-12T02:59:33.897540Z,92179504,4,6,6,1,2,7,3,2,cc38cb450b86770a,Alakazam,1036.8204,55445402,5,26,3,987.4612,5,3,3,1,1,2,0,11,v20,False,False
10,3,0,2026-08-12T03:03:18.490143300Z,92180419,6,6,6,0,2,21,5,5,6ef5d9bc5407f2ae,Grimmsnarl (mirror),976.1575,55441101,6,23,1,979.2425,6,3,3,0,1,3,0,12,v20,False,True
6,7,1,2026-08-12T03:07:12.012372Z,92181351,3,3,3,0,1,7,,6,17125d8ba1b278fc,Grimmsnarl (mirror),987.5769,55437832,6,22,1,988.8008,8,2,2,1,0,7,0,15,v20,True,True
5,4,1,2026-08-12T03:11:06.092287900Z,92182285,6,6,6,3,3,24,3,1,cc38cb450b86770a,Alakazam,964.0794,55444628,6,10,1,998.1047,7,3,3,3,1,4,2,14,v20,False,True
17,4,0,2026-08-12T03:15:36.341805400Z,92183225,4,4,4,6,2,17,7,1,e867da7ee803397c,Kangaskhan / Crustle,975.1998,55437097,4,8,1,1006.0279,9,2,2,1,1,3,2,19,v20,False,False
0,3,0,2026-08-12T03:19:36.582685Z,92184158,2,4,4,4,2,42,3,3,0dede7cb8026e473,Ogerpon,921.3303,55366485,6,21,6,996.2661,3,2,2,1,1,2,2,6,v20,False,True
2,3,0,2026-08-12T03:23:36.214183200Z,92185044,2,6,6,4,2,17,3,2,cc38cb450b86770a,Alakazam,956.5632,55394655,3,29,4,1002.6055,4,3,3,0,1,2,0,9,v20,False,False
11,3,2,2026-08-12T03:27:36.377945200Z,92186042,5,5,5,0,1,18,4,3,6ef5d9bc5407f2ae,Grimmsnarl (mirror),965.6956,55441101,5,31,1,992.8967,6,3,3,1,0,3,1,11,v20,True,True
0,0,0,2026-08-12T03:31:36.181623200Z,92187003,,,,1,0,35,2,4,cf84f522720e3610,other: Conkeldurr,1082.3332,55444252,0,42,6,1000.1313,2,,,0,0,0,0,4,v20,True,False
2,3,0,2026-08-12T03:35:36.323190900Z,92187940,2,6,6,4,1,42,3,6,06719550d979d46e,Kangaskhan / Crustle,678.0833,54318477,6,25,5,994.5161,3,3,3,1,1,1,0,6,v20,False,True
3,2,0,2026-08-12T03:39:37.525070Z,92188868,6,6,6,1,1,19,5,1,9714ab5c3996f6cc,Grimmsnarl (mirror),1037.4196,55407630,1,22,6,995.9777,5,3,3,0,1,2,0,11,v20,False,False
3,3,0,2026-08-12T03:43:36.906355400Z,92189837,14,4,14,3,3,28,15,2,9714ab5c3996f6cc,Grimmsnarl (mirror),997.1513,55401396,3,17,3,989.5328,9,2,7,1,1,3,1,19,v20,False,False
4,7,1,2026-08-12T03:47:36.500087400Z,92190746,5,5,5,1,3,18,4,2,6fa64c0e3b2eb67c,Mega Lopunny / Froslass,959.133,55429290,4,14,1,982.3822,9,3,3,0,0,7,1,17,v20,True,True
8,1,0,2026-08-12T03:51:36.281365800Z,92191615,14,14,14,4,1,27,7,5,cc38cb450b86770a,Alakazam,921.9007,55287546,6,25,1,988.9454,7,7,7,0,1,1,2,15,v20,False,True
4,3,0,2026-08-12T03:55:36.328347900Z,92192672,7,7,7,8,3,22,4,2,a7ee29914c1dce64,Mega Lopunny / Froslass,1008.8367,55431225,4,18,2,994.3233,6,4,4,2,0,3,1,12,v20,True,False
1,3,0,2026-08-12T04:03:36.199586300Z,92194308,2,4,4,3,2,23,3,1,927345d73c1a1614,Ogerpon,1017.2827,55447041,4,22,4,987.8504,4,2,2,2,1,2,0,9,v20,False,False
7,5,1,2026-08-12T10:59:54.951348900Z,92292351,3,3,3,0,3,23,4,5,9714ab5c3996f6cc,Grimmsnarl (mirror),,55456713,6,18,1,,6,2,2,1,0,5,1,11,v21,True,True
11,3,1,2026-08-12T11:03:43.338178200Z,92292487,6,6,6,5,2,10,3,1,d05bff224d40b9c6,Mega Lucario,663.2919,53765546,6,17,1,600.0,6,3,3,0,1,3,2,12,v21,False,True
5,5,1,2026-08-12T11:03:43.426328800Z,92292529,4,4,4,0,2,24,5,5,ab6ce40f94feb450,Grimmsnarl (mirror),510.0543,55456358,5,19,1,728.1644,6,2,2,1,1,5,2,12,v21,False,True
9,5,0,2026-08-12T11:03:43.478803800Z,92292554,6,6,6,0,2,19,3,4,21c3f20980827cb2,Grimmsnarl (mirror),674.1631,55456143,6,14,1,837.0484,7,3,3,1,1,5,1,14,v21,False,True
8,5,0,2026-08-12T11:07:40.416878Z,92293437,5,5,5,2,3,19,4,2,2b6a7dd699d2b6a5,Archaludon,685.3548,55425430,5,16,2,773.1259,7,3,3,1,1,5,1,13,v21,True,True
8,4,0,2026-08-12T11:11:40.303876900Z,92294364,6,6,6,2,1,16,3,1,9714ab5c3996f6cc,Grimmsnarl (mirror),864.6693,55448967,4,29,3,877.0207,6,3,3,0,1,2,0,13,v21,False,False
12,4,0,2026-08-12T11:15:38.328740300Z,92295332,5,5,5,0,2,22,4,2,34d66734d290ea3d,Mega Lopunny / Froslass,828.2184,55432319,6,13,3,811.4134,7,3,3,1,0,4,2,13,v21,True,True
6,3,0,2026-08-12T11:19:35.695991900Z,92296264,5,5,5,2,3,20,4,1,0dede7cb8026e473,Ogerpon,843.6909,55448563,4,19,2,866.7262,5,3,3,0,0,3,1,9,v21,True,True
6,5,1,2026-08-12T11:23:35.686435600Z,92297190,5,5,5,3,3,7,4,2,ebd4dbb270dce6a2,Archaludon,796.1327,54987267,5,17,1,907.8802,8,3,3,0,1,5,1,15,v21,True,True
2,1,0,2026-08-12T11:27:35.537276200Z,92298133,13,13,13,2,1,19,6,2,cc38cb450b86770a,Alakazam,885.8335,55357216,3,31,5,933.7335,7,7,7,2,0,1,0,14,v21,True,False
4,4,0,2026-08-12T11:31:35.393346100Z,92299068,4,6,6,4,2,11,5,1,cc38cb450b86770a,Alakazam,851.2757,55452107,2,29,2,892.5834,6,3,3,2,1,2,0,13,v21,False,False
11,6,1,2026-08-12T11:35:36.194301800Z,92300019,3,5,5,1,2,17,4,4,9714ab5c3996f6cc,Grimmsnarl (mirror),845.0727,55455018,6,25,1,857.223,7,3,3,0,0,5,1,13,v21,True,True
0,2,1,2026-08-12T11:39:36.496693500Z,92300965,5,5,5,2,2,8,4,1,cc38cb450b86770a,Alakazam,870.5274,55433883,5,18,4,883.8261,5,3,3,0,0,2,0,10,v21,True,False
6,5,0,2026-08-12T11:43:35.601870500Z,92301932,5,5,5,0,3,6,2,2,202ee2cec6cbe8b4,Dragapult,833.7994,55455472,3,25,1,856.995,7,3,3,1,0,5,0,13,v21,True,True
7,6,3,2026-08-12T11:47:35.519124300Z,92302852,5,3,5,1,2,29,4,2,17125d8ba1b278fc,Grimmsnarl (mirror),949.2923,55454334,6,12,1,878.3427,8,2,3,1,0,6,2,15,v21,True,True
6,4,0,2026-08-12T11:51:35.827998200Z,92303795,5,5,5,0,2,29,4,5,9714ab5c3996f6cc,Grimmsnarl (mirror),883.6788,55366690,6,18,2,905.5406,6,3,3,0,0,4,1,11,v21,True,True
2,4,0,2026-08-12T11:55:35.738907100Z,92304739,3,3,3,0,2,25,4,4,c7f1cd6579e2b0e8,other: Team Rocket's Mewtwo ex,801.0421,55281815,4,26,1,924.1365,5,2,2,2,0,4,0,9,v21,True,True
4,5,0,2026-08-12T11:59:35.808385500Z,92305667,5,5,5,0,3,25,2,5,9714ab5c3996f6cc,Grimmsnarl (mirror),852.3452,55371062,6,9,1,935.6376,7,3,3,1,0,5,0,13,v21,True,True
8,5,0,2026-08-12T12:03:35.708874700Z,92306595,5,5,5,1,3,22,4,3,9714ab5c3996f6cc,Grimmsnarl (mirror),877.6765,55373786,4,20,2,948.6222,7,3,3,1,0,5,2,13,v21,True,True
11,5,0,2026-08-12T12:07:35.579626600Z,92307543,3,3,3,4,2,27,2,2,5f0ac3552fe3098a,Kangaskhan / Crustle,906.6208,55453185,6,10,4,961.5686,9,2,2,2,0,5,2,17,v21,True,True
5,3,2,2026-08-12T12:11:35.524263800Z,92308462,5,5,5,5,2,24,6,1,daff2ed17de6145d,other: Cynthia's Garchomp ex,892.4661,55147260,5,23,4,990.2614,6,3,3,0,0,3,0,12,v21,True,False
5,5,0,2026-08-12T12:11:35.688461800Z,92308563,4,4,4,0,2,21,7,4,9714ab5c3996f6cc,Grimmsnarl (mirror),985.2073,55455876,5,22,1,974.586,6,2,2,2,1,5,1,12,v21,False,True
4,2,1,2026-08-12T12:15:36.319766400Z,92309419,5,5,5,4,2,40,4,2,78a27b6e506d4015,other: Hydrapple ex,913.0992,55438434,6,18,3,957.8755,5,3,3,1,0,2,1,9,v21,True,True
1,1,1,2026-08-12T12:19:35.725650800Z,92310361,8,8,8,2,1,26,3,1,9714ab5c3996f6cc,Grimmsnarl (mirror),996.0933,55360885,1,27,5,970.345,7,4,4,0,1,1,0,15,v21,False,False
2,7,0,2026-08-12T12:23:35.813403700Z,92311310,2,4,4,5,2,13,3,3,cc38cb450b86770a,Alakazam,891.3279,55403940,4,22,1,968.9407,7,2,2,1,1,6,2,14,v21,False,True
2,6,0,2026-08-12T12:27:35.998337100Z,92312245,3,7,7,1,2,11,2,2,202ee2cec6cbe8b4,Dragapult,903.9006,55447687,3,18,2,978.2156,7,4,4,2,1,4,0,14,v21,True,False
5,3,0,2026-08-12T12:31:35.636020400Z,92313196,2,4,4,8,2,18,3,2,cc38cb450b86770a,Alakazam,921.405,55437201,6,20,1,962.8884,5,2,2,1,1,2,2,10,v21,False,True
9,5,1,2026-08-12T12:35:36.737483600Z,92314152,3,5,5,0,2,25,6,5,9714ab5c3996f6cc,Grimmsnarl (mirror),942.7735,55433905,6,20,1,972.7391,6,3,3,0,0,4,3,11,v21,True,True
17,4,1,2026-08-12T12:39:35.847156400Z,92315087,13,13,13,7,1,25,8,3,9b415cc6bbdf6fd5,Kangaskhan / Crustle,923.9544,55456272,6,19,3,982.6581,10,7,7,0,0,2,2,19,v21,True,True
14,6,3,2026-08-12T12:43:35.811346900Z,92316018,6,6,8,3,2,28,7,3,1eda048ea3581634,Kangaskhan / Crustle,963.6279,55456643,6,9,1,975.9496,9,3,4,1,1,5,2,18,v21,False,True
3,4,1,2026-08-12T12:43:35.821035500Z,92316023,6,6,6,2,3,14,5,1,9714ab5c3996f6cc,Grimmsnarl (mirror),868.4623,55448347,2,21,4,991.1045,6,3,3,0,1,4,1,13,v21,False,False
8,3,0,2026-08-12T12:47:35.786522100Z,92316985,6,6,6,1,3,22,3,1,9714ab5c3996f6cc,Grimmsnarl (mirror),951.5346,55452397,5,14,3,985.249,6,3,3,1,1,3,2,13,v21,False,False
8,5,0,2026-08-12T12:51:36.195505200Z,92317932,3,3,3,0,3,21,4,2,9714ab5c3996f6cc,Grimmsnarl (mirror),880.9093,55439479,4,18,1,974.5665,6,2,2,2,0,5,1,11,v21,True,True
