matchup,game,seat0,seat1,winner,result,error_agent,error_type,illegal_agent,elapsed_ms,moves_seat0,moves_seat1,time_seat0_ms,time_seat1_ms
alakazam741_v8__vs__alakazam741_v2,46,alakazam741_v2,alakazam741_v8,alakazam741_v8,win,,,,109.44269999163225,103,67,31.383700028527528,24.942300166003406
alakazam741_v8__vs__alakazam741_v2,47,alakazam741_v8,alakazam741_v2,alakazam741_v2,win,,,,104.8880000016652,81,77,36.1016999813728,19.45139968302101
alakazam741_v8__vs__alakazam741_v2,48,alakazam741_v2,alakazam741_v8,alakazam741_v8,win,,,,42.190800013486296,40,40,7.2818000335246325,12.550799816381186
alakazam741_v8__vs__alakazam741_v2,49,alakazam741_v8,alakazam741_v2,alakazam741_v8,win,,,,63.32239997573197,43,56,18.626600212883204,14.184099796693772
alakazam741_v8__vs__alakazam741_v2,50,alakazam741_v2,alakazam741_v8,alakazam741_v8,win,,,,100.53489997517318,85,60,30.725800257641822,22.90219988208264
alakazam741_v8__vs__alakazam741_v2,51,alakazam741_v8,alakazam741_v2,alakazam741_v2,win,,,,87.70749997347593,69,80,19.084199680946767,23.816999688278884
alakazam741_v8__vs__alakazam741_v2,52,alakazam741_v2,alakazam741_v8,alakazam741_v2,win,,,,100.74190003797412,102,58,26.77890023915097,24.658699752762914
alakazam741_v8__vs__alakazam741_v2,53,alakazam741_v8,alakazam741_v2,alakazam741_v8,win,,,,111.94640002213418,83,93,24.266100313980132,34.142700023949146
alakazam741_v8__vs__alakazam741_v2,54,alakazam741_v2,alakazam741_v8,alakazam741_v2,win,,,,87.62540004681796,82,66,25.897299812640995,18.268399871885777
alakazam741_v8__vs__alakazam741_v2,55,alakazam741_v8,alakazam741_v2,alakazam741_v2,win,,,,101.29700001562014,67,85,23.912199947517365,27.7025998220779
alakazam741_v8__vs__alakazam741_v2,56,alakazam741_v2,alakazam741_v8,alakazam741_v2,win,,,,55.56660000002012,69,38,17.46179978363216,9.370899992063642
alakazam741_v8__vs__alakazam741_v2,57,alakazam741_v8,alakazam741_v2,alakazam741_v2,win,,,,107.36850003013387,66,95,26.977099827490747,30.612500151619315
alakazam741_v8__vs__alakazam741_v2,58,alakazam741_v2,alakazam741_v8,alakazam741_v8,win,,,,98.63140003290027,88,71,21.022399829234928,30.47570015769452
alakazam741_v8__vs__alakazam741_v2,59,alakazam741_v8,alakazam741_v2,alakazam741_v2,win,,,,76.170300017111,49,83,13.04789970163256,22.833299881312996
alakazam741_v8__vs__alakazam741_v2,60,alakazam741_v2,alakazam741_v8,alakazam741_v2,win,,,,71.86100003309548,79,51,20.21840022644028,13.431600062176585
alakazam741_v8__vs__alakazam741_v2,61,alakazam741_v8,alakazam741_v2,alakazam741_v8,win,,,,107.78939997544512,74,86,26.547299697995186,28.84959994116798
alakazam741_v8__vs__alakazam741_v2,62,alakazam741_v2,alakazam741_v8,alakazam741_v8,win,,,,78.9879999938421,70,52,22.792300209403038,16.88310009194538
alakazam741_v8__vs__alakazam741_v2,63,alakazam741_v8,alakazam741_v2,alakazam741_v2,win,,,,43.35499997250736,19,63,4.08299989067018,16.592100204434246
alakazam741_v8__vs__alakazam741_v2,64,alakazam741_v2,alakazam741_v8,alakazam741_v2,win,,,,89.28260003449395,83,63,24.59060016553849,20.156799699179828
alakazam741_v8__vs__alakazam741_v2,65,alakazam741_v8,alakazam741_v2,alakazam741_v8,win,,,,100.42189998785034,72,88,25.827400211710483,23.564000031910837
alakazam741_v8__vs__alakazam741_v2,66,alakazam741_v2,alakazam741_v8,alakazam741_v2,win,,,,85.94079996692017,85,59,23.531600018031895,16.26769994618371
alakazam741_v8__vs__alakazam741_v2,67,alakazam741_v8,alakazam741_v2,alakazam741_v8,win,,,,79.6017000102438,48,82,18.4281999245286,21.07679977780208
alakazam741_v8__vs__alakazam741_v2,68,alakazam741_v2,alakazam741_v8,alakazam741_v2,win,,,,99.42709997994825,83,70,26.055200141854584,25.717700365930796
alakazam741_v8__vs__alakazam741_v2,69,alakazam741_v8,alakazam741_v2,alakazam741_v8,win,,,,121.95060000522062,89,94,42.38810029346496,22.93639990966767
alakazam741_v8__vs__alakazam741_v2,70,alakazam741_v2,alakazam741_v8,alakazam741_v2,win,,,,16.382700006943196,31,9,4.835400206502527,1.4964999863877892
alakazam741_v8__vs__alakazam741_v2,71,alakazam741_v8,alakazam741_v2,alakazam741_v8,win,,,,85.93240001937374,66,76,25.670899834949523,17.42469990858808
alakazam741_v8__vs__alakazam741_v2,72,alakazam741_v2,alakazam741_v8,alakazam741_v8,win,,,,93.40830001747236,86,51,25.929400115273893,24.323599878698587
alakazam741_v8__vs__alakazam741_v2,73,alakazam741_v8,alakazam741_v2,alakazam741_v8,win,,,,85.6138999806717,54,77,21.93660009652376,21.531900099944323
alakazam741_v8__vs__alakazam741_v2,74,alakazam741_v2,alakazam741_v8,alakazam741_v8,win,,,,90.12810001149774,81,63,21.355499979108572,24.087099940516055
alakazam741_v8__vs__alakazam741_v2,75,alakazam741_v8,alakazam741_v2,alakazam741_v8,win,,,,102.8420000220649,71,83,28.79420021781698,24.183499917853624
alakazam741_v8__vs__alakazam741_v2,76,alakazam741_v2,alakazam741_v8,alakazam741_v8,win,,,,127.11760000092909,98,84,29.5723004383035,36.60209977533668
alakazam741_v8__vs__alakazam741_v2,77,alakazam741_v8,alakazam741_v2,alakazam741_v8,win,,,,136.907699983567,93,95,49.53640000894666,25.96300031291321
alakazam741_v8__vs__alakazam741_v2,78,alakazam741_v2,alakazam741_v8,alakazam741_v8,win,,,,74.89829999394715,82,44,20.89609979884699,15.233499929308891
alakazam741_v8__vs__alakazam741_v2,79,alakazam741_v8,alakazam741_v2,alakazam741_v8,win,,,,102.59809996932745,59,105,20.71219973731786,30.51309986039996
alakazam741_v8__vs__alakazam741_v2,80,alakazam741_v2,alakazam741_v8,alakazam741_v2,win,,,,97.20800002105534,84,73,22.339700197335333,26.021999772638083
alakazam741_v8__vs__alakazam741_v2,81,alakazam741_v8,alakazam741_v2,alakazam741_v2,win,,,,27.940500003751367,12,41,2.1222999203018844,10.556000168435276
alakazam741_v8__vs__alakazam741_v2,82,alakazam741_v2,alakazam741_v8,alakazam741_v8,win,,,,96.32630000123754,89,67,25.091099552810192,22.818300174549222
alakazam741_v8__vs__alakazam741_v2,83,alakazam741_v8,alakazam741_v2,alakazam741_v2,win,,,,14.505699975416064,11,19,1.9144000252708793,3.827800042927265
alakazam741_v8__vs__alakazam741_v2,84,alakazam741_v2,alakazam741_v8,alakazam741_v2,win,,,,79.09190002828836,64,67,17.307500005699694,20.15140012372285
alakazam741_v8__vs__alakazam741_v2,85,alakazam741_v8,alakazam741_v2,alakazam741_v2,win,,,,94.76760000688955,58,83,22.826100001111627,26.981800270732492
alakazam741_v8__vs__alakazam741_v2,86,alakazam741_v2,alakazam741_v8,alakazam741_v2,win,,,,98.88990002218634,88,67,26.0691000148654,23.365500033833086
alakazam741_v8__vs__alakazam741_v2,87,alakazam741_v8,alakazam741_v2,alakazam741_v2,win,,,,95.50579998176545,67,74,29.876400250941515,21.89599978737533
alakazam741_v8__vs__alakazam741_v2,88,alakazam741_v2,alakazam741_v8,alakazam741_v8,win,,,,54.55970001639798,52,39,11.051900102756917,14.356699772179127
alakazam741_v8__vs__alakazam741_v2,89,alakazam741_v8,alakazam741_v2,alakazam741_v2,win,,,,132.10330001311377,80,94,37.984700116794556,36.55930020613596
alakazam741_v8__vs__alakazam741_v2,90,alakazam741_v2,alakazam741_v8,alakazam741_v8,win,,,,101.75869998056442,81,75,21.95080037927255,29.30469991406426
alakazam741_v8__vs__alakazam741_v2,91,alakazam741_v8,alakazam741_v2,alakazam741_v2,win,,,,81.32939995266497,53,79,16.41859987284988,22.921500145457685
alakazam741_v8__vs__alakazam741_v2,92,alakazam741_v2,alakazam741_v8,alakazam741_v2,win,,,,126.38589995913208,95,89,35.58079985668883,30.42119980091229
alakazam741_v8__vs__alakazam741_v2,93,alakazam741_v8,alakazam741_v2,alakazam741_v8,win,,,,95.4265000182204,62,84,22.90689997607842,23.507599951699376
alakazam741_v8__vs__alakazam741_v2,94,alakazam741_v2,alakazam741_v8,alakazam741_v8,win,,,,84.92280001519248,81,65,21.05329988989979,20.186699694022536
alakazam741_v8__vs__alakazam741_v2,95,alakazam741_v8,alakazam741_v2,alakazam741_v8,win,,,,116.68909998843446,90,83,38.79750025225803,22.95429998775944
alakazam741_v8__vs__alakazam741_v2,96,alakazam741_v2,alakazam741_v8,alakazam741_v8,win,,,,81.35510003194213,86,51,26.09759970800951,15.332700044382364
alakazam741_v8__vs__alakazam741_v2,97,alakazam741_v8,alakazam741_v2,alakazam741_v8,win,,,,97.18369995243847,60,84,24.532600364182144,26.880499674007297
alakazam741_v8__vs__alakazam741_v2,98,alakazam741_v2,alakazam741_v8,alakazam741_v8,win,,,,93.48660003161058,78,62,20.82559996051714,30.33509966917336
alakazam741_v8__vs__alakazam741_v2,99,alakazam741_v8,alakazam741_v2,alakazam741_v2,win,,,,103.83689997252077,76,91,26.27970010507852,25.915299949701875
alakazam741_v8__vs__alakazam741_v2,100,alakazam741_v2,alakazam741_v8,alakazam741_v2,win,,,,114.79670001426712,98,80,28.967800142709166,30.986699915956706
alakazam741_v8__vs__alakazam741_v3,1,alakazam741_v8,alakazam741_v3,alakazam741_v8,win,,,,91.08440001728013,62,83,19.948000030126423,26.108300196938217
alakazam741_v8__vs__alakazam741_v3,2,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,104.06500002136454,73,74,27.794600115157664,26.199100306257606
alakazam741_v8__vs__alakazam741_v3,3,alakazam741_v8,alakazam741_v3,alakazam741_v3,win,,,,112.3039000085555,87,88,26.621599914506078,29.266600031405687
alakazam741_v8__vs__alakazam741_v3,4,alakazam741_v3,alakazam741_v8,alakazam741_v8,win,,,,77.82679999945685,66,45,21.42209972953424,17.203599913045764
alakazam741_v8__vs__alakazam741_v3,5,alakazam741_v8,alakazam741_v3,alakazam741_v3,win,,,,99.73409998929128,54,89,15.19110013032332,38.74109999742359
alakazam741_v8__vs__alakazam741_v3,6,alakazam741_v3,alakazam741_v8,alakazam741_v8,win,,,,93.88830000534654,82,69,21.455600392073393,24.085199751425534
alakazam741_v8__vs__alakazam741_v3,7,alakazam741_v8,alakazam741_v3,alakazam741_v3,win,,,,98.67019997909665,73,75,20.724499656353146,27.295200212392956
alakazam741_v8__vs__alakazam741_v3,8,alakazam741_v3,alakazam741_v8,alakazam741_v8,win,,,,46.94470000686124,36,43,6.167000043205917,18.31559999845922
alakazam741_v8__vs__alakazam741_v3,9,alakazam741_v8,alakazam741_v3,alakazam741_v3,win,,,,72.82760000089183,53,65,13.114299857988954,23.239600122906268
alakazam741_v8__vs__alakazam741_v3,10,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,88.99499999824911,84,57,28.345600177999586,17.944299790542573
alakazam741_v8__vs__alakazam741_v3,11,alakazam741_v8,alakazam741_v3,alakazam741_v8,win,,,,79.20769997872412,64,72,20.61619993764907,17.649000277742743
alakazam741_v8__vs__alakazam741_v3,12,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,48.18759998306632,41,40,13.26119975419715,9.568799810949713
alakazam741_v8__vs__alakazam741_v3,13,alakazam741_v8,alakazam741_v3,alakazam741_v8,win,,,,109.4069000100717,77,91,30.438299931120127,26.363100041635334
alakazam741_v8__vs__alakazam741_v3,14,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,98.3723999815993,75,71,26.052699948195368,23.947499750647694
alakazam741_v8__vs__alakazam741_v3,15,alakazam741_v8,alakazam741_v3,alakazam741_v8,win,,,,87.2285999939777,70,79,23.06180016603321,20.922100346069783
alakazam741_v8__vs__alakazam741_v3,16,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,53.17769997054711,47,53,12.309200188610703,12.615500076208264
alakazam741_v8__vs__alakazam741_v3,17,alakazam741_v8,alakazam741_v3,alakazam741_v3,win,,,,78.1925999908708,62,63,19.348500412888825,20.002099859993905
alakazam741_v8__vs__alakazam741_v3,18,alakazam741_v3,alakazam741_v8,alakazam741_v8,win,,,,92.2930000233464,78,71,21.868100157007575,23.781999829225242
alakazam741_v8__vs__alakazam741_v3,19,alakazam741_v8,alakazam741_v3,alakazam741_v8,win,,,,72.14849995216355,55,55,22.73320051608607,14.994799974374473
alakazam741_v8__vs__alakazam741_v3,20,alakazam741_v3,alakazam741_v8,alakazam741_v8,win,,,,98.03720004856586,76,73,29.191999812610447,22.088400030042976
alakazam741_v8__vs__alakazam741_v3,21,alakazam741_v8,alakazam741_v3,alakazam741_v3,win,,,,95.33420001389459,62,86,20.057399931829423,26.83919999981299
alakazam741_v8__vs__alakazam741_v3,22,alakazam741_v3,alakazam741_v8,alakazam741_v8,win,,,,72.96560000395402,60,56,14.332600112538785,20.100900495890528
alakazam741_v8__vs__alakazam741_v3,23,alakazam741_v8,alakazam741_v3,alakazam741_v3,win,,,,84.3237999943085,53,72,16.33060025051236,28.500699845608324
alakazam741_v8__vs__alakazam741_v3,24,alakazam741_v3,alakazam741_v8,alakazam741_v8,win,,,,99.42919999593869,74,66,22.222400177270174,29.686199966818094
alakazam741_v8__vs__alakazam741_v3,25,alakazam741_v8,alakazam741_v3,alakazam741_v8,win,,,,75.03629999700934,44,75,17.61000038823113,19.679499848280102
alakazam741_v8__vs__alakazam741_v3,26,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,93.67879998171702,65,74,24.566600215621293,26.03969967458397
alakazam741_v8__vs__alakazam741_v3,27,alakazam741_v8,alakazam741_v3,alakazam741_v3,win,,,,105.8255999814719,70,91,25.662400061264634,26.415500324219465
alakazam741_v8__vs__alakazam741_v3,28,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,109.31469994829968,76,79,26.176499610301107,33.0717999022454
alakazam741_v8__vs__alakazam741_v3,29,alakazam741_v8,alakazam741_v3,alakazam741_v3,win,,,,17.107299994677305,7,27,1.235600037034601,5.756399827077985
alakazam741_v8__vs__alakazam741_v3,30,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,88.30760000273585,77,66,24.326100014150143,21.48039999883622
alakazam741_v8__vs__alakazam741_v3,31,alakazam741_v8,alakazam741_v3,alakazam741_v8,win,,,,77.47720001498237,69,62,22.040900075808167,16.891100094653666
alakazam741_v8__vs__alakazam741_v3,32,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,80.95380000304431,66,48,24.081100069452077,16.64069975959137
alakazam741_v8__vs__alakazam741_v3,33,alakazam741_v8,alakazam741_v3,alakazam741_v3,win,,,,80.16650000354275,51,70,13.397500151768327,28.18030002526939
alakazam741_v8__vs__alakazam741_v3,34,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,17.573699995409697,23,8,6.500200019218028,1.5604000072926283
alakazam741_v8__vs__alakazam741_v3,35,alakazam741_v8,alakazam741_v3,alakazam741_v8,win,,,,64.73270000424236,30,76,12.081300024874508,20.184200315270573
alakazam741_v8__vs__alakazam741_v3,36,alakazam741_v3,alakazam741_v8,alakazam741_v8,win,,,,86.43150003626943,82,61,21.040299849119037,23.04709970485419
alakazam741_v8__vs__alakazam741_v3,37,alakazam741_v8,alakazam741_v3,alakazam741_v8,win,,,,64.81409998377785,59,50,24.863199680112302,10.108800081070513
alakazam741_v8__vs__alakazam741_v3,38,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,19.515399995725602,39,6,7.161599874962121,0.9796999511308968
alakazam741_v8__vs__alakazam741_v3,39,alakazam741_v8,alakazam741_v3,alakazam741_v3,win,,,,96.71589999925345,84,73,23.133800306823105,26.96960006142035
alakazam741_v8__vs__alakazam741_v3,40,alakazam741_v3,alakazam741_v8,alakazam741_v8,win,,,,86.72210003715008,76,65,21.052699768915772,23.878400214016438
alakazam741_v8__vs__alakazam741_v3,41,alakazam741_v8,alakazam741_v3,alakazam741_v3,win,,,,78.13709997572005,64,59,19.052199961151928,20.695499726571143
alakazam741_v8__vs__alakazam741_v3,42,alakazam741_v3,alakazam741_v8,alakazam741_v8,win,,,,101.96300002280623,95,74,24.195800186134875,27.479200158268213
alakazam741_v8__vs__alakazam741_v3,43,alakazam741_v8,alakazam741_v3,alakazam741_v8,win,,,,89.3746999790892,63,81,20.452999975532293,23.35600001970306
alakazam741_v8__vs__alakazam741_v3,44,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,77.66320003429428,54,64,17.439500137697905,24.05399997951463
alakazam741_v8__vs__alakazam741_v3,45,alakazam741_v8,alakazam741_v3,alakazam741_v3,win,,,,47.216399980243295,36,57,7.2994998190552,14.763500133994967
alakazam741_v8__vs__alakazam741_v3,46,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,91.74730000086129,74,80,19.147799932397902,25.64449980854988
alakazam741_v8__vs__alakazam741_v3,47,alakazam741_v8,alakazam741_v3,alakazam741_v8,win,,,,96.40109998872504,72,86,22.57729962002486,26.159299653954804
alakazam741_v8__vs__alakazam741_v3,48,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,77.60409999173135,66,66,19.589400035329163,20.23989980807528
alakazam741_v8__vs__alakazam741_v3,49,alakazam741_v8,alakazam741_v3,alakazam741_v3,win,,,,64.9449999909848,55,50,15.780199959408492,16.30110014230013
alakazam741_v8__vs__alakazam741_v3,50,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,115.37610000232235,91,87,27.476400136947632,32.312900002580136
alakazam741_v8__vs__alakazam741_v3,51,alakazam741_v8,alakazam741_v3,alakazam741_v8,win,,,,65.4536000220105,40,64,14.850999868940562,17.58520002476871
alakazam741_v8__vs__alakazam741_v3,52,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,76.4861999778077,65,69,19.87030025338754,17.363199905958027
alakazam741_v8__vs__alakazam741_v3,53,alakazam741_v8,alakazam741_v3,alakazam741_v3,win,,,,14.809799962677062,9,26,2.0571999484673142,3.9289998821914196
alakazam741_v8__vs__alakazam741_v3,54,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,92.88279997417703,83,74,25.16110031865537,22.87040022201836
alakazam741_v8__vs__alakazam741_v3,55,alakazam741_v8,alakazam741_v3,alakazam741_v8,win,,,,103.15789998276159,79,71,39.133100130129606,18.635299638845026
alakazam741_v8__vs__alakazam741_v3,56,alakazam741_v3,alakazam741_v8,alakazam741_v8,win,,,,95.56569997221231,79,76,22.564500104635954,24.24650004832074
alakazam741_v8__vs__alakazam741_v3,57,alakazam741_v8,alakazam741_v3,alakazam741_v3,win,,,,99.59539998089895,70,86,28.677200025413185,22.424100141506642
alakazam741_v8__vs__alakazam741_v3,58,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,99.74710003007203,78,64,33.75500004040077,20.781299914233387
alakazam741_v8__vs__alakazam741_v3,59,alakazam741_v8,alakazam741_v3,alakazam741_v3,win,,,,79.72909999080002,69,63,22.762699867598712,17.59529986884445
alakazam741_v8__vs__alakazam741_v3,60,alakazam741_v3,alakazam741_v8,alakazam741_v8,win,,,,74.05070000095293,61,63,15.733999840449542,22.29219995206222
alakazam741_v8__vs__alakazam741_v3,61,alakazam741_v8,alakazam741_v3,alakazam741_v3,win,,,,117.62279999675229,80,79,30.082500306889415,34.63919984642416
alakazam741_v8__vs__alakazam741_v3,62,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,82.034399965778,70,59,23.275300103705376,18.23319972027093
alakazam741_v8__vs__alakazam741_v3,63,alakazam741_v8,alakazam741_v3,alakazam741_v8,win,,,,59.744799975305796,40,48,17.027500085532665,13.54950008681044
alakazam741_v8__vs__alakazam741_v3,64,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,94.31120002409443,81,60,30.223899811971933,18.197199795395136
alakazam741_v8__vs__alakazam741_v3,65,alakazam741_v8,alakazam741_v3,alakazam741_v3,win,,,,81.36890002060682,57,73,15.621600265149027,26.06509975157678
alakazam741_v8__vs__alakazam741_v3,66,alakazam741_v3,alakazam741_v8,alakazam741_v8,win,,,,101.82630002964288,61,75,21.158699761144817,29.443200095556676
