feature,gain,split
opp_field_343,0.0,0
discard_343,0.0,0
field_343,0.0,0
hand_343,0.0,0
opp_field_305,0.0,0
discard_305,0.0,0
field_305,0.0,0
hand_305,0.0,0
opp_field_140,0.0,0
discard_140,0.0,0
field_140,0.0,0
hand_140,0.0,0
opp_field_66,0.0,0
discard_66,0.0,0
field_66,0.0,0
hand_66,0.0,0
opp_field_19,0.0,0
discard_19,0.0,0
field_19,0.0,0
hand_19,0.0,0
opp_field_13,0.0,0
discard_13,0.0,0
field_13,0.0,0
hand_13,0.0,0
opp_field_5,0.0,0
discard_5,0.0,0
field_5,0.0,0
hand_5,0.0,0
opp_bench_low_hp_count,0.0,0
opp_bench_damaged_count,0.0,0
opp_bench_total_damage,0.0,0
opp_bench_max_energy,0.0,0
opp_bench_max_hp,0.0,0
opp_bench_min_hp,0.0,0
opp_bench_open,0.0,0
self_bench_low_hp_count,0.0,0
self_bench_damaged_count,0.0,0
self_bench_total_damage,0.0,0
self_bench_max_energy,0.0,0
self_bench_max_hp,0.0,0
self_bench_min_hp,0.0,0
hand_1081,0.0,0
hand_1079,0.0,0
field_1079,0.0,0
hand_1086,0.0,0
field_1086,0.0,0
discard_1086,0.0,0
opp_field_1086,0.0,0
hand_1097,0.0,0
field_1081,0.0,0
discard_1079,0.0,0
opp_field_1079,0.0,0
select_min_count,0.0,0
select_max_count,0.0,0
select_type,0.0,0
select_context,0.0,0
stadium_id,0.0,0
dunsparce_engine_count,0.0,0
needs_attacker_energy,0.0,0
dudunsparce_engine_count,0.0,0
complete_route_components,0.0,0
has_psychic_energy_in_hand,0.0,0
needs_stage2,0.0,0
needs_first_abra,0.0,0
has_alakazam_anywhere,0.0,0
has_bridge_anywhere,0.0,0
field_route_body_count,0.0,0
has_abra_anywhere,0.0,0
opp_field_1231,0.0,0
discard_1231,0.0,0
has_ready_alakazam,0.0,0
ready_alakazam_count,0.0,0
opp_field_1266,0.0,0
discard_1266,0.0,0
field_1266,0.0,0
hand_1266,0.0,0
opp_field_1225,0.0,0
discard_1225,0.0,0
field_1231,0.0,0
hand_1231,0.0,0
field_1225,0.0,0
hand_1225,0.0,0
discard_1197,0.0,0
opp_field_1197,0.0,0
opp_field_1097,0.0,0
discard_1097,0.0,0
field_1197,0.0,0
hand_1197,0.0,0
opp_field_1182,0.0,0
discard_1182,0.0,0
field_1182,0.0,0
hand_1182,0.0,0
opp_field_1152,0.0,0
discard_1152,0.0,0
field_1152,0.0,0
hand_1152,0.0,0
opp_field_1129,0.0,0
discard_1129,0.0,0
field_1129,0.0,0
hand_1129,0.0,0
opp_field_1081,0.0,0
discard_1081,0.0,0
field_1097,0.0,0
current_ko_estimate,0.0,0
target_is_dunsparce,0.0,0
candidate_is_abra,0.0,0
preserves_current_ko_estimate,0.0,0
is_evolve,0.0,0
is_other,0.0,0
is_bench,0.0,0
is_hammer,0.0,0
is_ability,0.0,0
is_end,0.0,0
retreat_status_value,0.0,0
evolve_target_is_kadabra_value,0.0,0
evolve_target_is_abra_value,0.0,0
