rank,team,own_turn,samples,attack_rate,avg_end_hand,avg_end_deck,avg_end_board,avg_end_alakazam,avg_end_dunsparce,avg_end_dudunsparce
15,THIRD PTCG Club,2,99,0.5050505050505051,8.191919191919192,32.484848484848484,5.161616161616162,0.5050505050505051,1.0909090909090908,0.15151515151515152
15,THIRD PTCG Club,3,97,0.8350515463917526,11.54639175257732,23.556701030927837,5.443298969072165,1.5876288659793814,0.8762886597938144,0.5257731958762887
15,THIRD PTCG Club,4,94,0.9361702127659575,12.414893617021276,18.0531914893617,5.5,1.7446808510638299,0.8829787234042553,0.5638297872340425
15,THIRD PTCG Club,5,88,0.9204545454545454,11.943181818181818,14.306818181818182,5.170454545454546,1.6704545454545454,0.8181818181818182,0.5340909090909091
15,THIRD PTCG Club,6,78,0.782051282051282,10.871794871794872,11.256410256410257,5.128205128205129,1.5,0.8205128205128205,0.48717948717948717
16,matsurih,1,99,0.1414141414141414,5.777777777777778,41.84848484848485,4.03030303030303,0.0,1.0,0.0
16,matsurih,2,99,0.6262626262626263,9.393939393939394,31.585858585858585,5.03030303030303,0.45454545454545453,1.1717171717171717,0.04040404040404041
16,matsurih,3,99,0.8787878787878788,13.696969696969697,22.13131313131313,4.909090909090909,1.5757575757575757,0.9090909090909091,0.0707070707070707
16,matsurih,4,95,0.9578947368421052,14.947368421052632,17.105263157894736,4.747368421052632,1.9157894736842105,0.8736842105263158,0.06315789473684211
16,matsurih,5,88,0.9659090909090909,14.534090909090908,14.147727272727273,4.659090909090909,1.8181818181818181,0.9204545454545454,0.06818181818181818
16,matsurih,6,71,0.8873239436619719,13.929577464788732,11.32394366197183,4.563380281690141,1.7746478873239437,0.9154929577464789,0.056338028169014086
17,ei ei ei yikuso,1,99,0.10101010101010101,6.0,41.717171717171716,3.98989898989899,0.0,0.9393939393939394,0.0
17,ei ei ei yikuso,2,98,0.5714285714285714,8.96938775510204,32.51020408163265,5.0,0.47959183673469385,1.1428571428571428,0.09183673469387756
17,ei ei ei yikuso,3,97,0.8041237113402062,11.927835051546392,24.50515463917526,5.257731958762887,1.288659793814433,1.2061855670103092,0.23711340206185566
17,ei ei ei yikuso,4,92,0.8478260869565217,13.195652173913043,18.217391304347824,5.076086956521739,1.5,1.076086956521739,0.22826086956521738
17,ei ei ei yikuso,5,82,0.8780487804878049,13.890243902439025,14.012195121951219,4.890243902439025,1.3902439024390243,1.170731707317073,0.24390243902439024
17,ei ei ei yikuso,6,71,0.7887323943661971,13.464788732394366,10.830985915492958,4.71830985915493,1.323943661971831,1.1408450704225352,0.23943661971830985
